followup_id	plot_label	corpus_database_id	name	followup_track	original_assigned_to	decision	confidence	gpt_needed	assign_after_codex	selected_artifact_ids	selected_local_paths	selected_sample_paths	parser_evidence_counts	decision_basis	recommended_next_action	landing_url	raw_url	existing_local_paths
result_artifact_followup_3e754cd6cc31dc84	figure1	domain_search_osf_32ff619d7c35	Information bottlenecks in Behavioural Science: A framework and multi-dataset analysis of replication and generalization	codex_parser_or_result_mapping	codex	already_extracted_corpus_result_rows	high	no	none	source_artifact_58cc017b099ca590	data/raw/source_artifacts/figure1_acquisition_tabular_first/domain_search_osf_32ff619d7c35/source_artifact_58cc017b099ca590__ML2_OrignalEffects_Masterkey.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_58cc017b099ca590.json	parser_rows=6; sampled=5; high=1; medium=3; extracted=1	At least one parser-ready artifact for this source family has already produced CORPUS_RESULTS-shaped rows.	Use the existing corpus-results proposal; next work is mapping corpus-native rows to paper/result identities.	https://osf.io/n67tk/		
result_artifact_followup_71cbb3c87a08088a	figure1	repo_search_osf_ea08e3722d17	Investigating variation in replicability: A “Many Labs” Replication Project	codex_parser_or_result_mapping	codex	project_publication_context_not_result_artifact	high	no	none	source_artifact_228d2478455b1015 | source_artifact_204687d40fc3fb10 | source_artifact_53f1bf85a07db6fa | source_artifact_75739a2588ead839 | source_artifact_92afa0d9a9daaf4a | source_artifact_f54bcd26f72148e8 | source_artifact_3e2e432c47d4a933	data/raw/source_artifacts/figure1_acquisition_repair/repo_search_osf_ea08e3722d17/source_artifact_228d2478455b1015__ML.web.Supplement.pdf | data/raw/source_artifacts/figure1_acquisition_repair/repo_search_osf_ea08e3722d17/source_artifact_204687d40fc3fb10__ManyLabsManuscript.pdf	steps/source_inventory/figure1/result_artifact_acquisition/repair/mirror_sample/artifact_samples/source_artifact_228d2478455b1015.json | steps/source_inventory/figure1/result_artifact_acquisition/repair/mirror_sample/artifact_samples/source_artifact_204687d40fc3fb10.json	parser_rows=7; sampled=2; high=0; medium=0; extracted=0	The local artifacts are a project manuscript/supplement, not the machine-readable corpus result table.	Keep the paper/supplement as source-family context; use the already mirrored tabular corpus artifacts for result extraction.	https://osf.io/scayl/ | https://osf.io/wx7ck/		
result_artifact_followup_72d448de04f24435	figure1	manual_search_manual_tracker_4d67efc9b112	Kühberger, Fritz & Scherndl 2014 psychology main-question results	codex_parser_or_result_mapping	codex	tracker_context_not_result_artifact	high	no	none	source_artifact_c1983ec27a5f737d	reports/corpus_suggestion_tracker.md	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_remaining_downloadable/artifact_samples/source_artifact_c1983ec27a5f737d.json	parser_rows=1; sampled=1; high=0; medium=0; extracted=0	The only local object is reports/corpus_suggestion_tracker.md, which is a prose tracker/context file, not a result-bearing artifact.	Do not spend parser/GPT time on the tracker markdown row; resolve through the named concrete corpus/source artifacts instead.	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md	
result_artifact_followup_9ab7f1cb2ec4e66b	figure1	manual_search_manual_tracker_06310c250070	Lancee et al. 2017 antipsychotic outcome-reporting audit	codex_parser_or_result_mapping	codex	tracker_context_not_result_artifact	high	no	none	source_artifact_2eda10dd2b43e2bd	reports/corpus_suggestion_tracker.md	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_remaining_downloadable/artifact_samples/source_artifact_2eda10dd2b43e2bd.json	parser_rows=1; sampled=1; high=0; medium=0; extracted=0	The only local object is reports/corpus_suggestion_tracker.md, which is a prose tracker/context file, not a result-bearing artifact.	Do not spend parser/GPT time on the tracker markdown row; resolve through the named concrete corpus/source artifacts instead.	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md	
result_artifact_followup_7d7425a1a2a6eafa	figure1	manual_search_manual_tracker_0e6561494e1f	Leight/Asri/Imai AEA publication-tracking paper	codex_parser_or_result_mapping	codex	tracker_context_not_result_artifact	high	no	none	source_artifact_a91f5d6e61a221e7	reports/corpus_suggestion_tracker.md	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_remaining_downloadable/artifact_samples/source_artifact_a91f5d6e61a221e7.json	parser_rows=1; sampled=1; high=0; medium=0; extracted=0	The only local object is reports/corpus_suggestion_tracker.md, which is a prose tracker/context file, not a result-bearing artifact.	Do not spend parser/GPT time on the tracker markdown row; resolve through the named concrete corpus/source artifacts instead.	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md	
result_artifact_followup_64f1837cbee69787	figure1	manual_search_manual_tracker_54f6f36cb89a	Many Labs 2 through BEAR	codex_parser_or_result_mapping	codex	already_integrated_live_pair_source	high	no	none	source_artifact_15c59c1eec38ca1a	reports/corpus_suggestion_tracker.md	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_remaining_downloadable/artifact_samples/source_artifact_15c59c1eec38ca1a.json	parser_rows=1; sampled=1; high=0; medium=0; extracted=0	Matched existing plot source catalog integrated source. Many Labs 2 public join: integrated_in_build=True; terminal_status=integrated; classification=project-specific joined pair table; live_pair_rows=28; catalog_usable_pair_rows=28; notes=Built from public replication summary plus original-effects files.	Do not re-review this local artifact as a new result source; use the existing live/catalog source row and preserve this artifact as audit context.	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md	
result_artifact_followup_4d9d391f9e49e696	figure1	manual_search_manual_tracker_afdc7a7c5ffa	Motyl et al. 2017 critical hypothesized tests	codex_parser_or_result_mapping	codex	tracker_context_not_result_artifact	high	no	none	source_artifact_cbe30a6f9240aeb4	reports/corpus_suggestion_tracker.md	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_remaining_downloadable/artifact_samples/source_artifact_cbe30a6f9240aeb4.json	parser_rows=1; sampled=1; high=0; medium=0; extracted=0	The only local object is reports/corpus_suggestion_tracker.md, which is a prose tracker/context file, not a result-bearing artifact.	Do not spend parser/GPT time on the tracker markdown row; resolve through the named concrete corpus/source artifacts instead.	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md	
result_artifact_followup_08107f364433ae56	figure1	manual_search_manual_tracker_66df900c9e83	Nordic trial reporting dataset	codex_parser_or_result_mapping	codex	tracker_context_not_result_artifact	high	no	none	source_artifact_3208767dc70ada0e	reports/corpus_suggestion_tracker.md	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_remaining_downloadable/artifact_samples/source_artifact_3208767dc70ada0e.json	parser_rows=1; sampled=1; high=0; medium=0; extracted=0	The only local object is reports/corpus_suggestion_tracker.md, which is a prose tracker/context file, not a result-bearing artifact.	Do not spend parser/GPT time on the tracker markdown row; resolve through the named concrete corpus/source artifacts instead.	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md	
result_artifact_followup_d219286765098d36	figure1	manual_search_manual_tracker_80501a192068	"Older Brodeur ""Methods Matter"" / OpenICPSR file"	codex_parser_or_result_mapping	codex	tracker_context_not_result_artifact	high	no	none	source_artifact_1584ff78eee977c7	reports/corpus_suggestion_tracker.md	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_remaining_downloadable/artifact_samples/source_artifact_1584ff78eee977c7.json	parser_rows=1; sampled=1; high=0; medium=0; extracted=0	The only local object is reports/corpus_suggestion_tracker.md, which is a prose tracker/context file, not a result-bearing artifact.	Do not spend parser/GPT time on the tracker markdown row; resolve through the named concrete corpus/source artifacts instead.	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md	
result_artifact_followup_95006fb89413e01b	figure1	manual_search_manual_tracker_a594814aa3b4	Olsson & Sundell 2023 Swedish social interventions	codex_parser_or_result_mapping	codex	tracker_context_not_result_artifact	high	no	none	source_artifact_f0879646f3370157	reports/corpus_suggestion_tracker.md	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_remaining_downloadable/artifact_samples/source_artifact_f0879646f3370157.json	parser_rows=1; sampled=1; high=0; medium=0; extracted=0	The only local object is reports/corpus_suggestion_tracker.md, which is a prose tracker/context file, not a result-bearing artifact.	Do not spend parser/GPT time on the tracker markdown row; resolve through the named concrete corpus/source artifacts instead.	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md	
result_artifact_followup_7bb51bfa88f9a17f	figure1	repo_search_osf_2b928c9c5eb3	Original Study	codex_parser_or_result_mapping	codex	local_source_specific_mapping_needed	medium	no	codex	source_artifact_93d54dff365b9d5f | source_artifact_f41a09156dd55edb	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_osf_2b928c9c5eb3/source_artifact_93d54dff365b9d5f__TRICO_BEHAVIORAL_DATA.xlsx | data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_osf_2b928c9c5eb3/source_artifact_f41a09156dd55edb__TRICO_CONTINGENCY_DATA.xlsx	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_93d54dff365b9d5f.json | steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_f41a09156dd55edb.json	parser_rows=27; sampled=19; high=0; medium=2; extracted=0	Local sampled artifacts have some Figure 1 signals but do not pass the generic result-table gate.	Inspect local samples/files and write a source-specific mapping or parser decision; generic parser routing is not enough.	https://osf.io/4qb9k/		
result_artifact_followup_0234452dd3e97d06	figure1	repo_search_osf_a162112fef85	RP:P Replication of J Förster, N Liberman, &amp; S Kuschel (2008)	codex_parser_or_result_mapping	codex	individual_replication_report_context	high	no	none	source_artifact_8d84e98cd4f28982 | source_artifact_9526db38ad7d9875 | source_artifact_adbd298475119b5f	data/raw/source_artifacts/figure1_acquisition_documents/repo_search_osf_a162112fef85/source_artifact_8d84e98cd4f28982__J_Fo_rster_N_Liberman_S_Kuschel_Replication_Report.pdf | data/raw/source_artifacts/figure1_acquisition_documents/repo_search_osf_a162112fef85/source_artifact_9526db38ad7d9875__Replication_Project_Response_2015_-_Jens_Fo_rster_Nira_Liberman.pdf | data/raw/source_artifacts/figure1_acquisition_documents/repo_search_osf_a162112fef85/source_artifact_adbd298475119b5f__pre_data_collection_J_Fo_rster_N_Liberman_S_Kuschel_Replication_Report.pdf	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_documents/artifact_samples/source_artifact_8d84e98cd4f28982.json | steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_documents/artifact_samples/source_artifact_9526db38ad7d9875.json | steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_documents/artifact_samples/source_artifact_adbd298475119b5f.json	parser_rows=3; sampled=3; high=0; medium=0; extracted=0	The local artifacts are an individual replication report or paper-level replication study, not a corpus/database result table.	Route, if needed, through the individual-paper worklist; do not treat as a reusable corpus result catalog.	https://osf.io/rcxqj/		
result_artifact_followup_663eb42239b691ce	figure1	repo_search_dataverse_4450c811f725	Replication Document Term and Feature Matrices	codex_parser_or_result_mapping	codex	feature_matrix_not_result_artifact	high	no	none	source_artifact_4f9329ef7cfbea31 | source_artifact_04c4d4ca2b8bd4f5 | source_artifact_cd84a637db197e9b | source_artifact_f1279365ed8e0929 | source_artifact_73995f47c9cb3ab7 | source_artifact_8a150842a08b29f5 | source_artifact_98f0e8c69b983cd2 | source_artifact_e2c3fff3f3d42bce	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_4f9329ef7cfbea31__CATS_01_.tab | data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_04c4d4ca2b8bd4f5__CATS_02_.tab | data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_cd84a637db197e9b__CATS_03_.tab | data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_f1279365ed8e0929__CATS_04_.tab | data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_73995f47c9cb3ab7__CATS_05_.tab | data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_8a150842a08b29f5__CATS_06_.tab | data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_98f0e8c69b983cd2__CATS_07_.tab | data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_4450c811f725/source_artifact_e2c3fff3f3d42bce__CATS_08_.tab	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_4f9329ef7cfbea31.json | steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_04c4d4ca2b8bd4f5.json | steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_cd84a637db197e9b.json | steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_f1279365ed8e0929.json | steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_73995f47c9cb3ab7.json | steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_8a150842a08b29f5.json | steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_98f0e8c69b983cd2.json | steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_e2c3fff3f3d42bce.json	parser_rows=436; sampled=418; high=0; medium=418; extracted=0	The matched local artifacts are document-term/feature matrix files, not corpus result rows with original/replication effect and N fields.	Keep as auxiliary text/feature-matrix data; do not parse as a Figure 1 original-replication result catalog.	https://doi.org/10.7910/DVN/KZW8R2		
result_artifact_followup_30c9a7c52166cadf	figure1	citation_search_openalex_bb828bb93d4f	Replication Study: Transcriptional amplification in tumor cells with elevated c-Myc	codex_parser_or_result_mapping	codex	individual_replication_report_context	high	no	none	source_artifact_3ebf194b15a280e2 | source_artifact_574bfd4ba4c2b29a | source_artifact_aab903b1353eb6b8 | source_artifact_130edd19a3ea3345	data/raw/source_artifacts/figure1_acquisition_tabular_first/citation_search_openalex_bb828bb93d4f/source_artifact_3ebf194b15a280e2__elife-30274-fig2-data1-v2.csv	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_3ebf194b15a280e2.json	parser_rows=4; sampled=1; high=0; medium=1; extracted=0	The local artifacts are an individual replication report or paper-level replication study, not a corpus/database result table.	Route, if needed, through the individual-paper worklist; do not treat as a reusable corpus result catalog.	https://doi.org/10.7554/elife.30274		
result_artifact_followup_95672920cae30f32	figure1	manual_search_manual_tracker_058c6ee82383	ReplicationSuccess package data (`RProjects`, `SSRP`, `protzko2020`)	codex_parser_or_result_mapping	codex	already_integrated_live_pair_source	high	no	none	source_artifact_6fc3370ec43ca72f	reports/corpus_suggestion_tracker.md	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_remaining_downloadable/artifact_samples/source_artifact_6fc3370ec43ca72f.json	parser_rows=1; sampled=1; high=0; medium=0; extracted=0	Matched existing plot source catalog integrated source. ReplicationSuccess SSRP.rda: integrated_in_build=True; terminal_status=integrated; classification=direct pair table; live_pair_rows=21; catalog_usable_pair_rows=21; notes=Full 21-row SSRP object with original and replication r, Fisher-z, p-values, and Ns. | SSRP 2018 supplement (manual): integrated_in_build=True; terminal_status=integrated; classification=harvest-promoted pair table; live_pair_rows=2; catalog_usable_pair_rows=2; notes=Auto-discovered promoted harvested lead source.	Do not re-review this local artifact as a new result source; use the existing live/catalog source row and preserve this artifact as audit context.	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md	
result_artifact_followup_b74259ea7533f99b	figure1	manual_search_manual_tracker_85ec777fb6f4	Reproducibility Project: Cancer Biology	codex_parser_or_result_mapping	codex	already_integrated_live_pair_source	high	no	none	source_artifact_2b60184c218e7fca	reports/corpus_suggestion_tracker.md	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_remaining_downloadable/artifact_samples/source_artifact_2b60184c218e7fca.json	parser_rows=1; sampled=1; high=0; medium=0; extracted=0	Matched existing plot source catalog integrated source. RPCB: integrated_in_build=True; terminal_status=integrated; classification=direct effect-level pair table; live_pair_rows=118; catalog_usable_pair_rows=118; notes=Still the canonical local effect-level replication file.	Do not re-review this local artifact as a new result source; use the existing live/catalog source row and preserve this artifact as audit context.	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md	
result_artifact_followup_fde5279026dfcc2b	figure1	repo_search_dataverse_62327a47981a	Reproducibility Project: Psychology	codex_parser_or_result_mapping	codex	already_extracted_corpus_result_rows	high	no	none	source_artifact_c7cbc0f780147523	data/raw/source_artifacts/figure1_acquisition_tabular_first/repo_search_dataverse_62327a47981a/source_artifact_c7cbc0f780147523__RPP_Master_Data-_in_progress_2_.xlsx	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_tabular_first/artifact_samples/source_artifact_c7cbc0f780147523.json	parser_rows=1; sampled=1; high=1; medium=0; extracted=1	At least one parser-ready artifact for this source family has already produced CORPUS_RESULTS-shaped rows.	Use the existing corpus-results proposal; next work is mapping corpus-native rows to paper/result identities.	https://doi.org/10.7910/DVN/28838		
result_artifact_followup_28d7949c4508f75b	figure1	manual_search_manual_tracker_c23f70c3fdd3	Reproducibility Project: Psychology converted data	codex_parser_or_result_mapping	codex	already_integrated_live_pair_source	high	no	none	source_artifact_6e86affeca577386	reports/corpus_suggestion_tracker.md	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_remaining_downloadable/artifact_samples/source_artifact_6e86affeca577386.json	parser_rows=1; sampled=1; high=0; medium=0; extracted=0	Matched existing plot source catalog integrated source. RPP canonical OSF csv: integrated_in_build=True; terminal_status=integrated; classification=overlap / schema-variant mirror; live_pair_rows=96; catalog_usable_pair_rows=96; notes=Canonical raw CSV; build now reads the `T_r..O.`/`T_r..R.` and `T_N..O.`/`T_N..R.` columns directly.	Do not re-review this local artifact as a new result source; use the existing live/catalog source row and preserve this artifact as audit context.	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md	
result_artifact_followup_8a818e4248c563b4	figure1	manual_search_manual_tracker_67aa939c5960	Rothwell/Julious/Cooper 2018 HTA RCT primary endpoints	codex_parser_or_result_mapping	codex	tracker_context_not_result_artifact	high	no	none	source_artifact_503e3bd61cc44d96	reports/corpus_suggestion_tracker.md	steps/source_inventory/figure1/result_artifact_acquisition/mirror_sample_remaining_downloadable/artifact_samples/source_artifact_503e3bd61cc44d96.json	parser_rows=1; sampled=1; high=0; medium=0; extracted=0	The only local object is reports/corpus_suggestion_tracker.md, which is a prose tracker/context file, not a result-bearing artifact.	Do not spend parser/GPT time on the tracker markdown row; resolve through the named concrete corpus/source artifacts instead.	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md	
