artifact_id	parent_corpus_database_id	artifact_role	file_name	local_path	sha256	byte_size	gap_reason	candidate_recovery_route	notes
source_artifact_37666ff14835e99d	github:ying531/awesome-replicability-data	source_access_metadata	github_02_download.json	data/raw/replication_projects/lead_harvest/awesome_emdr_misinfo/github_02_download.json	a42ecb74ce3e19df32bed51a9e74d06e8b24c024c5939978734ba3e8b483104e	708	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_3011ee18d7a7d54d	github:ying531/awesome-replicability-data	source_access_metadata	landing_probe.json	data/raw/replication_projects/lead_harvest/awesome_emdr_misinfo/landing_probe.json	e0ae4ec56a4a8827f5c7ccdff8bca4e1e486f703c9d26cb4071d9c85813da5cd	444	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_bc12c324f9ded14e	github:ying531/awesome-replicability-data	source_access_metadata	raw_download.json	data/raw/replication_projects/lead_harvest/awesome_emdr_misinfo/raw_download.json	3625d3d7a8c54a2dc45a02e0014b70fa46784679f673d80450ccbacc7d660901	702	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_c3fbefdafea71d73	github:ying531/awesome-replicability-data	source_access_metadata	raw_probe.json	data/raw/replication_projects/lead_harvest/awesome_emdr_misinfo/raw_probe.json	df297e892d3af21ec53ab7c1a43e10cf3cfe13474f18f836f51bdfe111983d84	589	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_d79dbf2604e8aa80	github:ying531/awesome-replicability-data	source_access_metadata	github_01_download.json	data/raw/replication_projects/lead_harvest/awesome_lie_language/github_01_download.json	2062949061f3aab7cd48d146bd46025f45c563d545f9e1e18367ccf75e0d94e2	700	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_f981a4438bdf9a87	github:ying531/awesome-replicability-data	source_access_metadata	github_02_download.json	data/raw/replication_projects/lead_harvest/awesome_lie_language/github_02_download.json	e78f7305f80df7e9aa71f7872f794c41787b8142d737365e668c188f5d66750d	709	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_e8be4848ace48b06	github:ying531/awesome-replicability-data	source_access_metadata	landing_probe.json	data/raw/replication_projects/lead_harvest/awesome_lie_language/landing_probe.json	140719969f6d47fd043e6e97817a837024d719b4ef165208579cc2feb0cdd326	444	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_c1d1eda1f4927478	github:ying531/awesome-replicability-data	source_access_metadata	raw_download.json	data/raw/replication_projects/lead_harvest/awesome_lie_language/raw_download.json	e582f72c8dd84584a674d9d638abe17d07a4243ff81dd84ebcfa6bc2519d3cb5	703	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_127f0743d75d6888	github:ying531/awesome-replicability-data	source_access_metadata	raw_probe.json	data/raw/replication_projects/lead_harvest/awesome_lie_language/raw_probe.json	1b5f9c0ca6f91dc42923e1d4d9c08b5db15f335a05d1ec26c2c069911c8f7eef	589	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_af95f2eea32fd760	github:ying531/awesome-replicability-data	source_access_metadata	github_01_download.json	data/raw/replication_projects/lead_harvest/awesome_mindbody_selfcentrality/github_01_download.json	113344679e1c75aa312150cd8aaeee93c42766774cf29301a8eb760a9cbbccfe	764	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_8eea385e6a348f83	github:ying531/awesome-replicability-data	source_access_metadata	github_02_download.json	data/raw/replication_projects/lead_harvest/awesome_mindbody_selfcentrality/github_02_download.json	170e96890c6aed4bec419c4a227b2843c70af5582b1fec5af4cb170d70d9097c	755	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_0aa90a5b95c31e5c	github:ying531/awesome-replicability-data	source_access_metadata	github_03_download.json	data/raw/replication_projects/lead_harvest/awesome_mindbody_selfcentrality/github_03_download.json	bf2fd5189b12a5141ed02aef798317d1b67df2184c8e6556713be64370faf6c0	774	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_82e03af3ec5b302c	github:ying531/awesome-replicability-data	source_access_metadata	github_04_download.json	data/raw/replication_projects/lead_harvest/awesome_mindbody_selfcentrality/github_04_download.json	db496f8f6486c7bfd15ff9827e6a2f0b30ea2b1a2182addcf3457b06813ea131	784	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_cbfe288e808368bb	github:ying531/awesome-replicability-data	source_access_metadata	github_05_download.json	data/raw/replication_projects/lead_harvest/awesome_mindbody_selfcentrality/github_05_download.json	ccc2e0ec3a87056e634a9ef50235b9cd21d6dd22b4b50e67c56ed1defa760d72	733	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_3b9b13044029c899	github:ying531/awesome-replicability-data	source_access_metadata	github_06_download.json	data/raw/replication_projects/lead_harvest/awesome_mindbody_selfcentrality/github_06_download.json	d0b08bbc28c7d007fdb7b03bddf344e95edda65185da72d67f6c31ad47eb9e68	742	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_2cd214dff9efd127	github:ying531/awesome-replicability-data	source_access_metadata	landing_probe.json	data/raw/replication_projects/lead_harvest/awesome_mindbody_selfcentrality/landing_probe.json	dd854713cd69ab00f5069d148a5137369346d01b788eef0fb1288e83a9be1b4b	455	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_ca1bc7d243763da6	github:ying531/awesome-replicability-data	source_access_metadata	raw_download.json	data/raw/replication_projects/lead_harvest/awesome_mindbody_selfcentrality/raw_download.json	1ba66e50b898a426b3251b96154c0e9919b0e238659e367411de6f05486fc57d	509	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_06aa2daf59c1a099	github:ying531/awesome-replicability-data	source_access_metadata	raw_probe.json	data/raw/replication_projects/lead_harvest/awesome_mindbody_selfcentrality/raw_probe.json	0cb8ef3b557098f1d2a4ba3f2ab42cf51794c6d4be2e082b49227625548a8e72	631	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_21ad049b49f490f9	github:ying531/awesome-replicability-data	source_access_metadata	github_01_download.json	data/raw/replication_projects/lead_harvest/awesome_pain_coop/github_01_download.json	87b2a409596fc18b7cdf248f3a72897263e27893de57f0a9055bedfce02b46fe	690	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_5186380b3309a89f	github:ying531/awesome-replicability-data	source_access_metadata	github_02_download.json	data/raw/replication_projects/lead_harvest/awesome_pain_coop/github_02_download.json	122376f048b8b27097b4f07852a279d0b786b3225e5a9d1074b2974f8ac81321	703	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_2c1fb0fccc24af34	github:ying531/awesome-replicability-data	source_access_metadata	github_03_download.json	data/raw/replication_projects/lead_harvest/awesome_pain_coop/github_03_download.json	d92a24df5832d620b0a6f0cd5d9614220374719f6c4786584a4959516199ceb5	703	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_9e071ad34cf03e64	github:ying531/awesome-replicability-data	source_access_metadata	github_04_download.json	data/raw/replication_projects/lead_harvest/awesome_pain_coop/github_04_download.json	90032918315e4dbc4dcc1beb8e2166211cd74392b50e0112027a16df6b0e827b	662	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_84cd2bf40a4cad5e	github:ying531/awesome-replicability-data	source_access_metadata	landing_probe.json	data/raw/replication_projects/lead_harvest/awesome_pain_coop/landing_probe.json	d3df789993889417c0867653183d39825070dd02f1bc66fcdc13fd0638329e0e	441	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_a4055967d0c8b719	github:ying531/awesome-replicability-data	source_access_metadata	raw_download.json	data/raw/replication_projects/lead_harvest/awesome_pain_coop/raw_download.json	3f98015a6d75d9ddc10a3245d7202d1603caa24c6eab514fb23a3503cfe7a177	493	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_a4a488d0d5070380	github:ying531/awesome-replicability-data	source_access_metadata	raw_probe.json	data/raw/replication_projects/lead_harvest/awesome_pain_coop/raw_probe.json	00ca2ade030f96aafd18006130bb340b872f8c73ab6ca9a35faa221e7c00f035	601	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_4a7547435485d846	github:ying531/awesome-replicability-data	source_access_metadata	landing_probe.json	data/raw/replication_projects/lead_harvest/awesome_pain_tolerance/landing_probe.json	d80b0c0e961bee30cd1164569b12719d07300889df2b0da51818bb9c1efb6ef7	446	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_f0f013900ba93b60	github:ying531/awesome-replicability-data	source_access_metadata	landing_probe.json	data/raw/replication_projects/lead_harvest/awesome_priming_exercise/landing_probe.json	944e53346ef0d2605cb68d0c3fc30844e8133a90ec506685ded1c6c70a6b4507	448	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_490b35f24b8b5970	github:ying531/awesome-replicability-data	source_access_metadata	github_01_download.json	data/raw/replication_projects/lead_harvest/awesome_queue/github_01_download.json	cfc9e37f942d02521f2e07c838acaa1735873abe9a8ba52a3e319e6eaaa02ca5	679	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_47c066bfa8283e51	github:ying531/awesome-replicability-data	source_access_metadata	github_02_download.json	data/raw/replication_projects/lead_harvest/awesome_queue/github_02_download.json	a4673765da85e6722421dd856337dfad276b042181e7a333791ec16e2faa2116	688	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_3950c0788f96f0e4	github:ying531/awesome-replicability-data	source_access_metadata	landing_probe.json	data/raw/replication_projects/lead_harvest/awesome_queue/landing_probe.json	312ced51938a4004cb90aeb7eed10a38191b3e026aa80c653db86231f36f6767	437	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_c054e5e527819cf4	github:ying531/awesome-replicability-data	source_access_metadata	raw_download.json	data/raw/replication_projects/lead_harvest/awesome_queue/raw_download.json	f6f16dc314869e06c2bda10111cc0f18863ebd2e2355d4642c95d2a1b9cd7fec	477	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_0f74e9676af6587d	github:ying531/awesome-replicability-data	source_access_metadata	raw_probe.json	data/raw/replication_projects/lead_harvest/awesome_queue/raw_probe.json	3286cb619b46e976bb372865a95390aecf131e78abd4dc90ebdf80e4f66152d7	581	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_8e1a0b393e7a7813	github:ying531/awesome-replicability-data	source_access_metadata	github_01_download.json	data/raw/replication_projects/lead_harvest/awesome_time_honest/github_01_download.json	ef052db7b2dfa71639e9fd7bcefb92e17ba3348e01a26f5a8590350d804b9012	703	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_8e13db6139d1a6e9	github:ying531/awesome-replicability-data	source_access_metadata	github_02_download.json	data/raw/replication_projects/lead_harvest/awesome_time_honest/github_02_download.json	2b799c7953eec499e76d35bc539f290731760244ba8f3ff8b7d57fa738e9fe7f	715	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_dcdceb9e020ac53b	github:ying531/awesome-replicability-data	source_access_metadata	github_03_download.json	data/raw/replication_projects/lead_harvest/awesome_time_honest/github_03_download.json	e471f3af1c5f4f06a4e49bad74c5d8fa76d4c25b30bb8df24f7f670356d5ce94	715	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_317dc53d2ef3bfbc	github:ying531/awesome-replicability-data	source_access_metadata	github_04_download.json	data/raw/replication_projects/lead_harvest/awesome_time_honest/github_04_download.json	5e54d60abe6f80339605c963d03ed566ac5ced4ab738942107e6ed1ea549f1ba	669	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_ccbab5e7f5c296c1	github:ying531/awesome-replicability-data	source_access_metadata	landing_probe.json	data/raw/replication_projects/lead_harvest/awesome_time_honest/landing_probe.json	4f9bae89a088e12b378f81645a69b3f1410ca23a50e9f3f4867e7b1dfa1e3ddd	443	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_18aaf3c2a17ed049	github:ying531/awesome-replicability-data	source_access_metadata	raw_download.json	data/raw/replication_projects/lead_harvest/awesome_time_honest/raw_download.json	d4aaa5f7c4748e7bcb0111086f75998548370db0b4421370680b108f33d55132	485	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_a96cbd3ff031dce0	github:ying531/awesome-replicability-data	source_access_metadata	raw_probe.json	data/raw/replication_projects/lead_harvest/awesome_time_honest/raw_probe.json	40dde92b24e4d70f459d6ab3195ad8eb02e740bceb5f1187e85edefeb66b6560	595	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_03a7818d0f17ec39; cluster_id=cluster_emdr_and_misinformation_3fe9f9e46e27
source_artifact_ea40a778c339326d	lead_harvest:covid_online_2021	source_access_metadata	dataverse_01_download.json	data/raw/replication_projects/lead_harvest/covid_online_2021/dataverse_01_download.json	960d6b5f1a7f94cf431886825e0e84377e581bc963857ae2da5c3a3ed6dde7d2	1009	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_28f80649ce5bc810; cluster_id=cluster_dataverse_manifest_ee14f1be8828
source_artifact_b559aea319d94fa5	lead_harvest:covid_online_2021	source_access_metadata	dataverse_02_download.json	data/raw/replication_projects/lead_harvest/covid_online_2021/dataverse_02_download.json	608c8c87807525b81ccdee76cbd83d22d037979b302093fd7bdd72a5c2e3d6d1	1001	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_28f80649ce5bc810; cluster_id=cluster_dataverse_manifest_ee14f1be8828
source_artifact_d668017eab68d19f	lead_harvest:covid_online_2021	source_access_metadata	dataverse_03_download.json	data/raw/replication_projects/lead_harvest/covid_online_2021/dataverse_03_download.json	0ef0936b9f63043f2bd130d7bc3786d5ae36345a10fb93b7b8c40907e07beaac	1009	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_28f80649ce5bc810; cluster_id=cluster_dataverse_manifest_ee14f1be8828
source_artifact_0d2a8cb96ccd4e2f	lead_harvest:covid_online_2021	source_access_metadata	dataverse_04_download.json	data/raw/replication_projects/lead_harvest/covid_online_2021/dataverse_04_download.json	098e8210f9fc14a6ffe2c20d0fe5ab02f92e133423189baff771192f40becc4b	1003	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_28f80649ce5bc810; cluster_id=cluster_dataverse_manifest_ee14f1be8828
source_artifact_771c8f101c7da021	lead_harvest:covid_online_2021	source_access_metadata	dataverse_05_download.json	data/raw/replication_projects/lead_harvest/covid_online_2021/dataverse_05_download.json	04b4386d0207a0f64339e1c81e53e87e343c970a5012b452a1a5d2685ee1f456	1005	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_28f80649ce5bc810; cluster_id=cluster_dataverse_manifest_ee14f1be8828
source_artifact_214f17075c477790	lead_harvest:covid_online_2021	source_access_metadata	dataverse_06_download.json	data/raw/replication_projects/lead_harvest/covid_online_2021/dataverse_06_download.json	2c4336031605d05c9db1d7eb8e19ec7e801c36713a21cd2177066ec3f89c3720	999	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_28f80649ce5bc810; cluster_id=cluster_dataverse_manifest_ee14f1be8828
source_artifact_19e84dc17f973853	lead_harvest:covid_online_2021	source_access_metadata	dataverse_07_download.json	data/raw/replication_projects/lead_harvest/covid_online_2021/dataverse_07_download.json	7056d3498ec6ae07902d07bf9691595f8b95619fec71724b637cb9506db6efa0	997	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_28f80649ce5bc810; cluster_id=cluster_dataverse_manifest_ee14f1be8828
source_artifact_767b7101d25cc76f	lead_harvest:covid_online_2021	source_access_metadata	dataverse_08_download.json	data/raw/replication_projects/lead_harvest/covid_online_2021/dataverse_08_download.json	b32bc68f76fb1e2027be7555ca3cd4ad88ffb430e059cf76adc6e4f4265a0d42	995	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_28f80649ce5bc810; cluster_id=cluster_dataverse_manifest_ee14f1be8828
source_artifact_82acac0923ea714e	lead_harvest:covid_online_2021	source_access_metadata	dataverse_09_download.json	data/raw/replication_projects/lead_harvest/covid_online_2021/dataverse_09_download.json	af71364cc316bd7fdc9c2c2435adf349d4e2b3c40f76a59d2a398e5b710bbbf4	999	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_28f80649ce5bc810; cluster_id=cluster_dataverse_manifest_ee14f1be8828
source_artifact_64b9e65b95c4f1d7	lead_harvest:covid_online_2021	source_access_metadata	dataverse_10_download.json	data/raw/replication_projects/lead_harvest/covid_online_2021/dataverse_10_download.json	27db5de401627a47497909100b68fe9e32095af079eafc77127139b19873a5c2	1005	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_28f80649ce5bc810; cluster_id=cluster_dataverse_manifest_ee14f1be8828
source_artifact_347d333420d5b9a3	lead_harvest:covid_online_2021	source_access_metadata	dataverse_11_download.json	data/raw/replication_projects/lead_harvest/covid_online_2021/dataverse_11_download.json	4d51f1abe90c36db67c3cff55ac56ab047aeacfc8ee19f091e03342fd76fd09b	1009	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_28f80649ce5bc810; cluster_id=cluster_dataverse_manifest_ee14f1be8828
source_artifact_8245db9f543746b4	lead_harvest:covid_online_2021	source_access_metadata	dataverse_12_download.json	data/raw/replication_projects/lead_harvest/covid_online_2021/dataverse_12_download.json	2cce73f15b498662e5a4c74747f6e9a07d82403d01e846c8e71cbc827da06fd3	1013	access_metadata_sidecar	recreated as access records by rehydrate script where matching working URL exists	generated_from_inventory_task=inventory_task_28f80649ce5bc810; cluster_id=cluster_dataverse_manifest_ee14f1be8828
