source_family,year,study_slug,title,study_url,row_status,prereg_evidence,d_n_status,notes
TESS peer-reviewed survey-experiment archive,2023,clayton1617,Interventions to Help Citizens Identify Incremental Democratic Backsliding,https://tessexperiments.org/study/clayton1617,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2023,clifford1553,Are Moral Values Uniquely Divisive?,https://tessexperiments.org/study/clifford1553,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2023,connorsM26,The Femin[ist] Mystique: How Group Perceptions Shape Affect and Identity,https://tessexperiments.org/study/connorsM26,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2023,grossman1691,Paternalism and Deliberation,https://tessexperiments.org/study/grossman1691,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2023,kim1585,Does Allowing Firms to Pay to Pollute Reduce the Moral Stigma of Pollution?,https://tessexperiments.org/study/kim1585,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2023,kmec1478,Racialized Organizations and the Reproduction of Inequality: Assessing Support for Whiteness as a Credential and the Preservation of Racial Ignorance,https://tessexperiments.org/study/kmec1478,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2023,kubicki1576,The De-gendering and Dehumanization of Transgender People,https://tessexperiments.org/study/kubicki1576,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2023,maurel1594,Taxed or Indebted: Popular Preferences for Fiscal Instruments,https://tessexperiments.org/study/maurel1594,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2023,mccall1690,Rising Income Inequality and the Perceived Social Structure of Economic Opportunity,https://tessexperiments.org/study/mccall1690,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2023,ollerenshawM29,Does Partisanship Influence General Self-Rated Health in the Post-COVID Era?,https://tessexperiments.org/study/ollerenshawM29,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2023,quadlin1688,Whose is the conventional thought?,https://tessexperiments.org/study/quadlin1688,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2023,rode1532,The Tesla effect: Increasing Republican support for electric vehicle adoption through engagement with a value-aligned product,https://tessexperiments.org/study/rode1532,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2023,saperstein1530,Optimizing Surveys: Studying Gender and Health Among LGBT Americans,https://tessexperiments.org/study/saperstein1530,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2023,schulz1534,Platform Effects: Estimating Online vs. Offline Polarization & Self-Censorship in Political Speech,https://tessexperiments.org/study/schulz1534,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2023,shuman1643,Understanding White Identity Management in a Changing America,https://tessexperiments.org/study/shuman1643,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2023,simonovitsM17,Using conjoint experiments to assess policy responsiveness,https://tessexperiments.org/study/simonovitsM17,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2023,taubinsky1559,Why do Governments Use Inefficient Environmental Policies?,https://tessexperiments.org/study/taubinsky1559,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2023,taylorpoppe1574,Perceptions of Legality and Civil Justice,https://tessexperiments.org/study/taylorpoppe1574,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2023,voraM28,Complexity and Carbon Policy,https://tessexperiments.org/study/voraM28,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2023,willeck1522,Active Civics and Engagement,https://tessexperiments.org/study/willeck1522,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2022,behrends1417,Do White Americans’ Beliefs about Racial Inequality depend on the Sex of the Target Group? Evidence from a Survey Based Experiment,https://tessexperiments.org/study/behrends1417,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2022,bolsenM6,Do Messages That Encourage the Use of They/Them Pronouns Influence Public Opinion?,https://tessexperiments.org/study/bolsenM6,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2022,brownM10,Health-Related Racial Inequality Motivates Support for Action,https://tessexperiments.org/study/brownM10,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2022,bucci1408,Accounting for the Correlation between Perceived Risks and Rewards to Crime,https://tessexperiments.org/study/bucci1408,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2022,conway1415,Consuming Values: Estimating Consumer Demand for Corporate Social Responsibility,https://tessexperiments.org/study/conway1415,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2022,elliottM14,"Causal Attributions, Treatability, and Mental Illness Stigma: An Experimental Study",https://tessexperiments.org/study/elliottM14,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2022,gorman1431,Do notifications affect consumers willingness to incur power outages? Evidence from Public Safety Power Shutoffs in California,https://tessexperiments.org/study/gorman1431,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2022,groenendyk1419,What Counts as Racism? How Conceptual Disagreement Fuels Social and Political Division,https://tessexperiments.org/study/groenendyk1419,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2022,huffmannM15,The Effect of News Coverage Celebrating Inclusion in Congress,https://tessexperiments.org/study/huffmannM15,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2022,johnson1389,Optimizing Schools? Public Perceptions of Algorithmic versus Status Quo Prioritization in K-12 Schooling,https://tessexperiments.org/study/johnson1389,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2022,newman1436,Values-consistent messaging to a vaccine skeptical population,https://tessexperiments.org/study/newman1436,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2022,patelM5,Vignette Order and the Measurement of Subjective Well-Being,https://tessexperiments.org/study/patelM5,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2022,relihan1399,Politics and purity: The effect of elite partisan cues on pathogen perceptions,https://tessexperiments.org/study/relihan1399,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2022,senS81,Understanding Ideal Descriptive Representation,https://tessexperiments.org/study/senS81,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2022,stagnaro1451,"Motivations, priors and probability samples: A replication of Motivated Numeracy & Enlightened Self-government using a probability sample",https://tessexperiments.org/study/stagnaro1451,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2022,styleM7,Self-Enhancement and Expectations of Political Cynicism,https://tessexperiments.org/study/styleM7,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2022,vega1526,The Future of Latinos’ Policy Attitudes Amid the Rising Diversity in the United States,https://tessexperiments.org/study/vega1526,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2022,wolfson1443,Do Sustainability Labels Lead to More Sustainable and Healthier Food Choices?,https://tessexperiments.org/study/wolfson1443,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,arceneaux1261,Political Cue Taking on Social Media Among Teens,https://tessexperiments.org/study/arceneaux1261,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,brownS80,Equality is Misperceived as Harmful to Advantaged Groups: An Intervention to Increase Vaccine Equity Support,https://tessexperiments.org/study/brownS80,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,busby1344,Judgments of Extremism and Social Information,https://tessexperiments.org/study/busby1344,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,campbell1258,The Effects of Exposure to Women Candidates on Adolescents’ Political Attitudes,https://tessexperiments.org/study/campbell1258,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,campbell1308,The Effects of Exposure to Women Candidates on Political Attitudes,https://tessexperiments.org/study/campbell1308,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,chu1236,Educational Rankings and Adolescent Perceptions of College Cost,https://tessexperiments.org/study/chu1236,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,elliott-negri1320,Two-Sided Collective Action: An Experimental Study of Grocery Consumers’ Behavior,https://tessexperiments.org/study/elliott-negri1320,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,faheyS78,"Cancel Culture for Friends, Consequence Culture for Enemies: The Effects of Ideological Congruence on Perceptions of Free Speech",https://tessexperiments.org/study/faheyS78,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,gervais1424,Does Political Incivility Polarize? Considering the Role of Intergroup Dynamics,https://tessexperiments.org/study/gervais1424,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,groenendykS79,What Motivates Interest in Politics?,https://tessexperiments.org/study/groenendykS79,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,hecht1248,When and How Teachers Communicate Growth Mindset Affordances to Adolescents,https://tessexperiments.org/study/hecht1248,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,iles1294,Understanding Effects of Communicating Different Types of Conflicting Information About Nutrition and Cancer Risk,https://tessexperiments.org/study/iles1294,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,jardinaS61,The Influence of the Terms We Use on Measures of Racial Attitudes,https://tessexperiments.org/study/jardinaS61,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,komisarchik1422,"Ballot Privacy, Voter Coercion and the 2020 US General Election",https://tessexperiments.org/study/komisarchik1422,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,mezzapelle1439,Do Victims’ Race and Gender Identity Interact to Predict the Perceived Credibility of Sexual Harassment Claims?,https://tessexperiments.org/study/mezzapelle1439,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,moldenS82,Additional Sources of Negative Partisanship: Judging Others’ Values based on Political Affiliation,https://tessexperiments.org/study/moldenS82,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,morell1263,All in the Family: The Effects of Familial Attitudes on Women’s Support for Pro-Women Policies,https://tessexperiments.org/study/morell1263,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,munschS68,Gender and the Disparate Payoffs of Overwork,https://tessexperiments.org/study/munschS68,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,nair1414,Vaccine Nationalism and Redistributive Preferences,https://tessexperiments.org/study/nair1414,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,nickerson1312,Political Cue Taking on Social Media Among Adults in Comparison to Teens,https://tessexperiments.org/study/nickerson1312,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,ozer1324,Blame and Bias in Trust in Public Policy Algorithms,https://tessexperiments.org/study/ozer1324,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,quadlin1348,"Which College Graduates are Perceived as Trainable for Today’s Work World? Perceptions of Race, Gender, Achievement, and the Liberal Arts",https://tessexperiments.org/study/quadlin1348,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,sahaS66,Why Don't Politicians Talk About Meat? Voter Backlash and the Limits of Innovation Credit,https://tessexperiments.org/study/sahaS66,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,schaadS62,Telling the Story Right: Explaining Support for Transgender and Non-Binary Rights,https://tessexperiments.org/study/schaadS62,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,schnabel1440,Does Elite Philanthropy Increase Support for Plutocracy?,https://tessexperiments.org/study/schnabel1440,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,utychS77,The ‘Democrat’ Party: Consequences (or lack thereof) of Linguistic Choices,https://tessexperiments.org/study/utychS77,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,vraga1239,"New generation, new notion of news? Measuring news-ness based on relevance, topic, and context among teens",https://tessexperiments.org/study/vraga1239,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,wenz1387,How to increase the acceptance of mobile app and sensor data collection?,https://tessexperiments.org/study/wenz1387,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2021,wu1435,Candidate Asian-ness and Descriptive Representativeness,https://tessexperiments.org/study/wu1435,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2020,allcottS57,Polarization in Pandemics: Partisan Differences in Coronavirus Social Distancing,https://tessexperiments.org/study/allcottS57,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2020,bai1223,Mechanical Asians and Animalistic Blacks: The Political Implications of The Symmetry of Two Forms of Dehumanization in Racial Perceptions,https://tessexperiments.org/study/bai1223,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
