plot_label	plot_universe_id	corpus_database_id	name	record_kind	inventory_status	current_scope_roles	plot_relevance_field	plot_relevance_value	access_status	host	landing_url	raw_url	existing_local_paths	result_fields_available	has_d_or_convertible_effect	has_n	has_replication_pair_mapping	result_artifact_acquisition_state	acquisition_route_type	acceptable_result_artifact_classes	target_local_root	priority	blocker_codes	next_action	notes	last_seen
figure1	plot1_replication_pairs	domain_search_osf_c323503b01ad	Experimental Economics Replication Project	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	osf.io	https://osf.io/bzm54/			unknown; search metadata only	yes	unknown	yes	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/bzm54	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_datacite_6c01420a9094	FAIRsharing record for: Framework for Open and Reproducible Research Training - Replication Database	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	fairsharing.org	https://fairsharing.org/10.25504/FAIRsharing.ee7dba			unknown; search metadata only	unknown	unknown	yes	needs_result_bearing_artifact_on_disk	landing_page_inventory_or_manual_resolution	mirrored source-family webpage | linked download | manual artifact target	data/raw/source_artifacts/figure1/10_25504_fairsharing_ee7dba	high	no_local_result_artifact	run_landing_page_inventory_or_manual_resolution_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_osf_8bd75e546e74	Fork of Reproducibility Project: Psychology	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	osf.io	https://osf.io/wusvb/			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/wusvb	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	manual_search_manual_tracker_f27967338f24	FORRT Replication Database / FReD	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	manual_tracker	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md		unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	direct_download_or_api_snapshot	downloaded database export | API JSON snapshot | raw table | archive	data/raw/source_artifacts/figure1/manual_tracker_row_forrt_replication_database_fred_190c922e4730	high	no_local_result_artifact	run_direct_download_or_api_snapshot_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	domain_search_openalex_176565dc87a1	Heterogeneity in direct replications in psychology and its association with effect size.	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	doi.org	https://doi.org/10.1037/bul0000294			unknown; search metadata only	yes	unknown	unknown	needs_result_bearing_artifact_on_disk	article_pdf_supplement_or_data_availability_route	article PDF/HTML/XML containing corpus table | supplementary table | data availability repository	data/raw/source_artifacts/figure1/https_openalex_org_w3044062510	high	no_local_result_artifact	run_article_pdf_supplement_or_data_availability_route_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	citation_search_openalex_6c09c03f429d	How Replicable Are Links Between Personality Traits and Consequential Life Outcomes? The Life Outcomes of Personality Replication Project	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	doi.org	https://doi.org/10.1177/0956797619831612			unknown; search metadata only	yes	yes	yes	needs_result_bearing_artifact_on_disk	article_pdf_supplement_or_data_availability_route	article PDF/HTML/XML containing corpus table | supplementary table | data availability repository	data/raw/source_artifacts/figure1/https_openalex_org_w2884318343	high	no_local_result_artifact	run_article_pdf_supplement_or_data_availability_route_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_osf_038ad61f41bb	"Incidental Attitude Formation via the Surveillance Task: A Multi-Site Registered Replication Report of Olson and Fazio (2001) ""Implicit Attitude Formation Through Classical Conditioning"""	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	osf.io	https://osf.io/xqv8b/			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/xqv8b	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	domain_search_osf_32ff619d7c35	Information bottlenecks in Behavioural Science: A framework and multi-dataset analysis of replication and generalization	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	osf.io	https://osf.io/n67tk/			unknown; search metadata only	yes	unknown	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/n67tk	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	biblio_search_europepmc_85a68784cd0c	Investigating the replicability of preclinical cancer biology.	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	doi.org	https://doi.org/10.7554/elife.71601			unknown; search metadata only	yes	unknown	yes	needs_result_bearing_artifact_on_disk	article_pdf_supplement_or_data_availability_route	article PDF/HTML/XML containing corpus table | supplementary table | data availability repository	data/raw/source_artifacts/figure1/pmc8651293_https_openalex_org_w4200247206	high	no_local_result_artifact	run_article_pdf_supplement_or_data_availability_route_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_osf_ea08e3722d17	Investigating variation in replicability: A “Many Labs” Replication Project	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	osf.io	https://osf.io/scayl/ | https://osf.io/wx7ck/			unknown; search metadata only	unknown	yes	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/scayl_wx7ck	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	domain_search_osf_523739d259cc	Management Science Reproducibility Project	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	osf.io	https://osf.io/mjqg5/			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/mjqg5	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	manual_search_manual_tracker_54f6f36cb89a	Many Labs 2 through BEAR	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	manual_tracker	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md		unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	direct_download_or_api_snapshot	downloaded database export | API JSON snapshot | raw table | archive	data/raw/source_artifacts/figure1/manual_tracker_row_many_labs_2_through_bear_7b25d68b1bb5	high	no_local_result_artifact	run_direct_download_or_api_snapshot_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	citation_search_openalex_e52d1ffa1221	Many Labs 2: Investigating Variation in Replicability Across Samples and Settings	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	doi.org	https://doi.org/10.1177/2515245918810225			unknown; search metadata only	yes	yes	yes	needs_result_bearing_artifact_on_disk	article_pdf_supplement_or_data_availability_route	article PDF/HTML/XML containing corpus table | supplementary table | data availability repository	data/raw/source_artifacts/figure1/https_openalex_org_w2776961836	high	no_local_result_artifact	run_article_pdf_supplement_or_data_availability_route_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
