plot_label	plot_universe_id	corpus_database_id	name	record_kind	inventory_status	current_scope_roles	plot_relevance_field	plot_relevance_value	access_status	host	landing_url	raw_url	existing_local_paths	result_fields_available	has_d_or_convertible_effect	has_n	has_replication_pair_mapping	result_artifact_acquisition_state	acquisition_route_type	acceptable_result_artifact_classes	target_local_root	priority	blocker_codes	next_action	notes	last_seen
figure1	plot1_replication_pairs	repo_search_dataverse_c2906b5dfd2b	Replication files for Male circumcision and HIV acquisition: re-investigating the evidence from young men in Kisumu, Kenya	candidate_repository_package	discovered_search_lead	figure1_repository_package_candidate	figure1_replication_relevance	unknown	search_metadata_seen	doi.org	https://doi.org/10.7910/DVN/5HYL5A			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	dataverse_inventory_and_download	Dataverse dataset metadata | tabular file | package ZIP | codebook | replication package member	data/raw/source_artifacts/figure1/doi_10_7910_dvn_5hyl5a	high	no_local_result_artifact	run_dataverse_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_osf_038ad61f41bb	"Incidental Attitude Formation via the Surveillance Task: A Multi-Site Registered Replication Report of Olson and Fazio (2001) ""Implicit Attitude Formation Through Classical Conditioning"""	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	osf.io	https://osf.io/xqv8b/			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/xqv8b	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_osf_187d493c5dae	Reproducibility Project in Special Education	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	osf.io	https://osf.io/m2xpj/			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/m2xpj	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_osf_25a030cb8e72	WP1 XP2a - Book of N: White [replication]	candidate_repository_package	discovered_search_lead	figure1_repository_package_candidate	figure1_replication_relevance	unknown	search_metadata_seen	osf.io	https://osf.io/xt458/			unknown; search metadata only	unknown	yes	yes	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/xt458	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_osf_2fbc716f7f67	Many Labs 4: Replicating Mortality Salience with and without Original Author Involvement	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	osf.io	https://osf.io/8ccnw/			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/8ccnw	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_osf_3c6cdcbee4b9	Reproducibility Project - Psychology: Design	candidate_corpus_or_database	needs_triage_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	osf.io	https://osf.io/i68pe/			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/i68pe	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_osf_4bf7723bf7b0	Predicting replication outcomes in the Many Labs 2 study	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	osf.io	https://osf.io/x74r5/			unknown; search metadata only	yes	unknown	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/x74r5	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_osf_59c938bcdc36	Direct replications in the era of open sampling	candidate_repository_package	needs_triage_search_lead	figure1_repository_package_candidate	figure1_replication_relevance	unknown	search_metadata_seen	osf.io	https://osf.io/x2gfc/			unknown; search metadata only	unknown	yes	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/x2gfc	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_osf_5efbb2b834cb	The Reproducibility Project	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	osf.io	https://osf.io/g4ntj/			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/g4ntj	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_osf_7661e903bf58	WP1 XP2a - Book of N: White [replication - open question]	candidate_repository_package	needs_triage_search_lead	figure1_repository_package_candidate	figure1_replication_relevance	unknown	search_metadata_seen	osf.io	https://osf.io/2qm8f/			unknown; search metadata only	unknown	yes	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/2qm8f	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_osf_92e639ac2dc7	S23-1 many lab replication	candidate_repository_package	discovered_search_lead	figure1_repository_package_candidate	figure1_replication_relevance	unknown	search_metadata_seen	osf.io	https://osf.io/fj4vx/ | https://osf.io/ma9cb/			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/fj4vx_ma9cb	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_osf_9925b7bbbb00	Recommender Systems Reproducibility Project	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	osf.io	https://osf.io/yw84j/ | https://osf.io/8karz/			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/yw84j_8karz	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_osf_aabadb891e8b	Preregistration: Literature Search - Replication studies and original studies	candidate_repository_package	discovered_search_lead	figure1_repository_package_candidate	figure1_replication_relevance	unknown	search_metadata_seen	osf.io	https://osf.io/dsqep/			unknown; search metadata only	unknown	unknown	yes	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/dsqep	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_osf_aacaad9d5dee	Perspectives on Psychological Science—Registered Replication Reports	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	osf.io	https://osf.io/hj6da/			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/hj6da	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_osf_c75edd0dddf4	Mastroianni_2023 Replication Project	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	osf.io	https://osf.io/bt58q/			unknown; search metadata only	yes	yes	yes	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/bt58q	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_osf_de5a21118204	"A multi-site Registered Replication Report of Olson &amp; Fazio (2001) ""Implicit Attitude Formation Through Classical Conditioning"""	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	osf.io	https://osf.io/3hjpf/			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/3hjpf	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_osf_ea08e3722d17	Investigating variation in replicability: A “Many Labs” Replication Project	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	osf.io	https://osf.io/scayl/ | https://osf.io/wx7ck/			unknown; search metadata only	unknown	yes	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/scayl_wx7ck	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_osf_fdacffa906b9	Headspace for Parents: A Pilot Randomised Controlled Trial	candidate_repository_package	needs_triage_search_lead	figure1_repository_package_candidate	figure1_replication_relevance	unknown	search_metadata_seen	osf.io	https://osf.io/63av8/			unknown; search metadata only	yes	yes	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/63av8	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_osf_fffdef2d8c78	Replication	candidate_repository_package	discovered_search_lead	figure1_repository_package_candidate	figure1_replication_relevance	unknown	search_metadata_seen	osf.io	https://osf.io/vpceb/			unknown; search metadata only	unknown	yes	yes	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/vpceb	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
