corpus_database_id	merge_key	merge_basis	name	record_kind	inventory_status	source_family	domain_or_field	description	why_relevant	plot_universe_ids	current_scope_roles	figure1_replication_relevance	figure2_published_relevance	figure3_prereg_relevance	discovery_source	discovery_source_path	source_key	citation_key	landing_url	raw_url	host	access_class	access_status	local_raw_paths	backing_files	staged_paths	promoted_paths	expected_rows	known_rows	known_pair_rows	known_paper_units	known_test_rows	result_fields_available	has_d_or_convertible_effect	has_n	has_replication_pair_mapping	has_prereg_or_planning_info	has_publication_links	parser_family	parser_status	blocker_codes	next_action	notes	last_seen
citation_search_crossref_9ba03598b302	search_title:registered_report_systematic_identification_of_genomic_markers_of_drug_sensitivity_in_cancer_cells	search_title	Registered report: Systematic identification of genomic markers of drug sensitivity in cancer cells	candidate_corpus_or_database	discovered_search_lead	figure1_citation_search	unknown	"<jats:p>The Reproducibility Project: Cancer Biology seeks to address growing concerns about the reproducibility in scientific research by conducting replications of selected experiments from a number of high-profile papers in the field of cancer biology. The papers, which were published between 2010 and 2012, were selected on the basis of citations and Altmetric scores (&lt;xref ref-type=""bibr"" rid=""bib7""&gt;Errington et al., 2014&lt;/xref&gt;). This Registered Report describes the proposed replication plan of key experiments from “Systematic identification of genomic markers of drug sensitivity in cancer cells” by Garnett and colleagues, published in Nature in 2012 (&lt;xref ref-type=""bibr"" rid=""bib9""&gt;Garnett et al., 2012&lt;/xref&gt;). The experiments to be replicated are those reported in Figures 4C, 4E, 4F, and Supplemental Figures 16 and 20. Garnett and colleagues performed a high throughput screen assessing the effect of 130 drugs on 639 cancer-derived cell lines in order to identify novel interactions for possible therapeutic approaches. They then tested this approach by exploring in more detail a novel interaction they identified in which Ewing’s sarcoma cell lines showed an increased sensitivity to PARP inhibitors (Figure 4C). Mesenchymal progenitor cells (MPCs) transformed with the signature EWS-FLI1 translocation, the hallmark of Ewing’s sarcoma family tumors, exhibited increased sensitivity to the PARP inhibitor olaparib as compared to MPCs transformed with a d"	"Matched Figure 1 citation search query '""Reproducibility Project: Cancer Biology"" effect level data'; lead_classification=corpus_database_or_project_signal; score=10; reasons=strong_phrase:reproducibility project | data_term:supplement | replication_word | metadata_corpus_signal"	plot1_replication_pairs	figure1_corpus_database_candidate	yes	unknown	unknown	figure1_citation_crossref_search	steps/searches/figure1/corporasearch-citation-snowball-known-replication-corpora.json	10.7554/elife.13620		https://doi.org/10.7554/elife.13620		doi.org	public_metadata	search_metadata_seen										unknown; search metadata only	unknown	unknown	unknown	unknown	yes	not_assigned	not_started	metadata_only_search_hit	triage_landing_page_or_package_for_pair_table	provider=crossref; external_id=10.7554/elife.13620; doi=10.7554/elife.13620	2026-05-01
biblio_search_openalex_dc5b3694c618	search_title:replicability_robustness_and_reproducibility_in_psychological_science	search_title	Replicability, Robustness, and Reproducibility in Psychological Science	candidate_corpus_or_database	discovered_search_lead	figure1_bibliographic_search	unknown	Replication-an important, uncommon, and misunderstood practice-is gaining appreciation in psychology. Achieving replicability is important for making research progress. If findings are not replicable, then prediction and theory development are stifled. If findings are replicable, then interrogation of their meaning and validity can advance knowledge. Assessing replicability can be productive for generating and testing hypotheses by actively confronting current understandings to identify weaknesses and spur innovation. For psychology, the 2010s might be characterized as a decade of active confrontation. Systematic and multi-site replication projects assessed current understandings and observed surprising failures to replicate many published findings. Replication efforts highlighted sociocultural challenges such as disincentives to conduct replications and a tendency to frame replication as a personal attack rather than a healthy scientific practice, and they raised awareness that replication contributes to self-correction. Nevertheless, innovation in doing and understanding replication and its cousins, reproducibility and robustness, has positioned psychology to improve research practices and accelerate progress.	"Matched Figure 1 bibliographic search query '""multi-site replication"" ""dataset""'; lead_classification=corpus_database_or_project_signal; score=14; reasons=strong_phrase:replication project | strong_phrase:multi-site replication | replication_word | metadata_corpus_signal"	plot1_replication_pairs	figure1_corpus_database_candidate	yes	unknown	unknown	figure1_bibliographic_openalex_search | figure1_citation_openalex_search | figure1_citation_openalex_cites_search	steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json | steps/searches/figure1/corporasearch-citation-snowball-known-replication-corpora.json	https://openalex.org/W3161588210 | https://openalex.org/W4235791242		https://doi.org/10.1146/annurev-psych-020821-114157 | https://doi.org/10.31234/osf.io/ksfvq		doi.org	public_metadata	search_metadata_seen										unknown; search metadata only	unknown	unknown	unknown	unknown	yes	not_assigned	not_started	metadata_only_search_hit	triage_landing_page_or_package_for_pair_table	provider=openalex | external_id=https://openalex.org/W3161588210 | doi=https://doi.org/10.1146/annurev-psych-020821-114157 | external_id=https://openalex.org/W4235791242 | doi=https://doi.org/10.31234/osf.io/ksfvq | provider=openalex_cites	2026-05-01
citation_search_openalex_417812a7d65b	search_title:replication_concerns_in_sports_and_exercise_science_a_narrative_review_of_selected_methodological_issues_in_the_field	search_title	Replication concerns in sports and exercise science: a narrative review of selected methodological issues in the field	candidate_corpus_or_database	discovered_search_lead	figure1_citation_search	unknown	Known methodological issues such as publication bias, questionable research practices and studies with underpowered designs are known to decrease the replicability of study findings. The presence of such issues has been widely established across different research fields, especially in psychology. Their presence raised the first concerns that the replicability of study findings could be low and led researchers to conduct large replication projects. These replication projects revealed that a significant portion of original study findings could not be replicated, giving rise to the conceptualization of the replication crisis. Although previous research in the field of sports and exercise science has identified the first warning signs, such as an overwhelming proportion of significant findings, small sample sizes and lack of data availability, their possible consequences for the replicability of our field have been overlooked. We discuss the consequences of the above issues on the replicability of our field and offer potential solutions to improve replicability.	"Matched Figure 1 citation search query '""Social Science Replication Project"" dataset'; lead_classification=corpus_database_or_project_signal; score=16; reasons=strong_phrase:replication project | pair_term:original study | pair_term:sample size | data_term:data | replication_word | original_word | metadata_corpus_signal"	plot1_replication_pairs	figure1_corpus_database_candidate	yes	unknown	unknown	figure1_citation_openalex_search	steps/searches/figure1/corporasearch-citation-snowball-known-replication-corpora.json	https://openalex.org/W4311369446		https://doi.org/10.1098/rsos.220946		doi.org	public_metadata	search_metadata_seen										unknown; search metadata only	unknown	yes	yes	unknown	yes	not_assigned	not_started	metadata_only_search_hit	triage_landing_page_or_package_for_pair_table	provider=openalex; external_id=https://openalex.org/W4311369446; doi=https://doi.org/10.1098/rsos.220946	2026-05-01
biblio_search_europepmc_19dcd494fa29	search_title:replication_of_null_results_absence_of_evidence_or_evidence_of_absence	search_title	Replication of null results: Absence of evidence or evidence of absence?	candidate_corpus_or_database	discovered_search_lead	figure1_bibliographic_search	unknown	In several large-scale replication projects, statistically non-significant results in both the original and the replication study have been interpreted as a 'replication success.' Here, we discuss the logical problems with this approach: Non-significance in both studies does not ensure that the studies provide evidence for the absence of an effect and 'replication success' can virtually always be achieved if the sample sizes are small enough. In addition, the relevant error rates are not controlled. We show how methods, such as equivalence testing and Bayes factors, can be used to adequately quantify the evidence for the absence of an effect and how they can be applied in the replication setting. Using data from the Reproducibility Project: Cancer Biology, the Experimental Philosophy Replicability Project, and the Reproducibility Project: Psychology we illustrate that many original and replication studies with 'null results' are in fact inconclusive. We conclude that it is important to also replicate studies with statistically non-significant results, but that they should be designed, analyzed, and interpreted appropriately.	"Matched Figure 1 bibliographic search query '""replication success"" ""original study""'; lead_classification=corpus_database_or_project_signal; score=29; reasons=strong_phrase:replication project | strong_phrase:reproducibility project | strong_phrase:large-scale replication | strong_phrase:replication studies | pair_term:sample size | data_term:data | replication_word | original_word | metadata_corpus_signal"	plot1_replication_pairs	figure1_corpus_database_candidate	yes	unknown	unknown	figure1_bibliographic_europepmc_search	steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json	PMC11090505		https://doi.org/10.7554/elife.92311		doi.org	public_metadata	search_metadata_seen										unknown; search metadata only	unknown	yes	yes	unknown	yes	not_assigned	not_started	metadata_only_search_hit	triage_landing_page_or_package_for_pair_table	provider=europepmc; external_id=PMC11090505; doi=10.7554/elife.92311	2026-05-01
citation_search_crossref_2f6361267644	search_title:replication_study_bet_bromodomain_inhibition_as_a_therapeutic_strategy_to_target_c_myc	search_title	Replication Study: BET bromodomain inhibition as a therapeutic strategy to target c-Myc	candidate_corpus_or_database	discovered_search_lead	figure1_citation_search	unknown	"<jats:p>In 2015, as part of the Reproducibility Project: Cancer Biology, we published a Registered Report (Kandela et al., 2015) that described how we intended to replicate selected experiments from the paper ""BET bromodomain inhibition as a therapeutic strategy to target c-Myc"" (Delmore et al., 2011). Here we report the results of those experiments. We found that treatment of human multiple myeloma (MM) cells with the small-molecular inhibitor of BET bromodomains, (+)-JQ1, selectively downregulated MYC transcription, which is similar to what was reported in the original study (Figure 3B; Delmore et al., 2011). Efficacy of (+)-JQ1 was evaluated in an orthotopically xenografted model of MM. Overall survival was increased in (+)-JQ1 treated mice compared to vehicle control, similar to the original study (Figure 7E; Delmore et al., 2011). Tumor burden, as determined by bioluminescence, was decreased in (+)-JQ1 treated mice compared to vehicle control; however, while the effect was in the same direction as the original study (Figure 7C-D; Delmore et al., 2011), it was not statistically significant. The opportunity to detect a statistically significant difference was limited though, due to the higher rate of early death in the control group, and increased overall survival in (+)-JQ1 treated mice before the pre-specified tumor burden analysis endpoint. Additionally, we evaluated the (−)-JQ1 enantiomer that is structurally incapable of inhibiting BET bromodomains, which resulted in"	"Matched Figure 1 citation search query '""Reproducibility Project: Psychology"" dataset replication'; lead_classification=corpus_database_or_project_signal; score=13; reasons=strong_phrase:reproducibility project | pair_term:original study | replication_word | original_word | metadata_corpus_signal"	plot1_replication_pairs	figure1_corpus_database_candidate	yes	unknown	unknown	figure1_citation_crossref_search	steps/searches/figure1/corporasearch-citation-snowball-known-replication-corpora.json	10.7554/elife.21253		https://doi.org/10.7554/elife.21253		doi.org	public_metadata	search_metadata_seen										unknown; search metadata only	unknown	unknown	yes	unknown	yes	not_assigned	not_started	metadata_only_search_hit	triage_landing_page_or_package_for_pair_table	provider=crossref; external_id=10.7554/elife.21253; doi=10.7554/elife.21253	2026-05-01
citation_search_crossref_a3de159f7a03	search_title:replication_study_coadministration_of_a_tumor_penetrating_peptide_enhances_the_efficacy_of_cancer_drugs	search_title	Replication Study: Coadministration of a tumor-penetrating peptide enhances the efficacy of cancer drugs	candidate_corpus_or_database	discovered_search_lead	figure1_citation_search	unknown	<jats:p>In 2015, as part of the Reproducibility Project: Cancer Biology, we published a Registered Report (Kandela et al., 2015) that described how we intended to replicate selected experiments from the paper “Coadministration of a tumor-penetrating peptide enhances the efficacy of cancer drugs“ (Sugahara et al., 2010). Here we report the results of those experiments. We found that coadministration with iRGD peptide did not have an impact on permeability of the chemotherapeutic agent doxorubicin (DOX) in a xenograft model of prostate cancer, whereas the original study reported that it increased the penetrance of this cancer drug (Figure 2B; Sugahara et al., 2010). Further, in mice bearing orthotopic 22Rv1 human prostate tumors, we did not find a statistically significant difference in tumor weight for mice treated with DOX and iRGD compared to DOX alone, whereas the original study reported a decrease in tumor weight when DOX was coadministered with iRGD (Figure 2C; Sugahara et al., 2010). In addition, we did not find a statistically significant difference in TUNEL staining in tumor tissue between mice treated with DOX and iRGD compared to DOX alone, while the original study reported an increase in TUNEL positive staining with iRGD coadministration (Figure 2D; Sugahara et al., 2010). Similar to the original study (Supplemental Figure 9A; Sugahara et al., 2010), we did not observe an impact on mouse body weight with DOX and iRGD treatment. Finally, we report meta-analyses for e	"Matched Figure 1 citation search query '""Reproducibility Project: Psychology"" dataset replication'; lead_classification=corpus_database_or_project_signal; score=14; reasons=strong_phrase:reproducibility project | pair_term:original study | data_term:supplement | replication_word | original_word | metadata_corpus_signal"	plot1_replication_pairs	figure1_corpus_database_candidate	yes	unknown	unknown	figure1_citation_crossref_search	steps/searches/figure1/corporasearch-citation-snowball-known-replication-corpora.json	10.7554/elife.17584		https://doi.org/10.7554/elife.17584		doi.org	public_metadata	search_metadata_seen										unknown; search metadata only	unknown	unknown	yes	unknown	yes	not_assigned	not_started	metadata_only_search_hit	triage_landing_page_or_package_for_pair_table	provider=crossref; external_id=10.7554/elife.17584; doi=10.7554/elife.17584	2026-05-01
citation_search_crossref_db938c1a600f	search_title:replication_study_discovery_and_preclinical_validation_of_drug_indications_using_compendia_of_public_gene_expression_data	search_title	Replication Study: Discovery and preclinical validation of drug indications using compendia of public gene expression data	candidate_corpus_or_database	discovered_search_lead	figure1_citation_search	unknown	<jats:p>In 2015, as part of the Reproducibility Project: Cancer Biology, we published a Registered Report (Kandela et al., 2015) that described how we intended to replicate selected experiments from the paper “Discovery and Preclinical Validation of Drug Indications Using Compendia of Public Gene Expression Data“ (Sirota et al., 2011). Here we report the results of those experiments. We found that cimetidine treatment in a xenograft model using A549 lung adenocarcinoma cells resulted in decreased tumor volume compared to vehicle control; however, while the effect was in the same direction as the original study (Figure 4C; Sirota et al., 2011), it was not statistically significant. Cimetidine treatment in a xenograft model using ACHN renal cell carcinoma cells did not differ from vehicle control treatment, similar to the original study (Supplemental Figure 1; Sirota et al., 2011). Doxorubicin treatment in a xenograft model using A549 lung adenocarcinoma cells did not result in a statistically significant difference compared to vehicle control despite tumor volume being reduced to levels similar to those reported in the original study (Figure 4C; Sirota et al., 2011). Finally, we report a random effects meta-analysis for each result. These meta-analyses show that the inhibition of A549 derived tumors by cimetidine resulted in a statistically significant effect, as did the inhibition of A549 derived tumors by doxorubicin. The effect of cimetidine on ACHN derived tumors was not s	"Matched Figure 1 citation search query '""Reproducibility Project: Psychology"" dataset replication'; lead_classification=corpus_database_or_project_signal; score=15; reasons=strong_phrase:reproducibility project | pair_term:original study | data_term:data | data_term:supplement | replication_word | original_word | metadata_corpus_signal"	plot1_replication_pairs	figure1_corpus_database_candidate	yes	unknown	unknown	figure1_citation_crossref_search | figure1_citation_openalex_search | figure1_domain_crossref_search	steps/searches/figure1/corporasearch-citation-snowball-known-replication-corpora.json | steps/searches/figure1/corporasearch-domain-multifield-replication-database-effect-size.json	10.7554/elife.17044 | https://openalex.org/W2573642921		https://doi.org/10.7554/elife.17044		doi.org	public_metadata	search_metadata_seen										unknown; search metadata only	unknown	unknown	yes	unknown	yes	not_assigned	not_started	metadata_only_search_hit	triage_landing_page_or_package_for_pair_table	provider=crossref | external_id=10.7554/elife.17044 | doi=10.7554/elife.17044 | provider=openalex | external_id=https://openalex.org/W2573642921 | doi=https://doi.org/10.7554/elife.17044	2026-05-01
citation_search_crossref_1296a0e46d85	search_title:replication_study_melanoma_genome_sequencing_reveals_frequent_prex2_mutations	search_title	Replication Study: Melanoma genome sequencing reveals frequent PREX2 mutations	candidate_corpus_or_database	discovered_search_lead	figure1_citation_search	unknown	"<jats:p>In 2015, as part of the Reproducibility Project: Cancer Biology, we published a Registered Report (Chroscinski et al., 2014) that described how we intended to replicate selected experiments from the paper ""Melanoma genome sequencing reveals frequent PREX2 mutations"" (Berger et al., 2012). Here we report the results of those experiments. We regenerated cells stably expressing ectopic wild-type and mutant phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2 (PREX2) using the same immortalized human NRASG12D melanocytes as the original study. Evaluation of PREX2 expression in these newly generated stable cells revealed varying levels of expression among the PREX2 isoforms, which was also observed in the stable cells made in the original study (Figure S6A; Berger et al., 2012). Additionally, ectopically expressed PREX2 was found to be at least 5 times above endogenous PREX2 expression. The monitoring of tumor formation of these stable cells in vivo resulted in no statistically significant difference in tumor-free survival driven by PREX2 variants, whereas the original study reported that these PREX2 mutations increased the rate of tumor incidence compared to controls (Figure 3B and S6B; Berger et al., 2012). Surprisingly, the median tumor-free survival was 1 week in this replication attempt, while 70% of the control mice were reported to be tumor-free after 9 weeks in the original study. The rapid tumor onset observed in this replication attempt, compa"	"Matched Figure 1 citation search query '""Reproducibility Project: Psychology"" dataset replication'; lead_classification=corpus_database_or_project_signal; score=13; reasons=strong_phrase:reproducibility project | pair_term:original study | replication_word | original_word | metadata_corpus_signal"	plot1_replication_pairs	figure1_corpus_database_candidate	yes	unknown	unknown	figure1_citation_crossref_search	steps/searches/figure1/corporasearch-citation-snowball-known-replication-corpora.json	10.7554/elife.21634		https://doi.org/10.7554/elife.21634		doi.org	public_metadata	search_metadata_seen										unknown; search metadata only	unknown	unknown	yes	unknown	yes	not_assigned	not_started	metadata_only_search_hit	triage_landing_page_or_package_for_pair_table	provider=crossref; external_id=10.7554/elife.21634; doi=10.7554/elife.21634	2026-05-01
citation_search_crossref_53c2ae83b22f	search_title:replication_study_the_cd47_signal_regulatory_protein_alpha_sirpa_interaction_is_a_therapeutic_target_for_human_solid_tumors	search_title	Replication Study: The CD47-signal regulatory protein alpha (SIRPa) interaction is a therapeutic target for human solid tumors	candidate_corpus_or_database	discovered_search_lead	figure1_citation_search	unknown	<jats:p>In 2015, as part of the Reproducibility Project: Cancer Biology, we published a Registered Report (Chroscinski et al., 2015) that described how we intended to replicate selected experiments from the paper “The CD47-signal regulatory protein alpha (SIRPa) interaction is a therapeutic target for human solid tumors “(Willingham et al., 2012). Here we report the results of those experiments. We found that treatment of immune competent mice bearing orthotopic breast tumors with anti-mouse CD47 antibodies resulted in short-term anemia compared to controls, consistent with the previously described function of CD47 in normal phagocytosis of aging red blood cells and results reported in the original study (Table S4; Willingham et al., 2012). The weight of tumors after 30 days administration of anti-CD47 antibodies or IgG isotype control were not found to be statistically different, whereas the original study reported inhibition of tumor growth with anti-CD47 treatment (Figure 6A,B; Willingham et al., 2012). However, our efforts to replicate this experiment were confounded because spontaneous regression of tumors occurred in several of the mice. Additionally, the excised tumors were scored for inflammatory cell infiltrates. We found IgG and anti-CD47 treated tumors resulted in minimal to moderate lymphocytic infiltrate, while the original study observed sparse lymphocytic infiltrate in IgG-treated tumors and increased inflammatory cell infiltrates in anti-CD47 treated tumors (F	"Matched Figure 1 citation search query '""Reproducibility Project: Psychology"" dataset replication'; lead_classification=corpus_database_or_project_signal; score=13; reasons=strong_phrase:reproducibility project | pair_term:original study | replication_word | original_word | metadata_corpus_signal"	plot1_replication_pairs	figure1_corpus_database_candidate	yes	unknown	unknown	figure1_citation_crossref_search	steps/searches/figure1/corporasearch-citation-snowball-known-replication-corpora.json	10.7554/elife.18173		https://doi.org/10.7554/elife.18173		doi.org	public_metadata	search_metadata_seen										unknown; search metadata only	unknown	unknown	yes	unknown	yes	not_assigned	not_started	metadata_only_search_hit	triage_landing_page_or_package_for_pair_table	provider=crossref; external_id=10.7554/elife.18173; doi=10.7554/elife.18173	2026-05-01
citation_search_openalex_bb828bb93d4f	search_title:replication_study_transcriptional_amplification_in_tumor_cells_with_elevated_c_myc	search_title	Replication Study: Transcriptional amplification in tumor cells with elevated c-Myc	candidate_corpus_or_database	discovered_search_lead	figure1_citation_search	unknown	As part of the Reproducibility Project: Cancer Biology, we published a Registered Report (Blum et al., 2015), that described how we intended to replicate selected experiments from the paper 'Transcriptional amplification in tumor cells with elevated c-Myc' (Lin et al., 2012). Here we report the results. We found overexpression of c-Myc increased total levels of RNA in P493-6 Burkitt's lymphoma cells; however, while the effect was in the same direction as the original study (Figure 3E; Lin et al., 2012), statistical significance and the size of the effect varied between the original study and the two different lots of serum tested in this replication. Digital gene expression analysis for a set of genes was also performed on P493-6 cells before and after c-Myc overexpression. Transcripts from genes that were active before c-Myc induction increased in expression following c-Myc overexpression, similar to the original study (Figure 3F; Lin et al., 2012). Transcripts from genes that were silent before c-Myc induction also increased in expression following c-Myc overexpression, while the original study concluded elevated c-Myc had no effect on silent genes (Figure 3F; Lin et al., 2012). Treating the data as paired, we found a statistically significant increase in gene expression for both active and silent genes upon c-Myc induction, with the change in gene expression greater for active genes compared to silent genes. Finally, we report meta-analyses for each result.	"Matched Figure 1 citation search query '""Reproducibility Project: Cancer Biology"" effect level data'; lead_classification=corpus_database_or_project_signal; score=14; reasons=strong_phrase:reproducibility project | pair_term:original study | data_term:data | replication_word | original_word | metadata_corpus_signal"	plot1_replication_pairs	figure1_corpus_database_candidate	yes	unknown	unknown	figure1_citation_openalex_search	steps/searches/figure1/corporasearch-citation-snowball-known-replication-corpora.json	https://openalex.org/W2782642204		https://doi.org/10.7554/elife.30274		doi.org	public_metadata	search_metadata_seen										unknown; search metadata only	unknown	unknown	yes	unknown	yes	not_assigned	not_started	metadata_only_search_hit	triage_landing_page_or_package_for_pair_table	provider=openalex; external_id=https://openalex.org/W2782642204; doi=https://doi.org/10.7554/elife.30274	2026-05-01
manual_search_manual_tracker_058c6ee82383	search_title:replicationsuccess_package_data_rprojects_ssrp_protzko2020	search_title	ReplicationSuccess package data (`RProjects`, `SSRP`, `protzko2020`)	candidate_corpus_or_database	discovered_search_lead	figure1_manual_search	unknown	Manual suggestion tracker row; status=partial / overlap cross-check; row=ReplicationSuccess package data (`RProjects`, `SSRP`, `protzko2020`) | partial / overlap cross-check | Downloaded the CRAN tarball and extracted the packaged `.rda` objects. | `RProjects`: 143 rows; `SSRP`: 21 rows; `protzko2020`: 80 rows, all with original/replication effect-size and sample-size fields. | Useful for validation and crosswalks across replication projects, but not a clean net-new corpus relative to FReD/RPP.	Matched Figure 1 manual search query 'user-suggested replication datasets'; lead_classification=corpus_database_or_project_signal; score=14; reasons=strong_phrase:replication project | pair_term:replication effect | data_term:data | replication_word | original_word | manual_tracker_status_signal	plot1_replication_pairs	figure1_corpus_database_candidate	yes	unknown	unknown	figure1_manual_manual_tracker_search	steps/searches/figure1/corporasearch-manual-expert-suggestion-tracker.json	manual_tracker_row_replicationsuccess_package_data_rprojects_ssrp_protzko2020_1b5be81d2b16		reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md	manual_tracker	public_metadata	search_metadata_seen										unknown; search metadata only	unknown	unknown	unknown	unknown	unknown	not_assigned	not_started	metadata_only_search_hit	triage_landing_page_or_package_for_pair_table	provider=manual_tracker; external_id=manual_tracker_row_replicationsuccess_package_data_rprojects_ssrp_protzko2020_1b5be81d2b16; doi=	2026-05-01
repo_search_osf_3c6cdcbee4b9	search_title:reproducibility_project_psychology_design	search_title	Reproducibility Project - Psychology: Design	candidate_corpus_or_database	needs_source_inventory	figure1_repository_search	unknown		"Matched Figure 1 repository search query '""Reproducibility Project"" coded data'; lead_classification=corpus_database_or_project_signal; score=5; reasons=strong_phrase:reproducibility project"	plot1_replication_pairs	figure1_corpus_database_candidate | figure1_candidate	yes	unknown	unknown	figure1_repository_osf_search	steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	i68pe | osf:i68pe		https://osf.io/i68pe/		osf.io	public_metadata	search_metadata_seen										unknown; search metadata only	unknown	unknown	unknown	unknown	unknown	not_assigned	not_started	metadata_only_search_hit	inventory_osf_project_files_for_pair_table_or_crosswalk	provider=osf | external_id=i68pe | doi= | review_cue=figure1_search_leads | decision=keep_in_corpora_and_databases | confidence=high | reason=This is a real Reproducibility Project: Psychology OSF project/source-family lead. It belongs in the root corpus/database inventory because it can expose multiple original/replication pair rows after file-level inventory.	2026-05-02
repo_search_osf_187d493c5dae	search_title:reproducibility_project_in_special_education	search_title	Reproducibility Project in Special Education	candidate_corpus_or_database	discovered_search_lead	figure1_repository_search	unknown	This page will contain project information, preregistrations, data, and preprints for five replication studies in special education.	"Matched Figure 1 repository search query '""Reproducibility Project"" coded data'; lead_classification=corpus_database_or_project_signal; score=14; reasons=strong_phrase:reproducibility project | strong_phrase:replication studies | data_term:data | replication_word | repository_data_surface"	plot1_replication_pairs	figure1_corpus_database_candidate	yes	unknown	unknown	figure1_repository_osf_search	steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	m2xpj		https://osf.io/m2xpj/		osf.io	public_metadata	search_metadata_seen										unknown; search metadata only	unknown	unknown	unknown	unknown	unknown	not_assigned	not_started	metadata_only_search_hit	triage_landing_page_or_package_for_pair_table	provider=osf; external_id=m2xpj; doi=	2026-05-01
manual_search_manual_tracker_85ec777fb6f4	search_title:reproducibility_project_cancer_biology	search_title	Reproducibility Project: Cancer Biology	candidate_corpus_or_database	discovered_search_lead	figure1_manual_search	unknown	Manual suggestion tracker row; status=working comparator; row=Reproducibility Project: Cancer Biology | working comparator | Used OSF API for node `e5nvr`; downloaded paper-, experiment-, and effect-level CSVs. | Effect-level data include original and replication sample sizes, test statistics, p-values, effect sizes, SEs, and CIs. | Very small biomedical replication comparator, not a main corpus.	Matched Figure 1 manual search query 'user-suggested replication datasets'; lead_classification=corpus_database_or_project_signal; score=15; reasons=strong_phrase:reproducibility project | pair_term:effect size | pair_term:sample size | data_term:data | data_term:osf | replication_word | original_word	plot1_replication_pairs	figure1_corpus_database_candidate	yes	unknown	unknown	figure1_manual_manual_tracker_search	steps/searches/figure1/corporasearch-manual-expert-suggestion-tracker.json	manual_tracker_row_reproducibility_project_cancer_biology_af358cb46e72		reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md	manual_tracker	public_metadata	search_metadata_seen										unknown; search metadata only	yes	yes	yes	unknown	unknown	not_assigned	not_started	metadata_only_search_hit	triage_landing_page_or_package_for_pair_table	provider=manual_tracker; external_id=manual_tracker_row_reproducibility_project_cancer_biology_af358cb46e72; doi=	2026-05-01
repo_search_dataverse_62327a47981a	search_title:reproducibility_project_psychology	search_title	Reproducibility Project: Psychology	candidate_corpus_or_database	discovered_search_lead	figure1_repository_search	unknown	Back up for master data file for RPP.	"Matched Figure 1 repository search query '""Reproducibility Project"" coded data'; lead_classification=corpus_database_or_project_signal; score=7; reasons=strong_phrase:reproducibility project | data_term:data | repository_data_surface"	plot1_replication_pairs	figure1_corpus_database_candidate	yes	unknown	unknown	figure1_repository_dataverse_search	steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	doi:10.7910/DVN/28838		https://doi.org/10.7910/DVN/28838		doi.org	public_metadata	search_metadata_seen										unknown; search metadata only	unknown	unknown	unknown	unknown	yes	not_assigned	not_started	metadata_only_search_hit	triage_landing_page_or_package_for_pair_table	provider=dataverse; external_id=doi:10.7910/DVN/28838; doi=doi:10.7910/DVN/28838	2026-05-01
manual_search_manual_tracker_c23f70c3fdd3	search_title:reproducibility_project_psychology_converted_data	search_title	Reproducibility Project: Psychology converted data	candidate_corpus_or_database	discovered_search_lead	figure1_manual_search	unknown	Manual suggestion tracker row; status=partial / overlap cross-check; row=Reproducibility Project: Psychology converted data | partial / overlap cross-check | Downloaded the public CSV/XLSX export with original and replication fields. | 168 replication-target rows, 158 unique original titles, rich original-study columns (`N.O`, p-values, parsed test statistics, converted `T.r.O`). | Real public dataset, but it overlaps FReD heavily and should not be merged without a global dedupe key.	Matched Figure 1 manual search query 'user-suggested replication datasets'; lead_classification=corpus_database_or_project_signal; score=13; reasons=strong_phrase:reproducibility project | data_term:data | data_term:dataset | replication_word | original_word | manual_tracker_status_signal	plot1_replication_pairs	figure1_corpus_database_candidate	yes	unknown	unknown	figure1_manual_manual_tracker_search	steps/searches/figure1/corporasearch-manual-expert-suggestion-tracker.json	manual_tracker_row_reproducibility_project_psychology_converted_data_7e4cfd2cb659		reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md	manual_tracker	public_metadata	search_metadata_seen										unknown; search metadata only	unknown	unknown	yes	unknown	unknown	not_assigned	not_started	metadata_only_search_hit	triage_landing_page_or_package_for_pair_table	provider=manual_tracker; external_id=manual_tracker_row_reproducibility_project_psychology_converted_data_7e4cfd2cb659; doi=	2026-05-01
reviewcue_title_rescience_c_contents			Rescience C Contents	candidate_corpus_or_database	needs_source_inventory				ReScience C is a journal/source-family contents page for computational replication articles, with many article records and code/review metadata. It is a reusable source-family object rather than a single paper.	plot1_replication_pairs	figure1_candidate	yes					https://rescience.github.io/read/																							not_started		inventory_rescience_c_static_contents_and_site_repository_for_replication_article_metadata_code_doi_and_original_paper_links	review_cue=figure1_search_leads | decision=promote_to_corpora_and_databases | confidence=high | reason=ReScience C is a journal/source-family contents page for computational replication articles, with many article records and code/review metadata. It is a reusable source-family object rather than a single paper.	2026-05-02
