batch_id	cluster_id	decision	confidence	preferred_source_family_name	parent_corpus_database_id_or_key	route_target	needs_source_family_inventory	needs_root_candidate_review	needs_result_table_worklist	needs_individual_paper_worklist	context_only	terminal_for_cluster_review	source_count	lead_level_note_count	receipt_path	reason	next_action	sources_checked_json
clustered005	cluster_dataverse_manifest_ee14f1be8828	inventory_source_family_artifacts	medium	The Generalizability of Online Experiments Conducted During the COVID-19 Pandemic	lead_harvest:covid_online_2021	source_family_artifact_inventory	true	false	false	false	false	false	3	12	steps/review_cue/figure1_search_leads/cluster_receipts/clustered005/cluster_dataverse_manifest_ee14f1be8828.json	The cluster is not Many Labs 2 despite the hint. The artifact names align with the Peyton, Huber, and Coppock COVID-era online-experiment replication package, which has open data/materials and a Harvard Dataverse replication-data DOI. This is a reusable multi-study replication package, but the listed nodes are child files/manifests rather than a new root source-family row.	Attach the Dataverse download JSONs, ReadMe/appendix scripts, and original-study data files as child artifacts under lead_harvest:covid_online_2021; inspect the manifest/file list for reusable multi-row original/replication result tables and route those specific tables to result-table extraction.	"[""cluster compact nodes for lead_harvest:covid_online_2021"", ""Cambridge Core article DOI 10.1017/XPS.2021.17; Dataverse DOI 10.7910/DVN/38UTBF"", ""web exact searches for gilens_original/psv_original/tw_original/pwk_original and COVID online replication package""]"
clustered005	cluster_investigating_the_replicability_of_preclinical_cancer_biology_ca7b83bfae6f	keep_source_family_candidate	high	Reproducibility Project: Cancer Biology	rpcb | doi:10.7554/eLife.71601	corpora_update_proposal_then_source_family_inventory	true	true	false	false	false	false	4	6	steps/review_cue/figure1_search_leads/cluster_receipts/clustered005/cluster_investigating_the_replicability_of_preclinical_cancer_biology_ca7b83bfae6f.json	This is a source-family/corpus candidate rather than an isolated paper. The eLife article is part of the Reproducibility Project: Cancer Biology collection, reports 50 completed experiments from 23 papers and 158 effects, and points to project-level underlying data, code, digital materials, and the OSF replication-data object.	Keep as the RPCB source-family candidate; inventory the OSF RPCB collection and Replication Data from the Reproducibility Project: Cancer Biology; route paper/experiment/effect-level data tables to result-table extraction.	"[""eLife article DOI 10.7554/eLife.71601"", ""eLife Reproducibility Project: Cancer Biology collection"", ""OSF collection rpcb and OSF object e5nvr / DOI 10.17605/osf.io/e5nvr"", ""cluster compact nodes/OpenAlex W4200247206 and PMC8651293""]"
clustered005	cluster_many_labs_2_investigating_variation_in_replicability_across_samples_and_settings_9638ac62afe8	keep_source_family_candidate	high	Many Labs 2: Investigating Variation in Replicability Across Samples and Settings	many_labs_2 | doi:10.1177/2515245918810225	corpora_update_proposal_then_source_family_inventory	true	true	false	false	false	false	4	7	steps/review_cue/figure1_search_leads/cluster_receipts/clustered005/cluster_many_labs_2_investigating_variation_in_replicability_across_samples_and_settings_9638ac62afe8.json	This is a large-scale replication source family: the article reports preregistered replications of 28 published findings across 125 samples and provides comprehensive data, materials, supplementary information, and code resources via OSF/open-science pages.	Reconcile the duplicate OpenAlex/DOI/root-table leads into one Many Labs 2 source-family candidate; inventory OSF 8cd4r and the ManyLabsOpenScience code guide; route any summary effect-size/original-replication tables to result-table extraction.	"[""Sage DOI article 10.1177/2515245918810225"", ""OSF project 8cd4r for Many Labs 2"", ""ManyLabsOpenScience code guide referenced by the article"", ""cluster compact nodes/OpenAlex W2776961836""]"
clustered005	cluster_original_results_6f97d3e8008c	route_cluster_to_result_table_worklist	high	Decision Markets / Online Experiments Selected by Decision Market	raw_replication_project:decision_market	result_table_worklist	false	false	true	false	false	false	4	3	steps/review_cue/figure1_search_leads/cluster_receipts/clustered005/cluster_original_results_6f97d3e8008c.json	The cluster consists of table/codebook artifacts for the decision-market replication project, not a new source family. original_results.csv and original_planned_samples.csv are reusable table artifacts owned by the decision_market parent.	Route original_results.csv and original_planned_samples.csv to result-table review/extraction, using _codebook.md for field interpretation; keep all three artifacts under raw_replication_project:decision_market.	"[""cluster compact nodes for raw_replication_project:decision_market"", ""Nature Human Behaviour article DOI 10.1038/s41562-024-02062-9"", ""OSF project sk82q referenced by the Nature article"", ""Center for Open Science summary of Decision Markets Predict Replicability of Online Experiments""]"
clustered005	cluster_osf_01_original_dataset_63864d88187b	route_cluster_to_individual_replication_paper_worklist	medium	Contextual Bias 2026 OSF package	lead_harvest:contextual_bias_2026	individual_replication_paper_worklist	false	false	false	true	false	false	2	6	steps/review_cue/figure1_search_leads/cluster_receipts/clustered005/cluster_osf_01_original_dataset_63864d88187b.json	The cluster shows an OSF-hosted dataset, scripts, manifest, and file list, but the compact evidence does not establish a reusable multi-row original/replication source family or pair/result table. Treat as a one-off replication package unless manifest inspection reveals a multi-study/effect table.	Route the package to the individual replication paper worklist; inspect osf_file_list.csv/osf_manifest.json only to determine whether a specific multi-row result table should later be split out to the result-table worklist.	"[""cluster compact nodes for lead_harvest:contextual_bias_2026"", ""web exact searches for contextual_bias_2026, Original_Dataset.sav, FinalData.R, and contextual bias OSF replication package""]"
clustered005	cluster_political_science_unlock_51f64b60725b	inventory_source_family_artifacts	high	Political Science Unlock	raw_corpus:political_science_unlock	source_family_artifact_inventory	true	false	false	false	false	false	3	12	steps/review_cue/figure1_search_leads/cluster_receipts/clustered005/cluster_political_science_unlock_51f64b60725b.json	This cluster already sits under an included raw corpus/source-family key and contains many Dataverse/GitHub metadata, code, workbook, and appendix artifacts. Child artifacts should be owned by raw_corpus:political_science_unlock; individual one-off replication code should be routed away.	Inventory Dataverse metadata JSONs, Dataverse package folders, GitHub workbooks/code, and raw inventory directories under raw_corpus:political_science_unlock. Route only confirmed multi-row result/effect tables to the result-table worklist, and route single-paper packages such as BKO Debates to the individual replication paper worklist.	"[""cluster compact nodes and strict key raw_corpus:political_science_unlock"", ""Political Science Replication Data by Journal directory listing journal Dataverses and replication data collections"", ""FORRT FReD pages describing a replication database and replication-result coding context""]"
clustered_recall001	cluster_altmejd_8532e4303f0b	route_cluster_to_result_table_worklist	high	Altmejd harmonized Many Labs 1 and Many Labs 3 tables	raw_replication_project:altmejd	result_table_worklist	false	false	true	false	false	false	4	3	steps/review_cue/figure1_search_leads/cluster_receipts/clustered_recall001/cluster_altmejd_8532e4303f0b.json	The local Altmejd data.csv/variables/get_data artifacts are already known as harmonized pair-buildable result tables supporting Many Labs 1 and Many Labs 3 integrated rows. They are child result-table artifacts, not a new corpus root.	Route data.csv, variables.tsv, and get_data.R to the result-table worklist for provenance extraction and mapping to corpus_db_altmejd_harmonized_many_labs_1 and corpus_db_altmejd_harmonized_many_labs_3.	"[""cluster compact nodes for raw_replication_project:altmejd"", ""CORPORA_AND_DATABASES.tsv Altmejd integrated_live rows"", ""data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv Altmejd rows"", ""local:data/raw/replication_projects/altmejd/""]"
clustered_recall001	cluster_brodeur_star_wars_openicpsr_9a38abb2140a	inventory_source_family_artifacts	medium	Brodeur Star Wars OpenICPSR replication package	raw_corpus:brodeur_star_wars_openicpsr	source_family_artifact_inventory	true	false	false	false	false	false	4	3	steps/review_cue/figure1_search_leads/cluster_receipts/clustered_recall001/cluster_brodeur_star_wars_openicpsr_9a38abb2140a.json	The full OpenICPSR package is mirrored locally and is a reusable raw corpus candidate, but prior acquisition notes say it is currently a published-economics p/t/statistics comparator rather than a verified D/N source. It should be inventoried before any Figure 1 promotion.	Inventory the OpenICPSR package under raw_corpus:brodeur_star_wars_openicpsr; inspect cleaned DTA files, raw extraction CSVs, and Stata/R programs for study-level sample-size or original/replication mapping fields. Keep as a candidate/context source unless D/N and Figure 1 relation criteria are confirmed.	"[""cluster compact nodes for raw_corpus:brodeur_star_wars_openicpsr"", ""CORPORA_AND_DATABASES.tsv raw_corpus rows for brodeur_star_wars_openicpsr"", ""reports/acquisition/corpus_acquisition_log.md Brodeur Star Wars note"", ""local:data/raw/corpus_candidates/brodeur_star_wars_openicpsr/""]"
clustered_recall001	cluster_create_studydetails_079f652b2951	route_cluster_to_result_table_worklist	high	Experimental Economics Replication Project (EERP)	raw_replication_project:eerp	result_table_worklist	false	false	true	false	false	false	3	3	steps/review_cue/figure1_search_leads/cluster_receipts/clustered_recall001/cluster_create_studydetails_079f652b2951.json	The cluster consists of EERP child artifacts used to derive study details and effect-standardization fields, not a separate corpus. These code/data files should be processed as result-table or code-derived table evidence under EERP.	Route create_studydetails.do, effectstandardization.py, and rpp_data.csv to the result-table/code-derived table worklist under raw_replication_project:eerp; extract only fields supported by inspected code/data, not by filenames alone.	"[""cluster compact nodes for raw_replication_project:eerp"", ""prior clustered005 EERP create_studydetails decision receipt"", ""local:data/raw/replication_projects/eerp/""]"
clustered_recall001	cluster_dataverse_manifest_62094fa0aad2	inventory_source_family_artifacts	medium	The Generalizability of Online Experiments Conducted During the COVID-19 Pandemic	lead_harvest:covid_online_2021	source_family_artifact_inventory	true	false	false	false	false	false	4	4	steps/review_cue/figure1_search_leads/cluster_receipts/clustered_recall001/cluster_dataverse_manifest_62094fa0aad2.json	The cluster is not Many Labs despite the hint. The artifact names align with the Peyton, Huber, and Coppock COVID-era online-experiment replication package, which has open data/materials and a Harvard Dataverse replication-data DOI. The listed nodes are child files/manifests rather than a new root source-family row.	Attach the Dataverse download JSONs, ReadMe/appendix scripts, and original-study data files as child artifacts under lead_harvest:covid_online_2021; inspect the manifest/file list for reusable multi-row original/replication result tables and route those specific tables to result-table extraction.	"[""cluster compact nodes for lead_harvest:covid_online_2021"", ""prior clustered005 covid_online_2021 Dataverse manifest decision receipt"", ""local:data/raw/replication_projects/lead_harvest/covid_online_2021/"", ""Cambridge Core article DOI 10.1017/XPS.2021.17; Dataverse DOI 10.7910/DVN/38UTBF""]"
clustered_recall001	cluster_egap_metaketa_iv_community_policing_pooled_pap_row_34af9874e0a1	route_cluster_to_result_table_worklist	high	EGAP Metaketa IV community-policing pooled PAP row	corpus_db_egap_metaketa_iv_community_policing_pooled_pap_row	result_table_worklist	false	false	true	false	false	false	4	4	steps/review_cue/figure1_search_leads/cluster_receipts/clustered_recall001/cluster_egap_metaketa_iv_community_policing_pooled_pap_row_34af9874e0a1.json	The cluster contains local Metaketa IV code and RDS output artifacts for the community-policing pooled PAP row already represented in the Figure 3 source catalog. These are result-bearing child artifacts and parsing targets, not a new corpus root.	Route meta-estimates-main-hypotheses-original.RDS, study-estimate RDS outputs, and supporting R scripts to the result-table worklist under corpus_db_egap_metaketa_iv_community_policing_pooled_pap_row; keep native/site rows separate from the pooled project dot.	"[""cluster compact nodes for lead_harvest:metaketa_iv_2021"", ""CORPORA_AND_DATABASES.tsv EGAP Metaketa IV pooled PAP row"", ""data/derived/effect_inflation_dataset/plot3_preregistered_source_catalog.csv Metaketa IV rows"", ""local:data/raw/replication_projects/lead_harvest/metaketa_iv_2021/""]"
clustered_recall001	cluster_many_labs_5_testing_pre_data_collection_peer_review_as_an_intervention_to_increa_3179bd6ddd6a	inventory_source_family_artifacts	high	Many Labs 5: Testing Pre-Data-Collection Peer Review as an Intervention to Increase Replicability	corpus_db_many_labs_5_overarching_analyses	source_family_artifact_inventory	true	false	false	false	false	false	4	3	steps/review_cue/figure1_search_leads/cluster_receipts/clustered_recall001/cluster_many_labs_5_testing_pre_data_collection_peer_review_as_an_intervention_to_increa_3179bd6ddd6a.json	Many Labs 5 is already represented as an integrated Figure 1 source family using local public figure data. The DOI/OSF/OpenAlex hits in this cluster are aliases or bibliographic/source-family artifacts for that existing parent, not a new root source family.	Inventory DOI, OSF, preprint, and search-hit aliases under corpus_db_many_labs_5_overarching_analyses; keep local ML5FigureData.csv and single-effects files as the result-bearing artifacts for extraction/provenance work.	"[""cluster compact nodes for DOI 10.1177/2515245920958687"", ""CORPORA_AND_DATABASES.tsv corpus_db_many_labs_5_overarching_analyses"", ""data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv Many Labs 5 row"", ""local:data/raw/replication_projects/ml5/""]"
clustered_recall001	cluster_nakagawa_yang_c7aa4950fea4	inventory_source_family_artifacts	medium	Nakagawa/Yang ecology and evolution in-silico replication corpus	raw_corpus:nakagawa_yang	source_family_artifact_inventory	true	false	false	false	false	false	3	3	steps/review_cue/figure1_search_leads/cluster_receipts/clustered_recall001/cluster_nakagawa_yang_c7aa4950fea4.json	The cluster is a local raw corpus candidate with model CSVs and analysis scripts from an ecology/evolution in-silico replication package. It appears reusable, but the compact evidence does not prove a direct independent original-replication pair table; it needs file-level inventory before any Figure 1 promotion.	Inventory the local Nakagawa/Yang repository files under raw_corpus:nakagawa_yang; inspect model CSVs, preprocessing code, and sensitivity analyses for source-result tables, D/N extractability, and whether the rows satisfy Figure 1's replication/follow-up relation.	"[""cluster compact nodes for raw_corpus:nakagawa_yang"", ""local:data/raw/corpus_candidates/nakagawa_yang/"", ""coverage notes describing the ecology/evolution in-silico replication source family""]"
clustered_recall001	cluster_osf_03_rp_cb_final_analysis_paper_level_data_e82d9617efa7	inventory_source_family_artifacts	high	Reproducibility Project: Cancer Biology (RP:CB) final analysis data	raw_corpus:rpcb	source_family_artifact_inventory	true	false	false	false	false	false	5	3	steps/review_cue/figure1_search_leads/cluster_receipts/clustered_recall001/cluster_osf_03_rp_cb_final_analysis_paper_level_data_e82d9617efa7.json	The cluster is a coherent OSF final-analysis package for RP:CB, with paper-, experiment-, and effect-level data plus dictionaries and per-study analysis scripts. RP:CB is an existing reusable corpus/source family, so these files are child artifacts of that parent rather than separate root source families.	Attach the OSF e5nvr final-analysis tables, dictionaries, and per-study R scripts to raw_corpus:rpcb; deduplicate against the local rpcb corpus-candidate copies in the sibling RPCB cluster.	"[""cluster compact nodes for lead_harvest:rpcb_e5nvr"", ""prior clustered004 RP:CB e5nvr decision receipt"", ""local:data/raw/replication_projects/lead_harvest/rpcb_e5nvr/"", ""web:https://osf.io/e5nvr/"", ""web:https://www.cos.io/rpcb""]"
clustered_recall001	cluster_political_science_unlock_f7f85210dec5	inventory_source_family_artifacts	high	Political Science Unlock	raw_corpus:political_science_unlock	source_family_artifact_inventory	true	false	false	false	false	false	3	4	steps/review_cue/figure1_search_leads/cluster_receipts/clustered_recall001/cluster_political_science_unlock_f7f85210dec5.json	This cluster already sits under an included raw corpus/source-family key and contains Dataverse metadata, code, workbook, and appendix artifacts. Child artifacts should be owned by raw_corpus:political_science_unlock; individual one-off replication code should be routed away after inspection.	Inventory Dataverse metadata JSONs, Dataverse package folders, GitHub workbooks/code, and raw inventory directories under raw_corpus:political_science_unlock. Route only confirmed multi-row result/effect tables to the result-table worklist, and route single-paper packages such as BKO Debates to the individual replication paper worklist.	"[""cluster compact nodes for raw_corpus:political_science_unlock"", ""prior clustered005 Political Science Unlock decision receipt"", ""local:data/raw/corpus_candidates/political_science_unlock/""]"
clustered_recall001	cluster_reproducibility_project_cancer_biology_8ff34e7d6b72	keep_source_family_candidate	high	Reproducibility Project: Cancer Biology	rpcb | doi:10.7554/eLife.71601	corpora_update_proposal_then_source_family_inventory	true	true	false	false	false	false	5	3	steps/review_cue/figure1_search_leads/cluster_receipts/clustered_recall001/cluster_reproducibility_project_cancer_biology_8ff34e7d6b72.json	This is a source-family/corpus candidate rather than an isolated paper. The eLife/RP:CB project reports many completed replication experiments and points to project-level data, code, digital materials, and OSF replication-data objects.	Keep as the RPCB source-family candidate; inventory the OSF RPCB collection and Replication Data from the Reproducibility Project: Cancer Biology; route paper/experiment/effect-level data tables to result-table extraction.	"[""cluster compact nodes for OSF e81xl and OpenAlex RPCB hits"", ""prior clustered005 RP:CB source-family decision receipt"", ""web:https://osf.io/e81xl/"", ""web:https://www.cos.io/rpcb"", ""web:https://elifesciences.org/collections/9b1e83d1/reproducibility-project-cancer-biology""]"
clustered_recall001	cluster_rpcb_elife_registered_report_replication_effects_d7e3fd26d901	inventory_source_family_artifacts	high	Reproducibility Project: Cancer Biology (RP:CB) final analysis data	raw_corpus:rpcb	source_family_artifact_inventory	true	false	false	false	false	false	5	4	steps/review_cue/figure1_search_leads/cluster_receipts/clustered_recall001/cluster_rpcb_elife_registered_report_replication_effects_d7e3fd26d901.json	The cluster is the local raw-corpus side of the same RP:CB source family. It contains reusable paper-, experiment-, and effect-level final-analysis tables and dictionaries; the existing included/raw RPCB parent should own these duplicates and child artifacts.	Deduplicate duplicate root-table and search-manifest hits, then inventory the effect-, experiment-, and paper-level CSVs and dictionaries under raw_corpus:rpcb; do not create new root rows for individual CSV files.	"[""cluster compact nodes for raw_corpus:rpcb"", ""prior clustered004 RP:CB local raw-corpus decision receipt"", ""local:data/raw/corpus_candidates/rpcb/"", ""web:https://www.cos.io/rpcb"", ""web:https://elifesciences.org/collections/9b1e83d1/reproducibility-project-cancer-biology""]"
clustered_recall001	cluster_score_cos_preregistration_indicated_original_papers_dcacb6718443	inventory_source_family_artifacts	high	Systematizing Confidence in Open Research and Evidence (SCORE) data/code/materials	score	source_family_artifact_inventory	true	false	false	false	false	false	5	3	steps/review_cue/figure1_search_leads/cluster_receipts/clustered_recall001/cluster_score_cos_preregistration_indicated_original_papers_dcacb6718443.json	SCORE is an existing reusable source family with openly available data/code/materials. This cluster contains child data tables, outcome/check tables, raw inventory files, and the existing preregistration-indicated subset view; these should be owned by the broader SCORE parent.	Inventory SCORE claim/outcome/check tables and OSF manifest/meta files under the SCORE parent; preserve the existing score_cos_preregistration_indicated_original_papers subset row and avoid duplicate root creation.	"[""cluster compact nodes for raw_corpus:score"", ""prior clustered004 SCORE decision receipt"", ""local:data/raw/corpus_candidates/score/"", ""local:data/derived/effect_inflation_dataset/plot3_preregistered_source_catalog.csv"", ""web:https://www.cos.io/score""]"
