candidate_key	candidate_name	priority	initial_decision	current_repo_status	url	status	http_status	content_type	local_path	sha256	size_bytes	elapsed_sec	error
asset_market_replications	High-powered preregistered replications of experimental asset-market results	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/htzwv/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/asset_market_replications/a7a80e0038bc__htzwv.bin	d0fcd1ffe83b5e5d0f18fd9cdcb6f1173004f26dee80ba15e349735c2ac5b145	1062407	2.28	
asset_market_replications	High-powered preregistered replications of experimental asset-market results	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/q79e2/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/asset_market_replications/abbd67d08a8a__q79e2.bin	5068bb4b2636a87cc5ae4c466cbbb3f0437c4a4704223df143148f0b57028658	2510974	2.26	
asset_market_replications	High-powered preregistered replications of experimental asset-market results	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/zx2uv/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/asset_market_replications/6fed2ea9e840__zx2uv.bin	ebcb8b6568dcc2879bc110fafdb197b17a1123f5fc4eb6dc2b7f3d737f3c931c	2111076	1.70	
asset_market_replications	High-powered preregistered replications of experimental asset-market results	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/uxrgk/	already_local	200	text/html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/asset_market_replications/ab8e5cae87f7__uxrgk.html	c1df7be23f683d962a8550695672438d011bf23ec574a572af356cfeb5038c53	4190	0.17	
asset_market_replications	High-powered preregistered replications of experimental asset-market results	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5048949	http_error	403					4.19	HTTP Error 403: Forbidden
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://doi.org/10.1016/j.jbusres.2022.05.006	already_local	200	text/html;charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/2970c36690e6__j.jbusres.2022.05.006	eeb78877be6135485d7d09d12878ad3672d9b75e40fe28cb605052132370f047	2724	0.67	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/3xsfy/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/612fc9388165__3xsfy.bin	d9fb9160b41d04fcf3227b184c3f4d9400cc768b6b8694be4125ed523e2a453e	1196	2.73	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/62spv/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/83a169c2a450__62spv.bin	6fcadfc34935678e7386edc1b44e281e84e776c68fb4923ad8fda3a6a82d80fd	35246	2.66	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/634562be24289c2648c12c3f/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/a4825ba760e4__634562be24289c2648c12c3f.bin	4a618c0519e9e19e2558588aa198e7700f4d9436a5a29e18d68fcaaa91b2aeaf	805	2.67	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/634562ff31d6531a012dc7a9/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/cdc2938fcfd2__634562ff31d6531a012dc7a9.bin	44fca38def90c69b9bceb12f756d9c60e23a35dbe35d746212c1a559fe6820ff	22109	2.66	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/6345630224289c2649c12d5a/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/a0935ff37e63__6345630224289c2649c12d5a.bin	798afac1c09f723f890675d39df8f6b92ef4e9a72cd761fa26a9fc3684d366e0	853	2.56	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/6345637c0db48e2699e10aeb/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/566f2fc79f07__6345637c0db48e2699e10aeb.bin	69365bcf8baecec2278f3a67b638e56c2a6e42b425397dfdb873f4b61497057e	24308	2.66	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/6345637c24289c2644c12ce3/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/623ed1e11f2f__6345637c24289c2644c12ce3.bin	8cb0e632f38663509a065f12877adbdccd3412424a4ca59ec57e3c2fd6f79704	19241	2.77	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/63456380d5b01025ee1f7d72/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/a1c571b58559__63456380d5b01025ee1f7d72.bin	8f370878dc40d67cb6e2e2b267baef8ba8b3661a332d8a7e38ce6c611a4ceeb8	1339	2.59	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/6345642624289c2641c12cde/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/86e7929434b4__6345642624289c2641c12cde.bin	b56d19feb36979b3da0fb19e7bfd900ebbaa9a0a8eb2ec7634470550b6d0bc68	2429	2.56	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/74bj8/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/f40667606132__74bj8.bin	81ed1b632aafc3f5d260e39efbbd29bc0d7b76f2aee4baf4b122e3ed62862736	42186	2.51	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/7d39r/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/210602336d26__7d39r.bin	6d64eaa76fad3b8f2ea7006d4b92f59faa4f4087b6160ba06814ab72b5c6708b	335876	2.67	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/8e4ug/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/8dbc1612336f__8e4ug.bin	6bff986a0c50f58708a2ed124e7f8682c8d5ab5a376146e365e8f2fb0dffb916	444159	2.65	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/a3sef/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/cb7da9a455f2__a3sef.bin	bfc9f3cea307876703338b848714b01d7640f78cb9642aeb47f6c80e13a15fcc	2702814	2.67	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/b3rdh/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/0bdbf2551c1d__b3rdh.bin	0167df883e6ab184be8d8ab14aea77bc1b4ab016bef6e0ec5a37edff1cffd4dd	190624	2.62	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/bqz5u/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/f15331a84963__bqz5u.bin	e215c5a75bffba5531b002cfe89b5434592a718a42edfdd80f7567b715011a20	461403	3.34	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/csgku/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/f695aedb8a0e__csgku.bin	fccbfa2321af0f81bc1c73925b47a3ac581ed08d98932bfc072f14154046d474	25119	2.40	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/d2mvj/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/e22e99b15334__d2mvj.bin	3c3ad1f846caed062701fe3c7b4b4f0e448f2e73a3055ef150f86848d7e87056	13256	2.48	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/d2phf/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ec46388b1d96__d2phf.bin	44711084b446af2b2d4e3386be30ff758d15a678d018790dd21ea4d94c41f43d	1248	2.72	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/dgjnt/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ce4c164cf0b3__dgjnt.bin	d2d3452905c4a71accf2df63ae1183c7ed31077100ab712135caddedba2ac17c	858	3.06	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/eh534/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/768fa70d4c01__eh534.bin	551057d54e779277585b65fe642dd2f6ea356097605542b5c642785e88ca6d09	247561	2.52	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/f2c4d/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/e7f9853762df__f2c4d.bin	5e7e1be4a95e4a92ca037ee9de01f371a343188754f05d01be86233a0c86502b	1025	2.46	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/fzpmt/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/732fb5c0b3df__fzpmt.bin	e2582d2f27079ed8d68ae0e62e804408b46a2a7c2e98278eb00528cc4f97b03c	21308	2.52	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/h3uga/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/6637331da7dc__h3uga.bin	25b4eaa32d17f981011d17338533904cd10104809a1ae039d756262d8d1d0dd0	254799	2.57	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/he59t/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/520685b5c113__he59t.bin	e52802df4f8591c61589634b7ce90e40f79d639b3ee11d3bc48e69fb9aa824be	243139	2.88	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/p8tqw/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/9390c6e55459__p8tqw.bin	0cc68e2c00766e9cb4a8edf974c631f86d8b4a0de3aa4a09ae7dbf7c4809173d	399757	2.53	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/qrwp8/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/92b5256ffbf4__qrwp8.bin	bd729bfd45103d4a7978b52db630a9139b7a1fe426ab65b164697992721ca038	277616	2.52	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/qutpv/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/7c4ad2f2d9c3__qutpv.bin	68104e407abde447c6d725bad7ee7a03a14a989b09d4e1e6fc4ebac99658003f	891	2.53	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/tjwnp/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/a485e9af4311__tjwnp.bin	805660faf6234656b99f56242d469f3e840cc339444c080ee7af3cb6fcb803f9	26608	2.47	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/u352p/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/67a0992c62c5__u352p.bin	c3e7fa81799a771a1c71c121bdf972421ee51e14467e23da8eabefee003f6efa	1005	2.52	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/u7yhz/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ca88ccde9fec__u7yhz.bin	84387c9d6552a15475eb3c18fb5398d42ce5e2040937e922144e3bb634d5f852	179881	2.57	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/ume59/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/264802045b3c__ume59.bin	74a6ce04faf11103abba2bf16c264fd011a93c294e6c9e0f812277f46eb87ea5	21262	2.55	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/download/unqx3/	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/546be3ee086e__unqx3.bin	e30046157c9a36bdf0c2315ff8a96b8cdf780338b46b52e7b1fe11c3d953c9ab	20834	2.55	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://osf.io/tnmvq/	already_local	200	text/html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/8d79d18b25e5__tnmvq.html	c1df7be23f683d962a8550695672438d011bf23ec574a572af356cfeb5038c53	4190	0.17	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://www.frontiersin.org/journals/communication/articles/10.3389/fcomm.2022.1048896/full	already_local	200	text/html;charset=utf-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	5ff1ea1d2abe6f278a90a5cd7dac520cfd26b97e5c2b714ff2733ea406207514	931550	0.17	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://doi.org/10.5281/zenodo.17705056	already_local	200	text/html; charset=utf-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/e9f2c3e7e291__zenodo.17705056	64d494edffe5185e8ff1a4dbb85966e5cd6a2fbb175c8c005720e705975bfa24	100118	4.27	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://doi.org/10.5281/zenodo.17705407	already_local	200	text/html; charset=utf-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/f23eb95d106d__zenodo.17705407	f6e490462ccb7a9963d637b28c18cc48e30877508b874d1fe9afc0900316650c	99305	2.68	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://doi.org/10.5281/zenodo.17705573	already_local	200	text/html; charset=utf-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/b9c43db74285__zenodo.17705573	8c6b732309d9d543b7510fb2422897ae6966e304bf4ab54bc30b0cf8e337cb11	98928	2.88	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://zenodo.org/api/records/17705056/files/TransparentReplications2023pnas120-30.pdf/content	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/cb928e7d3af8__content.bin	373c93b3f086eae7aed9681096630fd44ceb29ed53e65fdf6cd0c24067bf61de	7083646	0.84	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://zenodo.org/api/records/17705407/files/TransparentReplications2022psci33-8.pdf/content	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/3732b265ba7a__content.bin	06a5a6d7a5b2be90c1f1886eaaed7d9e9fa32ae65bb1f9fe42a38e368b309d4a	6858664	1.04	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://zenodo.org/api/records/17705573/files/TransparentReplications2022pnas119-34.pdf/content	already_local	200	application/octet-stream	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/17af8c2f401b__content.bin	357c605cc682c70ae6753089e0c300d739c3dc9ee652a0ad6e93fbc7f2fa50d1	3309006	0.78	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/replication-2023pnas120-30/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/accbbc9ea504__replication-2023pnas120-30.html	1e8107bfbd0c20dfeb5d2d1252b1505dbedd03bc5b76619149b5ec16578ef77b	312421	0.47	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/what-we-do/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/29790bd66c07__what-we-do.html	33b48dbde23b58c103b44d305ced2d38bf5c84b4c0c7d830838245833b62ef25	125082	0.46	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/5c9e073f91c0__replications.clearerthinking.org	6f643b27e164ea13975169decc51a0cd48e603131d7f982bb700540b8c7e3961	1839206	0.23	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/about/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/070238e2abf1__about.html	52beb47a42d64b18e96760d7a6baa33d2dd6bdb73a68328268c532ffc771566a	115584	0.25	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/contact	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/554dca3b7a79__contact.html	fd8182a2721d10cb12e1403d9205dfdd5cb57a6d8b92e8f092bd2a0323ea3930	3178	0.43	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/contact/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/56ba59f0f7e8__contact.html	fd8182a2721d10cb12e1403d9205dfdd5cb57a6d8b92e8f092bd2a0323ea3930	3178	0.20	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/faq/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/804aae2316f2__faq.html	79b7c8cbeda8d5395e07f2c7e56e02afdb5a6e8b5975c3ca44f0aa08930daa63	131579	0.21	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/get-involved/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/613307203882__get-involved.html	1db9200011a39bc11126cd3e32ca9d2ffab16df5b5c5d5cb76dba7b6b2586ba5	115052	0.23	
