source_file_id	source_id	source_byte_class	file_role	media_type_sniffed	byte_size	local_path	local_file_exists	parser_priority_rank	parser_route	recommended_parser_stack	level6_track	linked_source_result_count	linked_unverified_result_count	linked_evidence_levels	linked_source_result_ids	linked_result_labels	worklist_status	next_action
file_l5_f29b29cf1c2c	work_title_incidence_of_gastroduodenal_ulcers	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_1166ca428215__clinicaltrials_html__clinicaltrials.gov_study_nct00994461.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_1166ca428215	Incidence of Gastroduodenal Ulcers	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_5a0eb4f3e3f4	work_title_modified_bromage_score_at_10_minutes_post_injection	registry_record_full	registry_record	json	26350	data/cache/provenance_level5/sample_300/sr_160ac121ff32__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct03993314.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_160ac121ff32	Modified Bromage Score at 10 Minutes Post-injection	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_f92d053b1084	work_title_modified_bromage_score_at_10_minutes_post_injection	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_160ac121ff32__clinicaltrials_html__clinicaltrials.gov_study_nct03993314.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_160ac121ff32	Modified Bromage Score at 10 Minutes Post-injection	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_f558b394206b	work_title_period_1_endoscopic_remission	registry_record_full	registry_record	json	93395	data/cache/provenance_level5/sample_300/sr_17b0cfe42e6d__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct01903252.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_17b0cfe42e6d	Period 1: Endoscopic Remission	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_9272102de9c8	work_title_period_1_endoscopic_remission	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_17b0cfe42e6d__clinicaltrials_html__clinicaltrials.gov_study_nct01903252.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_17b0cfe42e6d	Period 1: Endoscopic Remission	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_c23f6d963cf2	work_title_4_month_progression_free_survival_pfs_rate_in_the_double_blind_pha	registry_record_full	registry_record	json	136603	data/cache/provenance_level5/sample_300/sr_17d687917962__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00602030.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_17d687917962	4-Month Progression-free Survival (PFS) Rate in the Double-blind Phase	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_c322173fc666	work_title_4_month_progression_free_survival_pfs_rate_in_the_double_blind_pha	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_17d687917962__clinicaltrials_html__clinicaltrials.gov_study_nct00602030.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_17d687917962	4-Month Progression-free Survival (PFS) Rate in the Double-blind Phase	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_511c6336f6b3	work_title_mean_change_in_baseline_observation_carried_forward_bocf_average_d	registry_record_full	registry_record	json	37453	data/cache/provenance_level5/sample_300/sr_1da5d9472eaf__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00636636.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_1da5d9472eaf	Mean Change in Baseline Observation Carried Forward (BOCF) Average Daily Pain Score	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_e1d41b69395b	work_title_mean_change_in_baseline_observation_carried_forward_bocf_average_d	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_1da5d9472eaf__clinicaltrials_html__clinicaltrials.gov_study_nct00636636.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_1da5d9472eaf	Mean Change in Baseline Observation Carried Forward (BOCF) Average Daily Pain Score	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_2685518f6b75	work_title_the_primary_outcome_is_the_area_under_the_stimulated_c_peptide_cur	registry_record_full	registry_record	json	32611	data/cache/provenance_level5/sample_300/sr_2c54a948cfe2__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00529399.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_2c54a948cfe2	The Primary Outcome is the Area Under the Stimulated C-peptide Curve (AUC) at the One Year Visit	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_51a6fe745932	work_title_the_primary_outcome_is_the_area_under_the_stimulated_c_peptide_cur	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_2c54a948cfe2__clinicaltrials_html__clinicaltrials.gov_study_nct00529399.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_2c54a948cfe2	The Primary Outcome is the Area Under the Stimulated C-peptide Curve (AUC) at the One Year Visit	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_8ac2faeb66f2	work_title_proportion_of_patients_meeting_american_college_of_rheumatology_20	registry_record_full	registry_record	json	25867	data/cache/provenance_level5/sample_300/sr_2d3d0f11d546__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00369928.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_2d3d0f11d546	Proportion of Patients Meeting American College of Rheumatology 20 Response Criteria (ACR20) at 12weeks	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_16b54ed55ee9	work_title_proportion_of_patients_meeting_american_college_of_rheumatology_20	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_2d3d0f11d546__clinicaltrials_html__clinicaltrials.gov_study_nct00369928.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_2d3d0f11d546	Proportion of Patients Meeting American College of Rheumatology 20 Response Criteria (ACR20) at 12weeks	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_7979057fa65f	work_title_percentage_of_subjects_who_achieved_a_composite_p_gaps1_cpns2_resp	registry_record_full	registry_record	json	21534	data/cache/provenance_level5/sample_300/sr_333ef50a595e__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct02398188.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_333ef50a595e	Percentage of Subjects Who Achieved a Composite P-GAPS1/CPnS2 Response	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_b09223030da0	work_title_percentage_of_subjects_who_achieved_a_composite_p_gaps1_cpns2_resp	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_333ef50a595e__clinicaltrials_html__clinicaltrials.gov_study_nct02398188.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_333ef50a595e	Percentage of Subjects Who Achieved a Composite P-GAPS1/CPnS2 Response	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_edd108e19da2	work_title_percent_change_from_baseline_in_insulin_resistance_based_on_insuli	registry_record_full	registry_record	json	19563	data/cache/provenance_level5/sample_300/sr_368a7954cbb8__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct02530385.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_368a7954cbb8	Percent Change From Baseline in Insulin Resistance Based on Insulin-Stimulated Glucose Uptake (M) During Hyperinsulinemic Euglycemic Clamp	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_7eb852351430	work_title_percent_change_from_baseline_in_insulin_resistance_based_on_insuli	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_368a7954cbb8__clinicaltrials_html__clinicaltrials.gov_study_nct02530385.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_368a7954cbb8	Percent Change From Baseline in Insulin Resistance Based on Insulin-Stimulated Glucose Uptake (M) During Hyperinsulinemic Euglycemic Clamp	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_41ba127776d9	work_title_percentage_of_participants_with_a_menstrual_blood_loss_mbl_volume	registry_record_full	registry_record	json	213256	data/cache/provenance_level5/sample_300/sr_3c91b76d15f8__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct01817530.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_3c91b76d15f8	Percentage of Participants With a Menstrual Blood Loss (MBL) Volume of < 80 mL at the Final Month and a ≥ 50% Reduction in MBL Volume From Baseline to the Final Month	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_9819d63cb71a	work_title_percentage_of_participants_with_a_menstrual_blood_loss_mbl_volume	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_3c91b76d15f8__clinicaltrials_html__clinicaltrials.gov_study_nct01817530.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_3c91b76d15f8	Percentage of Participants With a Menstrual Blood Loss (MBL) Volume of < 80 mL at the Final Month and a ≥ 50% Reduction in MBL Volume From Baseline to the Final Month	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_161d982bbaff	work_title_annual_rate_of_change_in_lung_density	registry_record_full	registry_record	json	78114	data/cache/provenance_level5/sample_300/sr_3f9b6a09599c__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00261833.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_3f9b6a09599c	Annual Rate of Change in Lung Density	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_805356ab1bd0	work_title_annual_rate_of_change_in_lung_density	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_3f9b6a09599c__clinicaltrials_html__clinicaltrials.gov_study_nct00261833.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_3f9b6a09599c	Annual Rate of Change in Lung Density	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_efeddb15b4ff	work_title_log_transformed_log_28_day_seizure_rate_for_all_primary_generalize	registry_record_full	registry_record	json	90031	data/cache/provenance_level5/sample_300/sr_3fcd19c120b1__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct01747915.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_3fcd19c120b1	Log-transformed (Log) 28-day Seizure Rate for All Primary Generalized Tonic-Clonic (PGTC) Seizures During 12-Week Double-Blind Treatment Phase	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_6a095169d1f9	work_title_log_transformed_log_28_day_seizure_rate_for_all_primary_generalize	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_3fcd19c120b1__clinicaltrials_html__clinicaltrials.gov_study_nct01747915.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_3fcd19c120b1	Log-transformed (Log) 28-day Seizure Rate for All Primary Generalized Tonic-Clonic (PGTC) Seizures During 12-Week Double-Blind Treatment Phase	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_6f4dba264805	work_title_change_in_blood_carotenoid_status	registry_record_full	registry_record	json	55141	data/cache/provenance_level5/sample_300/sr_431a5e1736e3__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct03535844.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_431a5e1736e3	Change in Blood Carotenoid Status	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_7d66ebfbb64b	work_title_change_in_blood_carotenoid_status	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_431a5e1736e3__clinicaltrials_html__clinicaltrials.gov_study_nct03535844.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_431a5e1736e3	Change in Blood Carotenoid Status	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_a45b6e13b7ad	work_title_change_from_baseline_in_mean_number_of_days_per_week_with_at_least	registry_record_full	registry_record	json	84132	data/cache/provenance_level5/sample_300/sr_4420ad24a594__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct01309841.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_4420ad24a594	Change From Baseline in Mean Number of Days Per Week With at Least 1 SBM During Weeks 1 to 12	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_400f61230782	work_title_change_from_baseline_in_mean_number_of_days_per_week_with_at_least	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_4420ad24a594__clinicaltrials_html__clinicaltrials.gov_study_nct01309841.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_4420ad24a594	Change From Baseline in Mean Number of Days Per Week With at Least 1 SBM During Weeks 1 to 12	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_777c4bd8b8e6	work_title_the_composite_of_cerebral_ischemic_stroke_and_transient_ischemic_a	registry_record_full	registry_record	json	36333	data/cache/provenance_level5/sample_300/sr_4458f7fc086a__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct02796664.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_4458f7fc086a	The Composite of Cerebral Ischemic Stroke and Transient Ischemic Attack	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_cb906c3b7012	work_title_the_composite_of_cerebral_ischemic_stroke_and_transient_ischemic_a	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_4458f7fc086a__clinicaltrials_html__clinicaltrials.gov_study_nct02796664.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_4458f7fc086a	The Composite of Cerebral Ischemic Stroke and Transient Ischemic Attack	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_ad6ed08a8dcf	work_title_pcr_corrected_adequate_clinical_and_parasitological_response_acpr	registry_record_full	registry_record	json	48734	data/cache/provenance_level5/sample_300/sr_4871288bad74__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00422084.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_4871288bad74	PCR-Corrected Adequate Clinical and Parasitological Response (ACPR) Rate on Day 28	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_b88c0f3d9736	work_title_pcr_corrected_adequate_clinical_and_parasitological_response_acpr	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_4871288bad74__clinicaltrials_html__clinicaltrials.gov_study_nct00422084.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_4871288bad74	PCR-Corrected Adequate Clinical and Parasitological Response (ACPR) Rate on Day 28	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_d6616ec8dc10	work_title_progression_free_survival_pfs_following_treatment_with_tivantinib	registry_record_full	registry_record	json	111423	data/cache/provenance_level5/sample_300/sr_4b879765bfd6__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct01075048.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_4b879765bfd6	Progression-Free Survival (PFS) Following Treatment With Tivantinib (ARQ 197) in Combination With Irinotecan and Cetuximab in Participants With Metastatic Colorectal Cancer With Wild-Type K-ras Oncogene (KRAS) Who Have Received Front-Line Systemic Therapy	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_4a2ee8235799	work_title_progression_free_survival_pfs_following_treatment_with_tivantinib	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_4b879765bfd6__clinicaltrials_html__clinicaltrials.gov_study_nct01075048.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_4b879765bfd6	Progression-Free Survival (PFS) Following Treatment With Tivantinib (ARQ 197) in Combination With Irinotecan and Cetuximab in Participants With Metastatic Colorectal Cancer With Wild-Type K-ras Oncogene (KRAS) Who Have Received Front-Line Systemic Therapy	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_b2eea721cd05	work_title_time_required_for_intubation	registry_record_full	registry_record	json	27555	data/cache/provenance_level5/sample_300/sr_4c9b3024bcba__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00706823.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_4c9b3024bcba	Time Required for Intubation	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_c86540327b0e	work_title_time_required_for_intubation	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_4c9b3024bcba__clinicaltrials_html__clinicaltrials.gov_study_nct00706823.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_4c9b3024bcba	Time Required for Intubation	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_5cf3497d5dfb	work_title_occurrence_of_major_amputations_at_24_weeks_after_the_end_of_study	registry_record_full	registry_record	json	82378	data/cache/provenance_level5/sample_300/sr_4f77703173f7__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00596752.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_4f77703173f7	Occurrence of Major Amputations at 24 Weeks After the End of Study Drug Treatment	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
