attempt_id	source_id	access_id	attempt_group_id	attempt_order	resolver_name	resolver_version	resolver_strategy	candidate_rank	candidate_rank_reason	candidate_url	candidate_url_source	final_url	host	method	http_status	redirect_chain	cache_key	cache_hit_yn	retry_count	retry_after_seconds	content_type_header	content_type_sniffed	byte_count	sha256	local_path	source_byte_class	access_status	access_barrier	abstract_or_detail_text	paywall_or_login_seen	captcha_or_bot_block_seen	preprint_or_repository_candidate	license_url	license_category	storage_allowed	robots_status	tdm_policy_status	title_match_score	doi_match_score	author_year_match_score	identity_decision	identity_decision_reason	retrieval_method	retrieved_at	retrieved_by	decision	decision_reason	stop_reason	next_action	notes
att_9d6829ba7f1b	src_woodhoyprykechinaaiddataverse	acc_1bbbfd2a0269	ag_fe308026df34	1	stable_url	pilot_backfill_v1	stable_url	1	Seeded from existing source_access row; not a full resolver-ranked candidate.		source_access.tsv			local_file_check			e710ca222e64	true	0			zip	42722	d7841f69f45e03086cc1cbe23e0238389b4f5447294be157a3f3e657f9070a88	data/raw/corpus_candidates/political_science_unlock/dataverse/3VVWPL/3VVWPL.zip	supplement_file	local_file_found			false	false	false		unknown	true	not_checked	unknown				needs_review	Pilot backfill did not rerun candidate identity scoring.	existing_local_file		preexisting_pipeline_or_unknown	source_object_mirrored	Attempt has a local or downloaded value-bearing source object.	success	parse_or_verify	Generated from source_access rows for the 300-row pilot; future resolver runs should add one row per candidate route.
att_577cd2096849	src_tosh2024	acc_4c6ecf2ff3fc	ag_1fb1a9e77df5	2	stable_url	pilot_backfill_v1	stable_url	2	Seeded from existing source_access row; not a full resolver-ranked candidate.		source_access.tsv			local_file_check			241846b60920	true	0			csv	1085788	b98d3ef8c13cb1f7f01832761e17adafaa01728d2e50d839d07afbd6bb841eef	data/derived/effect_inflation_dataset/plot1_replication_pair_details.csv	dataset_file	local_file_found			false	false	false		unknown	true	not_checked	unknown				needs_review	Pilot backfill did not rerun candidate identity scoring.	existing_local_file		preexisting_pipeline_or_unknown	manual_review	Bytes exist but level-5 eligibility is not yet established.	needs_review	classify_source_object	Generated from source_access rows for the 300-row pilot; future resolver runs should add one row per candidate route.
att_b7a710a1e379	src_tyner2026	acc_706556435f5c	ag_1f8bd769b45f	2	stable_url	pilot_backfill_v1	stable_url	2	Seeded from existing source_access row; not a full resolver-ranked candidate.		source_access.tsv			local_file_check			d7b9ee131cfa	true	0			csv	4178869	1c791475a346fb37fc5ad7036c9a23911aa5c09de7ac9bdb287541373fff1edf	data/derived/effect_inflation_dataset/plot2_published_paper_details.csv	dataset_file	local_file_found			false	false	false		unknown	true	not_checked	unknown				needs_review	Pilot backfill did not rerun candidate identity scoring.	existing_local_file		preexisting_pipeline_or_unknown	manual_review	Bytes exist but level-5 eligibility is not yet established.	needs_review	classify_source_object	Generated from source_access rows for the 300-row pilot; future resolver runs should add one row per candidate route.
att_1285b157f35b	src_button2013	acc_e31028e9cfc9	ag_c113266131e2	1	stable_url	pilot_backfill_v1	stable_url	1	Seeded from existing source_access row; not a full resolver-ranked candidate.		source_access.tsv			local_file_check			b07c454449ec	true	0			csv	9921908	d66c2a74d4c5538150621d178363a966c30037282fb00f5589891dc7939fdcd8	data/derived/corpus_candidates/candidate_d_n_papers.csv	dataset_file	local_file_found			false	false	false		unknown	true	not_checked	unknown				needs_review	Pilot backfill did not rerun candidate identity scoring.	existing_local_file		preexisting_pipeline_or_unknown	manual_review	Bytes exist but level-5 eligibility is not yet established.	needs_review	classify_source_object	Generated from source_access rows for the 300-row pilot; future resolver runs should add one row per candidate route.
att_2e48ddfead13	src_tosh2024	acc_08fbd052d6f4	ag_1fb1a9e77df5	3	stable_url	pilot_backfill_v1	stable_url	3	Seeded from existing source_access row; not a full resolver-ranked candidate.		source_access.tsv			local_file_check			2233e3b36f67	true	0			csv	9921908	d66c2a74d4c5538150621d178363a966c30037282fb00f5589891dc7939fdcd8	data/derived/corpus_candidates/candidate_d_n_papers.csv	dataset_file	local_file_found			false	false	false		unknown	true	not_checked	unknown				needs_review	Pilot backfill did not rerun candidate identity scoring.	existing_local_file		preexisting_pipeline_or_unknown	manual_review	Bytes exist but level-5 eligibility is not yet established.	needs_review	classify_source_object	Generated from source_access rows for the 300-row pilot; future resolver runs should add one row per candidate route.
att_524b7bab2f87	src_motyl2017state	acc_34066047d272	ag_d2c1e461c7aa	1	stable_url	pilot_backfill_v1	stable_url	1	Seeded from existing source_access row; not a full resolver-ranked candidate.		source_access.tsv			local_file_check			0aa39b67c978	true	0			csv	9921908	d66c2a74d4c5538150621d178363a966c30037282fb00f5589891dc7939fdcd8	data/derived/corpus_candidates/candidate_d_n_papers.csv	dataset_file	local_file_found			false	false	false		unknown	true	not_checked	unknown				needs_review	Pilot backfill did not rerun candidate identity scoring.	existing_local_file		preexisting_pipeline_or_unknown	manual_review	Bytes exist but level-5 eligibility is not yet established.	needs_review	classify_source_object	Generated from source_access rows for the 300-row pilot; future resolver runs should add one row per candidate route.
att_5be11f9ee49c	src_bosco2020metabus	acc_955ee95804a2	ag_37c2380a41b5	2	stable_url	pilot_backfill_v1	stable_url	2	Seeded from existing source_access row; not a full resolver-ranked candidate.		source_access.tsv			local_file_check			b4ccc853f09f	true	0			csv	4178869	1c791475a346fb37fc5ad7036c9a23911aa5c09de7ac9bdb287541373fff1edf	data/derived/effect_inflation_dataset/plot2_published_paper_details.csv	dataset_file	local_file_found			false	false	false		unknown	true	not_checked	unknown				needs_review	Pilot backfill did not rerun candidate identity scoring.	existing_local_file		preexisting_pipeline_or_unknown	manual_review	Bytes exist but level-5 eligibility is not yet established.	needs_review	classify_source_object	Generated from source_access rows for the 300-row pilot; future resolver runs should add one row per candidate route.
att_4a97c21c1459	src_motyl2017state	acc_6e9aff6ea42d	ag_d2c1e461c7aa	2	stable_url	pilot_backfill_v1	stable_url	2	Seeded from existing source_access row; not a full resolver-ranked candidate.		source_access.tsv			local_file_check			0ea883fb25b3	true	0			csv	4178869	1c791475a346fb37fc5ad7036c9a23911aa5c09de7ac9bdb287541373fff1edf	data/derived/effect_inflation_dataset/plot2_published_paper_details.csv	dataset_file	local_file_found			false	false	false		unknown	true	not_checked	unknown				needs_review	Pilot backfill did not rerun candidate identity scoring.	existing_local_file		preexisting_pipeline_or_unknown	manual_review	Bytes exist but level-5 eligibility is not yet established.	needs_review	classify_source_object	Generated from source_access rows for the 300-row pilot; future resolver runs should add one row per candidate route.
att_e59a09c8f985	src_bergmann2018metalab	acc_a117f6b34f9f	ag_eb6449ae84bb	1	stable_url	pilot_backfill_v1	stable_url	1	Seeded from existing source_access row; not a full resolver-ranked candidate.		source_access.tsv			local_file_check			06f0b554f124	true	0			csv	4178869	1c791475a346fb37fc5ad7036c9a23911aa5c09de7ac9bdb287541373fff1edf	data/derived/effect_inflation_dataset/plot2_published_paper_details.csv	dataset_file	local_file_found			false	false	false		unknown	true	not_checked	unknown				needs_review	Pilot backfill did not rerun candidate identity scoring.	existing_local_file		preexisting_pipeline_or_unknown	manual_review	Bytes exist but level-5 eligibility is not yet established.	needs_review	classify_source_object	Generated from source_access rows for the 300-row pilot; future resolver runs should add one row per candidate route.
att_b706d2a99773	src_kuhberger2014publicationbias	acc_243241970d60	ag_98d50996cfb0	1	stable_url	pilot_backfill_v1	stable_url	1	Seeded from existing source_access row; not a full resolver-ranked candidate.		source_access.tsv			local_file_check			9023b12c741a	true	0			csv	9921908	d66c2a74d4c5538150621d178363a966c30037282fb00f5589891dc7939fdcd8	data/derived/corpus_candidates/candidate_d_n_papers.csv	dataset_file	local_file_found			false	false	false		unknown	true	not_checked	unknown				needs_review	Pilot backfill did not rerun candidate identity scoring.	existing_local_file		preexisting_pipeline_or_unknown	manual_review	Bytes exist but level-5 eligibility is not yet established.	needs_review	classify_source_object	Generated from source_access rows for the 300-row pilot; future resolver runs should add one row per candidate route.
att_02854c37efbc	src_bergmann2018metalab	acc_ce0eea488afa	ag_eb6449ae84bb	2	stable_url	pilot_backfill_v1	stable_url	2	Seeded from existing source_access row; not a full resolver-ranked candidate.		source_access.tsv			local_file_check			e2f301780969	true	0			csv	9921908	d66c2a74d4c5538150621d178363a966c30037282fb00f5589891dc7939fdcd8	data/derived/corpus_candidates/candidate_d_n_papers.csv	dataset_file	local_file_found			false	false	false		unknown	true	not_checked	unknown				needs_review	Pilot backfill did not rerun candidate identity scoring.	existing_local_file		preexisting_pipeline_or_unknown	manual_review	Bytes exist but level-5 eligibility is not yet established.	needs_review	classify_source_object	Generated from source_access rows for the 300-row pilot; future resolver runs should add one row per candidate route.
att_0ffd8dfc5e42	src_errington2021	acc_60722000a1f2	ag_5a312244313a	1	stable_url	pilot_backfill_v1	stable_url	1	Seeded from existing source_access row; not a full resolver-ranked candidate.		source_access.tsv			local_file_check			864ac627cde2	true	0			csv	1546005	dc666693fdaa9f58f0b1101f835dd9a33da3522ef78d4f2a50dd7e99d179de46	data/derived/replication_pairs/replication_pairs_all_on_hand.csv	dataset_file	local_file_found			false	false	false		unknown	true	not_checked	unknown				needs_review	Pilot backfill did not rerun candidate identity scoring.	existing_local_file		preexisting_pipeline_or_unknown	manual_review	Bytes exist but level-5 eligibility is not yet established.	needs_review	classify_source_object	Generated from source_access rows for the 300-row pilot; future resolver runs should add one row per candidate route.
att_e72210e318f0	src_yun2024llmextraction	acc_bfd3ba4b82f0	ag_b7fc975ba07f	1	stable_url	pilot_backfill_v1	stable_url	1	Seeded from existing source_access row; not a full resolver-ranked candidate.		source_access.tsv			local_file_check			fdbfff56a248	true	0			csv	9921908	d66c2a74d4c5538150621d178363a966c30037282fb00f5589891dc7939fdcd8	data/derived/corpus_candidates/candidate_d_n_papers.csv	dataset_file	local_file_found			false	false	false		unknown	true	not_checked	unknown				needs_review	Pilot backfill did not rerun candidate identity scoring.	existing_local_file		preexisting_pipeline_or_unknown	manual_review	Bytes exist but level-5 eligibility is not yet established.	needs_review	classify_source_object	Generated from source_access rows for the 300-row pilot; future resolver runs should add one row per candidate route.
att_904c440b2d6c	src_linden2024publicationbiaspsychology	acc_c001ba98ffa4	ag_9738eeb14426	1	stable_url	pilot_backfill_v1	stable_url	1	Seeded from existing source_access row; not a full resolver-ranked candidate.		source_access.tsv			local_file_check			65b5e503d5a7	true	0			csv	9921908	d66c2a74d4c5538150621d178363a966c30037282fb00f5589891dc7939fdcd8	data/derived/corpus_candidates/candidate_d_n_papers.csv	dataset_file	local_file_found			false	false	false		unknown	true	not_checked	unknown				needs_review	Pilot backfill did not rerun candidate identity scoring.	existing_local_file		preexisting_pipeline_or_unknown	manual_review	Bytes exist but level-5 eligibility is not yet established.	needs_review	classify_source_object	Generated from source_access rows for the 300-row pilot; future resolver runs should add one row per candidate route.
att_2ede5d30366f	src_tyner2026	acc_836393e43a35	ag_1f8bd769b45f	3	stable_url	pilot_backfill_v1	stable_url	3	Seeded from existing source_access row; not a full resolver-ranked candidate.		source_access.tsv			local_file_check			493b3871aaf8	true	0			csv	1085788	b98d3ef8c13cb1f7f01832761e17adafaa01728d2e50d839d07afbd6bb841eef	data/derived/effect_inflation_dataset/plot1_replication_pair_details.csv	dataset_file	local_file_found			false	false	false		unknown	true	not_checked	unknown				needs_review	Pilot backfill did not rerun candidate identity scoring.	existing_local_file		preexisting_pipeline_or_unknown	manual_review	Bytes exist but level-5 eligibility is not yet established.	needs_review	classify_source_object	Generated from source_access rows for the 300-row pilot; future resolver runs should add one row per candidate route.
att_dfe1f5af0493	src_olsson2023publicationbias	acc_c82cc0154174	ag_3e07ec07a021	1	stable_url	pilot_backfill_v1	stable_url	1	Seeded from existing source_access row; not a full resolver-ranked candidate.		source_access.tsv			local_file_check			7c4331f27d23	true	0			csv	9921908	d66c2a74d4c5538150621d178363a966c30037282fb00f5589891dc7939fdcd8	data/derived/corpus_candidates/candidate_d_n_papers.csv	dataset_file	local_file_found			false	false	false		unknown	true	not_checked	unknown				needs_review	Pilot backfill did not rerun candidate identity scoring.	existing_local_file		preexisting_pipeline_or_unknown	manual_review	Bytes exist but level-5 eligibility is not yet established.	needs_review	classify_source_object	Generated from source_access rows for the 300-row pilot; future resolver runs should add one row per candidate route.
att_aab23fa3bb26	src_klein2018	acc_95d516eb65a0	ag_fd0e1ac737a2	1	stable_url	pilot_backfill_v1	stable_url	1	Seeded from existing source_access row; not a full resolver-ranked candidate.		source_access.tsv			local_file_check			79d491cd349e	true	0			csv	1085788	b98d3ef8c13cb1f7f01832761e17adafaa01728d2e50d839d07afbd6bb841eef	data/derived/effect_inflation_dataset/plot1_replication_pair_details.csv	dataset_file	local_file_found			false	false	false		unknown	true	not_checked	unknown				needs_review	Pilot backfill did not rerun candidate identity scoring.	existing_local_file		preexisting_pipeline_or_unknown	manual_review	Bytes exist but level-5 eligibility is not yet established.	needs_review	classify_source_object	Generated from source_access rows for the 300-row pilot; future resolver runs should add one row per candidate route.
att_c7e70d0795bc	src_internalkerschbaumerphaseiiiiirheumatology	acc_657710719430	ag_2e85f33a3048	1	stable_url	pilot_backfill_v1	stable_url	1	Seeded from existing source_access row; not a full resolver-ranked candidate.		source_access.tsv			local_file_check			3201a104decf	true	0			csv	1085788	b98d3ef8c13cb1f7f01832761e17adafaa01728d2e50d839d07afbd6bb841eef	data/derived/effect_inflation_dataset/plot1_replication_pair_details.csv	dataset_file	local_file_found			false	false	false		unknown	true	not_checked	unknown				needs_review	Pilot backfill did not rerun candidate identity scoring.	existing_local_file		preexisting_pipeline_or_unknown	manual_review	Bytes exist but level-5 eligibility is not yet established.	needs_review	classify_source_object	Generated from source_access rows for the 300-row pilot; future resolver runs should add one row per candidate route.
att_1544ca84dd38	src_soto2019loopr	acc_2504e92784a8	ag_ef359f74e57c	1	stable_url	pilot_backfill_v1	stable_url	1	Seeded from existing source_access row; not a full resolver-ranked candidate.		source_access.tsv			local_file_check			6c05c5272efd	true	0			csv	1546005	dc666693fdaa9f58f0b1101f835dd9a33da3522ef78d4f2a50dd7e99d179de46	data/derived/replication_pairs/replication_pairs_all_on_hand.csv	dataset_file	local_file_found			false	false	false		unknown	true	not_checked	unknown				needs_review	Pilot backfill did not rerun candidate identity scoring.	existing_local_file		preexisting_pipeline_or_unknown	manual_review	Bytes exist but level-5 eligibility is not yet established.	needs_review	classify_source_object	Generated from source_access rows for the 300-row pilot; future resolver runs should add one row per candidate route.
att_19de22c79062	src_ito2018eyewitnesstencountries	acc_392a3a7068d9	ag_3f653c5d3ff7	1	stable_url	pilot_backfill_v1	stable_url	1	Seeded from existing source_access row; not a full resolver-ranked candidate.		source_access.tsv			local_file_check			bad060d3f4de	true	0			csv	1085788	b98d3ef8c13cb1f7f01832761e17adafaa01728d2e50d839d07afbd6bb841eef	data/derived/effect_inflation_dataset/plot1_replication_pair_details.csv	dataset_file	local_file_found			false	false	false		unknown	true	not_checked	unknown				needs_review	Pilot backfill did not rerun candidate identity scoring.	existing_local_file		preexisting_pipeline_or_unknown	manual_review	Bytes exist but level-5 eligibility is not yet established.	needs_review	classify_source_object	Generated from source_access rows for the 300-row pilot; future resolver runs should add one row per candidate route.
att_7dc2c8b6115c	src_collaboration2015	acc_16883b29fd49	ag_6d37298647c0	1	stable_url	pilot_backfill_v1	stable_url	1	Seeded from existing source_access row; not a full resolver-ranked candidate.		source_access.tsv			local_file_check			83c4c5a3e587	true	0			csv	1085788	b98d3ef8c13cb1f7f01832761e17adafaa01728d2e50d839d07afbd6bb841eef	data/derived/effect_inflation_dataset/plot1_replication_pair_details.csv	dataset_file	local_file_found			false	false	false		unknown	true	not_checked	unknown				needs_review	Pilot backfill did not rerun candidate identity scoring.	existing_local_file		preexisting_pipeline_or_unknown	manual_review	Bytes exist but level-5 eligibility is not yet established.	needs_review	classify_source_object	Generated from source_access rows for the 300-row pilot; future resolver runs should add one row per candidate route.
att_97b9ac8ecbec	src_collaboration2015	acc_73c5c186136c	ag_6d37298647c0	2	stable_url	pilot_backfill_v1	stable_url	2	Seeded from existing source_access row; not a full resolver-ranked candidate.		source_access.tsv			local_file_check			bb1c9d33fe54	true	0			csv	1546005	dc666693fdaa9f58f0b1101f835dd9a33da3522ef78d4f2a50dd7e99d179de46	data/derived/replication_pairs/replication_pairs_all_on_hand.csv	dataset_file	local_file_found			false	false	false		unknown	true	not_checked	unknown				needs_review	Pilot backfill did not rerun candidate identity scoring.	existing_local_file		preexisting_pipeline_or_unknown	manual_review	Bytes exist but level-5 eligibility is not yet established.	needs_review	classify_source_object	Generated from source_access rows for the 300-row pilot; future resolver runs should add one row per candidate route.
att_9813da4ad33d	src_boyce2023studentreplication	acc_3418deef355d	ag_b8a66357054a	1	stable_url	pilot_backfill_v1	stable_url	1	Seeded from existing source_access row; not a full resolver-ranked candidate.		source_access.tsv			local_file_check			f3057057854e	true	0			csv	1546005	dc666693fdaa9f58f0b1101f835dd9a33da3522ef78d4f2a50dd7e99d179de46	data/derived/replication_pairs/replication_pairs_all_on_hand.csv	dataset_file	local_file_found			false	false	false		unknown	true	not_checked	unknown				needs_review	Pilot backfill did not rerun candidate identity scoring.	existing_local_file		preexisting_pipeline_or_unknown	manual_review	Bytes exist but level-5 eligibility is not yet established.	needs_review	classify_source_object	Generated from source_access rows for the 300-row pilot; future resolver runs should add one row per candidate route.
att_d85f68cee52c	src_zhang2025clinifact	acc_35c6b26a456a	ag_69a40b55ab5a	2	stable_url	pilot_backfill_v1	stable_url	2	Seeded from existing source_access row; not a full resolver-ranked candidate.		source_access.tsv			local_file_check			651af1a3a679	true	0			csv	4178869	1c791475a346fb37fc5ad7036c9a23911aa5c09de7ac9bdb287541373fff1edf	data/derived/effect_inflation_dataset/plot2_published_paper_details.csv	dataset_file	local_file_found			false	false	false		unknown	true	not_checked	unknown				needs_review	Pilot backfill did not rerun candidate identity scoring.	existing_local_file		preexisting_pipeline_or_unknown	manual_review	Bytes exist but level-5 eligibility is not yet established.	needs_review	classify_source_object	Generated from source_access rows for the 300-row pilot; future resolver runs should add one row per candidate route.
att_7539812441e7	src_schaefer2019meaningfulness	acc_1b566ac4d73e	ag_1fe8d1e97be8	2	stable_url	pilot_backfill_v1	stable_url	2	Seeded from existing source_access row; not a full resolver-ranked candidate.		source_access.tsv			local_file_check			2f77d5cc0841	true	0			csv	4178869	1c791475a346fb37fc5ad7036c9a23911aa5c09de7ac9bdb287541373fff1edf	data/derived/effect_inflation_dataset/plot2_published_paper_details.csv	dataset_file	local_file_found			false	false	false		unknown	true	not_checked	unknown				needs_review	Pilot backfill did not rerun candidate identity scoring.	existing_local_file		preexisting_pipeline_or_unknown	manual_review	Bytes exist but level-5 eligibility is not yet established.	needs_review	classify_source_object	Generated from source_access rows for the 300-row pilot; future resolver runs should add one row per candidate route.
