candidate_disposition_id	candidate_id	candidate_name	manifest_path	candidate_route	route_decision	final_row_status	final_row_reason	promoted_result_option_count	held_result_option_count	value_scanned_result_option_count	current_root_pair_ids	current_root_source_datasets	source_url_count	mirrored_source_count	mirror_errors	next_action
row_disposition_f28aa52ea1da6e64	api_candidate_33fc74a340d30a53	unresolved original target -> Investigation of direct replication techniques on periodic multilayers	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	1		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_c3c5ea1149213018	api_candidate_77398a2c8e043ed1	Mortality Salience Effect With and Without Original Author Involvement -> Many Labs 4: Failure to Replicate Mortality Salience Effect With and Without Original Author Involvement	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_exact_pair_result_unless_new_outcome_or_new_source_family.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_exact_pair_result_unless_new_outcome_or_new_source_family.
row_disposition_3d09b1b0e312b44a	api_candidate_6a194b695bb9593a	Oxytocin Effects on Trust -> Failed Replication of Oxytocin Effects on Trust: The Envelope Task Case	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_48321f50417489a1	Individual replication paper value scan	0	0		
row_disposition_a2dec24cbee83992	api_candidate_08e65261327b34f0	unresolved original target -> Supplemental Material for When Both the Original Study and Its Failed Replication Are Correct: Feeling Observed Eliminates the Facial-Feedback Effect	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_seed_or_non_pair	Search hit is a review/methodology/supplement/context item, not an individual original-vs-replication result pair.	0	0	0			0	0		
row_disposition_5f553837450ed809	api_candidate_103a002c9f30029a	unresolved original target -> Early COVID-19 Interventions Failed to Replicate 1918 St. Louis vs. Philadelphia Outcomes in the United States	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_d009b33f8a466de4	api_candidate_b6164c6515777459	unresolved original target -> Infants' understanding of solidity: Replicating a failure to replicate	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	1		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_8007ffd5750725af	api_candidate_431e61f1075c1e4b	unresolved original target -> Candidate Gene Studies of a Promising Intermediate Phenotype: Failure to Replicate	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_eb113ca17293652e	api_candidate_ac518393f5f3ba70	unresolved original target -> The CASA theory no longer applies to desktop computers	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_1055a7a015df309d	api_candidate_d69512d607ea08f3	authentic pedagogy -> Quality of pedagogy and student achievement: multi-level replication of authentic pedagogy	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_after_value_scan	retain_as_native_or_context_source_not_current_figure1_row	0	1	1			0	0		
row_disposition_6afb4f61b77137d8	api_candidate_7f3b70fe52767bc4	the Effect of Product Size on Status Signaling -> Super-Size Me: An Unsuccessful Preregistered Replication of the Effect of Product Size on Status Signaling	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_1b8cd026a5c08362|fig1_pair_83a777c13b99494a|fig1_pair_c0ca281bbd3da1e5|fig1_pair_dbbbd144d697b4ce	FReD filtered pair table	0	0		
row_disposition_9e16151c62164d94	api_candidate_79aefba4508adf98	Measurement Invariance for Registered Reports -> Visualizemi: Visualization, Effect Size, and Replication of Measurement Invariance for Registered Reports	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_seed_or_non_pair	Search hit is a review/methodology/supplement/context item, not an individual original-vs-replication result pair.	0	0	0			0	0		
row_disposition_9a951ce40bef40af	api_candidate_21b882b2a3dc29de	the linguistic frame effect on perceived blame and financial liability -> Preregistered direct replication of the linguistic frame effect on perceived blame and financial liability	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_030e22d3cc99371a|fig1_pair_0ef063a84e329f7b|fig1_pair_1c2370e84fe33ac2|fig1_pair_1ed3a5d797fe78b7|fig1_pair_5ac42add6cce8205|fig1_pair_b39698ee4a817624	Linguistic frame liability clean csvs	1	0	http_error_403	
row_disposition_5810cdedb0b187f7	api_candidate_ffd55078d3e1ef53	unresolved original target -> Is spacing really the â€œfriend of inductionâ€?	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_edad9df532d82302	Individual replication paper value scan	0	0		
row_disposition_9441be5806a3e79b	api_candidate_b9cdb8cc6a76d362	Messenger Et al. (2012) -> Is Passive Priming Really Impervious to Verb Semantics? A High-Powered Replication of Messenger Et al. (2012)	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_after_value_scan	retain_as_native_or_context_source_not_current_figure1_row	0	1	1			0	0		
row_disposition_1ba04bd4f21a3759	api_candidate_8b4783f7bcaa81ab	unresolved original target -> “Watching Eyes” Do Not Strengthen the Behavioral Intention of Donating Blood: A High-Powered Pre-registered Replication Study	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_ebb0bf400954b7e2	api_candidate_d98ff50dae1e74e4	unresolved original target -> Letters to our Future Selves? High-Powered Replication Attempts Question Effects on Future Orientation, Delinquent Decisions, and Risky Investments	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	0	http_error_403	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_67ee423011b2199c	api_candidate_65131b7d7b541cd5	unresolved original target -> The effect of transcranial direct current stimulation on the interplay between executive control, behavioral variability and mind wandering: A registered report	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_3339dfa24ac1a332	api_candidate_1558aa984b33c59b	unresolved original target -> Conservatives and liberals have similar physiological responses to threats	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_5e5510168691bfdb	api_candidate_26a8e5e1bcbf5dec	unresolved original target -> The tainted altruism effect: a successful pre-registered replication	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_2f346f92441d0a35	api_candidate_de98537749100357	unresolved original target -> Can race really be erased? A pre-registered replication study	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_5abd7d79532eea8b	api_candidate_42be8d177b91d04f	unresolved original target -> A minor role for hemispheric specialization in determining pseudoneglect: A pre-registered replication-extension study	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_9359e456e5e7aa8a	api_candidate_2eda47acdf45e76c	unresolved original target -> Measuring the crowd within again: a pre-registered replication study	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_07cd00eb58aa0667	api_candidate_35c434b56bea3ba8	unresolved original target -> Darwinian Grandparenting Redux: a Pre-registered Replication and Extension	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_480571646c33ec54	api_candidate_fbc648c4fc928c00	Previous Studies -> Convergence in the Bilingual Lexicon: A Pre-registered Replication of Previous Studies	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	retain_as_native_or_context_source_not_current_figure1_row	0	1	1			1	1		
row_disposition_dac618f8dd93195b	api_candidate_848d5160a722eead	unresolved original target -> Corrigendum: Measuring the crowd within again: a pre-registered replication study	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	1		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_979196b4ed19f667	api_candidate_238b0a0c1fcb9a1d	unresolved original target -> Social memory in children from urban and rural Mozambique: A pre-registered replication study	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	1		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_d5b0b7a2722b27f3	api_candidate_9a6b74a967e69dba	of Weissman, D. H., Jiang, J., &amp; Egner, T. (2014). Determinants of congruency sequence effects without learning and memory confounds -> Registered Replication Report of Weissman, D. H., Jiang, J., &amp; Egner, T. (2014). Determinants of congruency sequence effects without learning and memory confounds	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_after_value_scan	retain_as_native_or_context_source_not_current_figure1_row	0	1	1			0	0		
row_disposition_861c53c10d0a5b1c	api_candidate_94fcbe230fe854a6	unresolved original target -> Making replication mainstream	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_seed_or_non_pair	Search hit is a review/methodology/supplement/context item, not an individual original-vs-replication result pair.	0	0	0			0	0		
row_disposition_79e9252fdf022b18	api_candidate_810171915e0f8ccd	of Kahneman and Tversky (1973) -> The Representativeness Heuristic Revisited: Registered Replication Report of Kahneman and Tversky (1973)	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_after_value_scan	recheck_after_stage2_results_are_published	0	1	1			0	0		
row_disposition_e39bf1fd56ee1aa9	api_candidate_0918fe9a9ed68143	unresolved original target -> Reflection on the Smiling Registered Replication Report	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	0	http_error_403	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_70b7fe6c73e6d640	api_candidate_719b82dee55c4342	unresolved original target -> Philosophy of science and the replicability crisis	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_seed_or_non_pair	Search hit is a review/methodology/supplement/context item, not an individual original-vs-replication result pair.	0	0	0			0	0		
row_disposition_023ae09122b992d5	api_candidate_531902e0a39b1d8c	unresolved original target -> Actor-observer asymmetries in explanations of behavior: New answers to an old question.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_19546350fa34f2c9	api_candidate_4744525157c37154	unresolved original target -> Replicator degrees of freedom allow publication of misleading failures to replicate	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			7	5	http_error_403	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_c57cc5db5e6fd863	api_candidate_9284ea61ff36814f	unresolved original target -> No Evidence That Experiencing Physical Warmth Promotes Interpersonal Warmth	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_84ae5b6f75f33291|fig1_pair_91a0019783508f95	Individual replication paper value scan	0	0		
row_disposition_0170a06d2bb55254	api_candidate_ddd51f6a6a2663b8	unresolved original target -> Lack of Associations between Female Hormone Levels and Visuospatial Working Memory, Divided Attention and Cognitive Bias across Two Consecutive Menstrual Cycles	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_83cbdd0798f7a3cb	api_candidate_cb9a052960492641	unresolved original target -> Failing the Future: Three Unsuccessful Attempts to Replicate Bem's ‘Retroactive Facilitation of Recall’ Effect	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_3212a5f9117f1e44	Individual replication paper value scan	0	0		
row_disposition_61c38af30aa363ca	api_candidate_437584f7c9708c81	unresolved original target -> Unsuccessful attempts to replicate effects of self control operations and glucose on ego-depletion pose an interesting research question that demands explanation	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_1b9609b9a94959f1	api_candidate_36fbd2b47e30afcd	unresolved original target -> Three Attempts to Replicate the Behavioral Sunk‐Cost Effect: A Note on Cunha and Caldieraro (2009)	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_2e9c406b3d5e6743	api_candidate_f5d329c70f4f290b	unresolved original target -> Breakthrough or One-Hit Wonder?	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	0	http_error_403	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_cf27cadfdae393aa	api_candidate_6287214392755e51	Xu and Tenenbaum (2007b). -> Understanding the effect of social context on learning: A replication of Xu and Tenenbaum (2007b).	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_after_value_scan	manual_acquisition_if_native_learning_effects_are_in_scope	0	1	1			0	0		
row_disposition_f21739fa7f22755d	api_candidate_54bfbb526f90ed02	Bargh and Shalev (2012). -> Can physical warmth (or coldness) predict trait loneliness? A replication of Bargh and Shalev (2012).	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_ef80ab0f1baee360	FReD filtered pair table	0	0		
row_disposition_48766a84d92f7e84	api_candidate_cbbcd2d203411342	unresolved original target -> Revisiting the decoy effect: replication and extension of Ariely and Wallsten (1995) and Connolly, Reb, and Kausel (2013)	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_15c24aafa5b48250|fig1_pair_eeac2ccd7cc2a71c	FReD filtered pair table	0	0		
row_disposition_b6efe52aa1eb9c8c	api_candidate_6babb48338f16a8a	unresolved original target -> Effects of Preferred versus Nonpreferred Music on Bench Press Performance	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_9e74d7177e7d3ed7	api_candidate_a6531c0216f61f31	genome-wide association studies (GWAS) loci for fasting plasma glucose in African-Americans -> Replication of genome-wide association studies (GWAS) loci for fasting plasma glucose in African-Americans	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	retain_as_native_or_context_source_not_current_figure1_row	0	1	1			5	5		
row_disposition_bdc9cb8050ccae0b	api_candidate_a848f855bce57e2b	over 180 Genetic Associations with Self-Reported Medical Data -> Efficient Replication of over 180 Genetic Associations with Self-Reported Medical Data	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	retain_as_native_or_context_source_not_current_figure1_row	0	1	1			11	9	URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1035)>|URLError: <urlopen error timed out>	
row_disposition_f1ab2bf6c1f56632	api_candidate_dd966219198c26d2	unresolved original target -> Episodic memory improvements due to noninvasive stimulation targeting the cortical–hippocampal network: A replication and extension experiment	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_a3e66c7ba14f4501	api_candidate_786cc2f5ecc3de84	Bock, Loebell and Morey (1992) -> The effect of animacy on structural Priming: A replication of Bock, Loebell and Morey (1992)	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_after_value_scan	retain_as_native_or_context_source_not_current_figure1_row	0	1	1			0	0		
row_disposition_df314ca02a248478	api_candidate_0921978f51da17da	unresolved original target -> Does Social Exclusion Improve Detection of Real and Fake Smiles? A Replication Study	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_2b21ee6ceac708d5	api_candidate_c49eb133d5977b06	Rabbitt (1968) Experiment 2 -> Recall of Speech is Impaired by Subsequent Masking Noise: A Replication of Rabbitt (1968) Experiment 2	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_source_blocked_or_manual_acquisition	manual_acquisition_of_rabbitt_1968_original_or_authoritative_table_with_original_n	0	1	1			0	0		manual_acquisition_of_rabbitt_1968_original_or_authoritative_table_with_original_n
row_disposition_d9ecd26341a6ae04	api_candidate_28c2fe1d602af67c	“citizens' blame of politicians for public service failure -> A cross‐cultural replication of “citizens' blame of politicians for public service failure: Experimental evidence about blame reduction through delegation and contracting”	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_in_root_table	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_304a6225a7511f02|fig1_pair_3418f2fa77f0ab81|fig1_pair_5b669e817c3bdbd9|fig1_pair_6354aa74af5614df|fig1_pair_d66726faa5655a34|fig1_pair_d7b61fe17b5d3f7e|fig1_pair_e449a6987f62689e|fig1_pair_e60370d4575fe9c3|fig1_pair_edd654024fc8eea9	Public-admin blame Wiley table reconstruction	0	0		
row_disposition_6e928f375fc91a43	api_candidate_e224769ca5daf536	unresolved original target -> Mixed findings in directly replicated experimental studies on fake news	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_938d1c8615419cb0	api_candidate_5820a95a7334907e	unresolved original target -> “I Remember Having Chicken Pox at Age 3”: How Can Age Manipulations Affect One’s Earliest Childhood Memories?	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			5	3	http_error_403	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
