candidate_id	candidate_name	route_type	candidate_route	worklist_path	source_url	final_url	mirror_status	error_or_blocker	content_type	byte_count	sha256	local_path	retrieval_method	created_at
IND-025	5-HTTLPR stress-depression gene-by-environment effect	route_to_native_only_extraction	native_only	steps/individual_replication_papers/figure1/individual-paper-worklist-native-only.tsv	https://doi.org/10.1126/science.1083968	https://www.science.org/doi/10.1126/science.1083968?cookieSet=1	failed	http_error_403	text/html; charset=UTF-8	0			python_urllib_user_agent	2026-05-05T00:00:00
IND-025	5-HTTLPR stress-depression gene-by-environment effect	route_to_native_only_extraction	native_only	steps/individual_replication_papers/figure1/individual-paper-worklist-native-only.tsv	https://doi.org/10.1038/mp.2017.44	https://www.nature.com/articles/mp201744?error=cookies_not_supported&code=3a0fdea9-dcd1-409c-85ad-6baa250afce7	mirrored		"text/html; charset=""UTF-8"""	635952	ca96a277a45d39f4d0ec634d0d8d7441599522b9392158a11dbe820c7d69730d	data/raw/replication_projects/individual_search_batch001/IND-025/02_www_nature_com_articles_mp201744_error_cookies_not_supported_code_3a0fde_ca96a277a45d.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_9db26ff9b8058473	Effects on Social and Food Judgments -> Priming of Social Distance? Failure to Replicate Effects on Social and Food Judgments	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0042510&type=printable	https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0042510&type=printable	mirrored		application/pdf	251094	6c57bac0ed58f662b44fa54cec8a89f8842db142886e3b68627081982577d01f	data/raw/replication_projects/individual_search_batch001/api_candidate_9db26ff9b8058473/01_journals_plos_org_plosone_article_file_id_10_1371_journal_pone_0042510_t_6c57bac0ed58.pdf	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_9db26ff9b8058473	Effects on Social and Food Judgments -> Priming of Social Distance? Failure to Replicate Effects on Social and Food Judgments	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://doi.org/10.1371/journal.pone.0042510	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0042510	mirrored		text/html;charset=UTF-8	161472	b6712e218027cf4d0b296c63ea60b11df276873692fa429ed94abc4be6fdbf1e	data/raw/replication_projects/individual_search_batch001/api_candidate_9db26ff9b8058473/02_journals_plos_org_plosone_article_id_10_1371_journal_pone_0042510_b6712e218027.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_9db26ff9b8058473	Effects on Social and Food Judgments -> Priming of Social Distance? Failure to Replicate Effects on Social and Food Judgments	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://pubmed.ncbi.nlm.nih.gov/22952597	https://pubmed.ncbi.nlm.nih.gov/22952597/	mirrored		text/html; charset=utf-8	158823	586846f50ecf5ebf549a151c2fabb468f0bf22371428bc681bc3d29d0f2b80e8	data/raw/replication_projects/individual_search_batch001/api_candidate_9db26ff9b8058473/03_pubmed_ncbi_nlm_nih_gov_22952597_586846f50ecf.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_9db26ff9b8058473	Effects on Social and Food Judgments -> Priming of Social Distance? Failure to Replicate Effects on Social and Food Judgments	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.776.7525	http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.776.7525	failed	URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1035)>		0			python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_9db26ff9b8058473	Effects on Social and Food Judgments -> Priming of Social Distance? Failure to Replicate Effects on Social and Food Judgments	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0042510	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0042510	mirrored		text/html;charset=UTF-8	161472	b6712e218027cf4d0b296c63ea60b11df276873692fa429ed94abc4be6fdbf1e	data/raw/replication_projects/individual_search_batch001/api_candidate_9db26ff9b8058473/05_journals_plos_org_plosone_article_id_10_1371_journal_pone_0042510_b6712e218027.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_9db26ff9b8058473	Effects on Social and Food Judgments -> Priming of Social Distance? Failure to Replicate Effects on Social and Food Judgments	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://doaj.org/article/e8e46da29cce40e8a55999b5cda66f5d	https://doaj.org/article/e8e46da29cce40e8a55999b5cda66f5d	mirrored		text/html; charset=utf-8	61227	d1a30f9535c857e800ea3e876c24ad392ae88cd18f8d3da0668086cd77392a78	data/raw/replication_projects/individual_search_batch001/api_candidate_9db26ff9b8058473/06_doaj_org_article_e8e46da29cce40e8a55999b5cda66f5d_d1a30f9535c8.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_9db26ff9b8058473	Effects on Social and Food Judgments -> Priming of Social Distance? Failure to Replicate Effects on Social and Food Judgments	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://www.ncbi.nlm.nih.gov/pmc/articles/3430642	https://pmc.ncbi.nlm.nih.gov/articles/PMC3430642/	mirrored		text/html; charset=utf-8	154934	33c0ec5ac84faa89eda6b7434c55412036dae1289d3823db6f43a2813fa4cc2b	data/raw/replication_projects/individual_search_batch001/api_candidate_9db26ff9b8058473/07_pmc_ncbi_nlm_nih_gov_articles_pmc3430642_33c0ec5ac84f.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_9db26ff9b8058473	Effects on Social and Food Judgments -> Priming of Social Distance? Failure to Replicate Effects on Social and Food Judgments	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://openalex.org/W2106777508	https://openalex.org/W2106777508	mirrored		text/html; charset=UTF-8	2653	158469730ed2eb8625b0a3219f142a7114199b88308b13f38c4881d9858c9d99	data/raw/replication_projects/individual_search_batch001/api_candidate_9db26ff9b8058473/08_openalex_org_w2106777508_158469730ed2.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_eaa8a0f32f7aab10	unresolved original target -> Direct Replication and Additional Sensitivity and Robustness Analyses for Frederiksen (2022): A Replication Report from the Nottingham Replication Games	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://doi.org/10.2139/ssrn.4437368	https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4437368	failed	http_error_403	text/html; charset=UTF-8	0			python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_5b170b3d5b414951	unresolved original target -> Kinds of Replication: Examining the Meanings of “Conceptual Replication” and “Direct Replication”	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://doi.org/10.1177/17456916211041116	https://journals.sagepub.com/doi/10.1177/17456916211041116	failed	http_error_403	text/html; charset=UTF-8	0			python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_30df9bd015197ff3	unresolved original target -> Replication matters: Advances in Translational Research's commitment to Direct Replication Studies	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://doi.org/10.1556/1661.2025.00102	https://www.akjournals.com:443/view/journals/1661/1/1/article-p5.xml	mirrored		text/html;charset=UTF-8	363981	43050aecc365cf8ed0d14fe4784ef6af3b1a126185cb7515398c4dd3faa7365c	data/raw/replication_projects/individual_search_batch001/api_candidate_30df9bd015197ff3/01_www_akjournals_com_443_view_journals_1661_1_1_article_p5_xml_43050aecc365.xml	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_c357889f3d12f9b1	unresolved original target -> Is there a Publication Bias in Behavioural Intranasal Oxytocin Research on Humans? Opening the File Drawer of One Laboratory	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://doi.org/10.1111/jne.12384	https://onlinelibrary.wiley.com/doi/10.1111/jne.12384	failed	http_error_403	text/html; charset=UTF-8	0			python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_c357889f3d12f9b1	unresolved original target -> Is there a Publication Bias in Behavioural Intranasal Oxytocin Research on Humans? Opening the File Drawer of One Laboratory	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://pubmed.ncbi.nlm.nih.gov/26991328	https://pubmed.ncbi.nlm.nih.gov/26991328/	mirrored		text/html; charset=utf-8	125725	16470d24f15e92e60d5678b08898c209ecbbcded5e26cfd6b579f46c638a8273	data/raw/replication_projects/individual_search_batch001/api_candidate_c357889f3d12f9b1/02_pubmed_ncbi_nlm_nih_gov_26991328_16470d24f15e.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_c357889f3d12f9b1	unresolved original target -> Is there a Publication Bias in Behavioural Intranasal Oxytocin Research on Humans? Opening the File Drawer of One Laboratory	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://resolver.caltech.edu/CaltechAUTHORS:20160321-103005344	https://authors.library.caltech.edu/records/b238z-qdv54	mirrored		text/html; charset=utf-8	101240	6dd1eb4afab7e786b3ed67c6e92374d0bca2c8e4d0bec1b43ac6e72d9af658f8	data/raw/replication_projects/individual_search_batch001/api_candidate_c357889f3d12f9b1/03_authors_library_caltech_edu_records_b238z_qdv54_6dd1eb4afab7.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_c357889f3d12f9b1	unresolved original target -> Is there a Publication Bias in Behavioural Intranasal Oxytocin Research on Humans? Opening the File Drawer of One Laboratory	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://authors.library.caltech.edu/65528/2/jne12384-sup-0001-AppendixS1.docx	https://s3.us-west-2.amazonaws.com/caltechauthors/f5/78/de8b-2ee5-4e7f-840a-ead7872bc9c6/data?response-content-type=application%2Foctet-stream&response-content-disposition=attachment%3B%20filename%3Djne12384-sup-0001-AppendixS1.docx&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARCVIVNNAKP37N3MU%2F20260505%2Fus-west-2%2Fs3%2Faws4_request&X-Amz-Date=20260505T225448Z&X-Amz-Expires=60&X-Amz-SignedHeaders=host&X-Amz-Signature=afa00c4b17574144752b719566799cfb70b7cf8c5955ce09a86e3415f4fad89e	mirrored		application/octet-stream	77192	bae70ccd396fe7c0d44635d039ecaf3a0c66270ca302315c43716c81396b2b73	data/raw/replication_projects/individual_search_batch001/api_candidate_c357889f3d12f9b1/04_s3_us_west_2_amazonaws_com_caltechauthors_f5_78_de8b_2ee5_4e7f_840a_ead7_bae70ccd396f.bin	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_c357889f3d12f9b1	unresolved original target -> Is there a Publication Bias in Behavioural Intranasal Oxytocin Research on Humans? Opening the File Drawer of One Laboratory	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	http://hdl.handle.net/2078.1/170508	https://research.dial.uclouvain.be/entities/publication/7fb5edb6-b449-46fd-86ab-f71f3feefee6	mirrored		text/html; charset=utf-8	917978	a34b553f3c4bf1016fb0abf83b1b717cd20852a0541c1844f38efce20628e5cc	data/raw/replication_projects/individual_search_batch001/api_candidate_c357889f3d12f9b1/05_research_dial_uclouvain_be_entities_publication_7fb5edb6_b449_46fd_86ab_a34b553f3c4b.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_c357889f3d12f9b1	unresolved original target -> Is there a Publication Bias in Behavioural Intranasal Oxytocin Research on Humans? Opening the File Drawer of One Laboratory	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://openalex.org/W2300073160	https://openalex.org/W2300073160	mirrored		text/html; charset=UTF-8	2653	158469730ed2eb8625b0a3219f142a7114199b88308b13f38c4881d9858c9d99	data/raw/replication_projects/individual_search_batch001/api_candidate_c357889f3d12f9b1/06_openalex_org_w2300073160_158469730ed2.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_08e65261327b34f0	unresolved original target -> Supplemental Material for When Both the Original Study and Its Failed Replication Are Correct: Feeling Observed Eliminates the Facial-Feedback Effect	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://doi.org/10.1037/pspa0000121.supp	https://supp.apa.org/psycarticles/supplemental/pspa0000121/pspa0000121_supp.html	mirrored		text/html	11669	a86a335b1edb58b599876a2c73c1bf87d7425c5645efc6efb9f10a539eb90138	data/raw/replication_projects/individual_search_batch001/api_candidate_08e65261327b34f0/01_supp_apa_org_psycarticles_supplemental_pspa0000121_pspa0000121_supp_html_a86a335b1edb.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_103a002c9f30029a	unresolved original target -> Early COVID-19 Interventions Failed to Replicate 1918 St. Louis vs. Philadelphia Outcomes in the United States	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://doi.org/10.3389/fpubh.2020.579559	https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2020.579559/full	mirrored		text/html;charset=utf-8	508318	16dd93ca1e4c2fad00fb9bbed091c0b37aaf393a132f73a0057709bba3c43d96	data/raw/replication_projects/individual_search_batch001/api_candidate_103a002c9f30029a/01_www_frontiersin_org_journals_public_health_articles_10_3389_fpubh_2020_5_16dd93ca1e4c.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_431e61f1075c1e4b	unresolved original target -> Candidate Gene Studies of a Promising Intermediate Phenotype: Failure to Replicate	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://www.nature.com/articles/npp2012245.pdf	https://www.nature.com/articles/npp2012245?error=cookies_not_supported&code=a545fb09-de44-4f84-96a0-2d8fb264c495	mirrored		"text/html; charset=""UTF-8"""	334951	bec9531a9905fc7497d8455a21b621cc4360a163d78ea430695c4c15ce9fe5b5	data/raw/replication_projects/individual_search_batch001/api_candidate_431e61f1075c1e4b/01_www_nature_com_articles_npp2012245_error_cookies_not_supported_code_a545_bec9531a9905.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_431e61f1075c1e4b	unresolved original target -> Candidate Gene Studies of a Promising Intermediate Phenotype: Failure to Replicate	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://doi.org/10.1038/npp.2012.245	https://www.nature.com/articles/npp2012245?error=cookies_not_supported&code=fe6feb6d-97cc-409d-b66e-52d36cf25b25	mirrored		"text/html; charset=""UTF-8"""	334949	48ffb7d5848f3db4cc84ab3afa3e94b52d2414a4012bcc2d7d64f7b6f8facc3e	data/raw/replication_projects/individual_search_batch001/api_candidate_431e61f1075c1e4b/02_www_nature_com_articles_npp2012245_error_cookies_not_supported_code_fe6f_48ffb7d5848f.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_431e61f1075c1e4b	unresolved original target -> Candidate Gene Studies of a Promising Intermediate Phenotype: Failure to Replicate	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://pubmed.ncbi.nlm.nih.gov/23303064	https://pubmed.ncbi.nlm.nih.gov/23303064/	mirrored		text/html; charset=utf-8	170875	5d9d4cc2b44d23ca48e3e43039c4903309383555091f844362515f00ec295d53	data/raw/replication_projects/individual_search_batch001/api_candidate_431e61f1075c1e4b/03_pubmed_ncbi_nlm_nih_gov_23303064_5d9d4cc2b44d.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_431e61f1075c1e4b	unresolved original target -> Candidate Gene Studies of a Promising Intermediate Phenotype: Failure to Replicate	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	http://europepmc.org/articles/PMC3671998	https://europepmc.org/article/PMC/3671998	mirrored		text/html;charset=UTF-8	28120	3ddb2965fce2afc607e9f34be70a0fdd2659582ed3b368a14352e9fba54103bf	data/raw/replication_projects/individual_search_batch001/api_candidate_431e61f1075c1e4b/04_europepmc_org_article_pmc_3671998_3ddb2965fce2.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_431e61f1075c1e4b	unresolved original target -> Candidate Gene Studies of a Promising Intermediate Phenotype: Failure to Replicate	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://www.ncbi.nlm.nih.gov/pmc/articles/3671998	https://pmc.ncbi.nlm.nih.gov/articles/PMC3671998/	mirrored		text/html; charset=utf-8	278204	a3236b59de581478187daf6312bda29726e50a69fb8ba69a0b14fd1f66ce9fb7	data/raw/replication_projects/individual_search_batch001/api_candidate_431e61f1075c1e4b/05_pmc_ncbi_nlm_nih_gov_articles_pmc3671998_a3236b59de58.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_431e61f1075c1e4b	unresolved original target -> Candidate Gene Studies of a Promising Intermediate Phenotype: Failure to Replicate	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://openalex.org/W1964829008	https://openalex.org/W1964829008	mirrored		text/html; charset=UTF-8	2653	158469730ed2eb8625b0a3219f142a7114199b88308b13f38c4881d9858c9d99	data/raw/replication_projects/individual_search_batch001/api_candidate_431e61f1075c1e4b/06_openalex_org_w1964829008_158469730ed2.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_ac518393f5f3ba70	unresolved original target -> The CASA theory no longer applies to desktop computers	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://www.nature.com/articles/s41598-023-46527-9.pdf	https://www.nature.com/articles/s41598-023-46527-9.pdf?error=cookies_not_supported&code=35d4bdbb-3b45-4d8c-8689-2a3c311bf142	mirrored		application/pdf	1016043	83ab40cd235a5385ed402ae117f19e9b950761c259a798a108dd9a07bd9eb36a	data/raw/replication_projects/individual_search_batch001/api_candidate_ac518393f5f3ba70/01_www_nature_com_articles_s41598_023_46527_9_pdf_error_cookies_not_support_83ab40cd235a.pdf	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_ac518393f5f3ba70	unresolved original target -> The CASA theory no longer applies to desktop computers	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://doi.org/10.1038/s41598-023-46527-9	https://www.nature.com/articles/s41598-023-46527-9?error=cookies_not_supported&code=4016c0df-6700-4553-994a-908876c049d1	mirrored		"text/html; charset=""UTF-8"""	276918	e62160ec9cd4748e0094d2666863b3970faf3a10b7377630597ba5a7467ef7d4	data/raw/replication_projects/individual_search_batch001/api_candidate_ac518393f5f3ba70/02_www_nature_com_articles_s41598_023_46527_9_error_cookies_not_supported_c_e62160ec9cd4.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_ac518393f5f3ba70	unresolved original target -> The CASA theory no longer applies to desktop computers	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://pubmed.ncbi.nlm.nih.gov/37952037	https://pubmed.ncbi.nlm.nih.gov/37952037/	mirrored		text/html; charset=utf-8	110955	a60860a0d46a64a0ba711ab3ed343b122e7d6a6a230fec55e78737791af64df5	data/raw/replication_projects/individual_search_batch001/api_candidate_ac518393f5f3ba70/03_pubmed_ncbi_nlm_nih_gov_37952037_a60860a0d46a.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_ac518393f5f3ba70	unresolved original target -> The CASA theory no longer applies to desktop computers	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://pmc.ncbi.nlm.nih.gov/articles/PMC10640629/pdf/41598_2023_Article_46527.pdf	https://pmc.ncbi.nlm.nih.gov/articles/PMC10640629/pdf/41598_2023_Article_46527.pdf	mirrored		text/html; charset=utf-8	1817	22fd8c1b69341cad6518f407fb6cabd67625b9593697adc1d756319493d74dda	data/raw/replication_projects/individual_search_batch001/api_candidate_ac518393f5f3ba70/04_pmc_ncbi_nlm_nih_gov_articles_pmc10640629_pdf_41598_2023_article_46527_p_22fd8c1b6934.pdf	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_ac518393f5f3ba70	unresolved original target -> The CASA theory no longer applies to desktop computers	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://www.ncbi.nlm.nih.gov/pmc/articles/10640629	https://pmc.ncbi.nlm.nih.gov/articles/PMC10640629/	mirrored		text/html; charset=utf-8	138884	9f01bc13f54a558bee7bed6e7f877fd52cfbb99bfd3e9bf3893f88ee44f78eaf	data/raw/replication_projects/individual_search_batch001/api_candidate_ac518393f5f3ba70/05_pmc_ncbi_nlm_nih_gov_articles_pmc10640629_9f01bc13f54a.html	python_urllib_user_agent	2026-05-05T00:00:00
