manifest_path	candidate_index	candidate_id	candidate_name	domain	candidate_route	confidence	original_title	original_doi	replication_title	replication_doi	conversion_route	dedupe_risk	source_object_urls_json	dedupe_terms_json	relationship_evidence_json	value_availability_json	local_match_count	matched_root_pair_ids	matched_source_family_keys	route_decision	route_reason	created_at
steps/searches/figure1/individualrepsearch-api-batch001.json	29	api_candidate_531902e0a39b1d8c	unresolved original target -> Actor-observer asymmetries in explanations of behavior: New answers to an old question.	metadata_api_search	coverage_only	low			Actor-observer asymmetries in explanations of behavior: New answers to an old question.	10.1037/0022-3514.93.4.491	unknown_until_full_text	medium	"[""https://doi.org/10.1037/0022-3514.93.4.491"", ""https://pubmed.ncbi.nlm.nih.gov/17892328"", ""https://philpapers.org/archive/KNOAAI.pdf"", ""https://philarchive.org/rec/KNOAAI"", ""https://philpapers.org/rec/KNOAAI"", ""https://openalex.org/W2130464748""]"	"[""10.1037/0022-3514.93.4.491"", ""Actor-observer asymmetries in explanations of behavior: New answers to an old question."", ""api_candidate_531902e0a39b1d8c""]"	"{""relation_score"": 4, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 0, ""verbatim_or_paraphrased_basis"": ""etries. Six studies, varying in contexts and methodologies, pit the 2 sets of predictions against each other. There was no evidence for the traditional actor-observer hypothesis, but systematic support was found for the actor-observer asymmetries hypothesized by the folk-conceptual theory. The studies also provide initial evidence for the processes that"", ""where_seen"": ""abstract_failed_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0			route_to_coverage_only	No local pair match; retain as source-object coverage denominator until values are found.	2026-05-05T22:54:12.031761+00:00
steps/searches/figure1/individualrepsearch-api-batch001.json	30	api_candidate_9284ea61ff36814f	unresolved original target -> No Evidence That Experiencing Physical Warmth Promotes Interpersonal Warmth	metadata_api_search	coverage_only	low			No Evidence That Experiencing Physical Warmth Promotes Interpersonal Warmth	10.1027/1864-9335/a000361	unknown_until_full_text	medium	"[""https://doi.org/10.1027/1864-9335/a000361""]"	"[""10.1027/1864-9335/a000361"", ""No Evidence That Experiencing Physical Warmth Promotes Interpersonal Warmth"", ""api_candidate_9284ea61ff36814f""]"	"{""relation_score"": 4, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 1, ""verbatim_or_paraphrased_basis"": ""effects ( r = .28 and .31), small sample sizes (41 and 53 participants), and barely statistically significant results. We attempted to replicate both experiments in field settings with more than triple the sample sizes (128 and 177) and double-blind procedures, but found near-zero effects ( r = \u2212.03 and .02). In both cases, Bayesian analyses suggest there is sub"", ""where_seen"": ""abstract_direct_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	4	fig1_pair_84ae5b6f75f33291|fig1_pair_91a0019783508f95	other_direct_replications	already_in_root_table	Local dedupe found DOI/title/source-family evidence in current Figure 1 pair maps; keep as duplicate/search-recall evidence unless outcome-level review shows a genuinely new contrast.	2026-05-05T22:54:12.031761+00:00
steps/searches/figure1/individualrepsearch-api-batch001.json	31	api_candidate_ddd51f6a6a2663b8	unresolved original target -> Lack of Associations between Female Hormone Levels and Visuospatial Working Memory, Divided Attention and Cognitive Bias across Two Consecutive Menstrual Cycles	metadata_api_search	coverage_only	low			Lack of Associations between Female Hormone Levels and Visuospatial Working Memory, Divided Attention and Cognitive Bias across Two Consecutive Menstrual Cycles	10.3389/fnbeh.2017.00120	unknown_until_full_text	medium	"[""https://www.frontiersin.org/articles/10.3389/fnbeh.2017.00120/pdf"", ""https://doi.org/10.3389/fnbeh.2017.00120"", ""https://pubmed.ncbi.nlm.nih.gov/28725187"", ""https://digitalcollection.zhaw.ch/handle/11475/2219"", ""https://hdl.handle.net/11475/2219"", ""http://hdl.handle.net/11573/1028894"", ""https://doaj.org/article/4888fbe696344f37a6ef12efee6fd91b"", ""https://www.ncbi.nlm.nih.gov/pmc/articles/5495858"", ""https://doi.org/10.5167/uzh-146703"", ""https://openalex.org/W2733056854""]"	"[""10.3389/fnbeh.2017.00120"", ""Lack of Associations between Female Hormone Levels and Visuospatial Working Memory, Divided Attention and Cognitive Bias across Two Consecutive Menstrual Cycles"", ""api_candidate_ddd51f6a6a2663b8""]"	"{""relation_score"": 4, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 0, ""verbatim_or_paraphrased_basis"": ""esterone, and attention, working memory and cognitive bias. That is, anecdotal findings observed during the first cycle did not replicate in the second cycle, suggesting that these are false-positives attributable to random variation and systematic biases such as practice effects. Due to methodological limitations, positive findings in the published liter"", ""where_seen"": ""abstract_failed_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0			route_to_coverage_only	No local pair match; retain as source-object coverage denominator until values are found.	2026-05-05T22:54:12.031761+00:00
steps/searches/figure1/individualrepsearch-api-batch001.json	32	api_candidate_cb9a052960492641	unresolved original target -> Failing the Future: Three Unsuccessful Attempts to Replicate Bem's ‘Retroactive Facilitation of Recall’ Effect	metadata_api_search	coverage_only	medium			Failing the Future: Three Unsuccessful Attempts to Replicate Bem's ‘Retroactive Facilitation of Recall’ Effect	10.1371/journal.pone.0033423	unknown_until_full_text	medium	"[""https://doi.org/10.1371/journal.pone.0033423""]"	"[""10.1371/journal.pone.0033423"", ""Failing the Future: Three Unsuccessful Attempts to Replicate Bem's \u2018Retroactive Facilitation of Recall\u2019 Effect"", ""api_candidate_cb9a052960492641""]"	"{""relation_score"": 5, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 0, ""verbatim_or_paraphrased_basis"": ""Failing the Future: Three Unsuccessful Attempts to Replicate Bem's \u2018Retroactive Facilitation of Recall\u2019 Effect"", ""where_seen"": ""title_exact_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	2	fig1_pair_3212a5f9117f1e44	other_direct_replications	already_in_root_table	Local dedupe found DOI/title/source-family evidence in current Figure 1 pair maps; keep as duplicate/search-recall evidence unless outcome-level review shows a genuinely new contrast.	2026-05-05T22:54:12.031761+00:00
steps/searches/figure1/individualrepsearch-api-batch001.json	33	api_candidate_437584f7c9708c81	unresolved original target -> Unsuccessful attempts to replicate effects of self control operations and glucose on ego-depletion pose an interesting research question that demands explanation	metadata_api_search	coverage_only	medium			Unsuccessful attempts to replicate effects of self control operations and glucose on ego-depletion pose an interesting research question that demands explanation	10.1016/j.appet.2014.10.024	unknown_until_full_text	medium	"[""https://doi.org/10.1016/j.appet.2014.10.024""]"	"[""10.1016/j.appet.2014.10.024"", ""Unsuccessful attempts to replicate effects of self control operations and glucose on ego-depletion pose an interesting research question that demands explanation"", ""api_candidate_437584f7c9708c81""]"	"{""relation_score"": 5, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 0, ""verbatim_or_paraphrased_basis"": ""Unsuccessful attempts to replicate effects of self control operations and glucose on ego-depletion pose an interesting research question that demands explanation"", ""where_seen"": ""title_exact_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0			route_to_coverage_only	No local pair match; retain as source-object coverage denominator until values are found.	2026-05-05T22:54:12.031761+00:00
steps/searches/figure1/individualrepsearch-api-batch001.json	34	api_candidate_36fbd2b47e30afcd	unresolved original target -> Three Attempts to Replicate the Behavioral Sunk‐Cost Effect: A Note on Cunha and Caldieraro (2009)	metadata_api_search	coverage_only	low			Three Attempts to Replicate the Behavioral Sunk‐Cost Effect: A Note on Cunha and Caldieraro (2009)	10.1111/j.1551-6709.2010.01136.x	unknown_until_full_text	medium	"[""https://doi.org/10.1111/j.1551-6709.2010.01136.x""]"	"[""10.1111/j.1551-6709.2010.01136.x"", ""Three Attempts to Replicate the Behavioral Sunk\u2010Cost Effect: A Note on Cunha and Caldieraro (2009)"", ""api_candidate_36fbd2b47e30afcd""]"	"{""relation_score"": 4, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 0, ""verbatim_or_paraphrased_basis"": ""suggest that decision makers indeed fall prey to behavioral sunk\u2010cost effects under certain circumstances. I have been unable to replicate their pattern of results in three separate investigations. In these studies, I attempted to recover the effect using two other behavioral effort manipulations in addition to the manipulation used by Cunha and Caldieraro"", ""where_seen"": ""abstract_failed_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0			route_to_coverage_only	No local pair match; retain as source-object coverage denominator until values are found.	2026-05-05T22:54:12.031761+00:00
steps/searches/figure1/individualrepsearch-api-batch001.json	35	api_candidate_6287214392755e51	Xu and Tenenbaum (2007b). -> Understanding the effect of social context on learning: A replication of Xu and Tenenbaum (2007b).	metadata_api_search	coverage_only	medium	Xu and Tenenbaum (2007b).		Understanding the effect of social context on learning: A replication of Xu and Tenenbaum (2007b).	10.1037/xge0000203	unknown_until_full_text	high	"[""http://doi.org/10.1037/xge0000203"", ""https://pubmed.ncbi.nlm.nih.gov/27560856"", ""https://openalex.org/W2518063274"", ""https://doi.org/10.1037/xge0000203""]"	"[""10.1037/xge0000203"", ""Xu and Tenenbaum (2007b)."", ""Understanding the effect of social context on learning: A replication of Xu and Tenenbaum (2007b)."", ""api_candidate_6287214392755e51""]"	"{""relation_score"": 5, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 1, ""verbatim_or_paraphrased_basis"": ""Understanding the effect of social context on learning: A replication of Xu and Tenenbaum (2007b)."", ""where_seen"": ""title_exact_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0			route_to_coverage_only	No local pair match; retain as source-object coverage denominator until values are found.	2026-05-05T22:54:12.031761+00:00
steps/searches/figure1/individualrepsearch-api-batch001.json	36	api_candidate_54bfbb526f90ed02	Bargh and Shalev (2012). -> Can physical warmth (or coldness) predict trait loneliness? A replication of Bargh and Shalev (2012).	metadata_api_search	coverage_only	medium	Bargh and Shalev (2012).		Can physical warmth (or coldness) predict trait loneliness? A replication of Bargh and Shalev (2012).	10.1037/arc0000007	unknown_until_full_text	high	"[""https://doi.org/10.1037/arc0000007"", ""https://openalex.org/W2085254914""]"	"[""10.1037/arc0000007"", ""Bargh and Shalev (2012)."", ""Can physical warmth (or coldness) predict trait loneliness? A replication of Bargh and Shalev (2012)."", ""api_candidate_54bfbb526f90ed02""]"	"{""relation_score"": 5, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 2, ""verbatim_or_paraphrased_basis"": ""Can physical warmth (or coldness) predict trait loneliness? A replication of Bargh and Shalev (2012)."", ""where_seen"": ""title_exact_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	2	fig1_pair_ef80ab0f1baee360	fred_curatescience	already_in_root_table	Local dedupe found DOI/title/source-family evidence in current Figure 1 pair maps; keep as duplicate/search-recall evidence unless outcome-level review shows a genuinely new contrast.	2026-05-05T22:54:12.031761+00:00
steps/searches/figure1/individualrepsearch-api-batch001.json	37	api_candidate_cbbcd2d203411342	unresolved original target -> Revisiting the decoy effect: replication and extension of Ariely and Wallsten (1995) and Connolly, Reb, and Kausel (2013)	metadata_api_search	coverage_only	low			Revisiting the decoy effect: replication and extension of Ariely and Wallsten (1995) and Connolly, Reb, and Kausel (2013)	10.1080/23743603.2021.1878340	unknown_until_full_text	medium	"[""https://doi.org/10.1080/23743603.2021.1878340"", ""https://openalex.org/W3138016342""]"	"[""10.1080/23743603.2021.1878340"", ""Revisiting the decoy effect: replication and extension of Ariely and Wallsten (1995) and Connolly, Reb, and Kausel (2013)"", ""api_candidate_cbbcd2d203411342""]"	"{""relation_score"": 4, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 2, ""verbatim_or_paraphrased_basis"": ""ed option. In two pre-registered experiments with an Amazon Mechanical Turk (MTurk) sample (N after exclusion = 1,001), we attempted to replicate two experiments from the decoy effect literature. We failed to replicate the original results in Study 1. The observed effects were not in the predicted direction, and their sizes were trivial. We replicated the decoy e"", ""where_seen"": ""abstract_direct_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	4	fig1_pair_15c24aafa5b48250|fig1_pair_eeac2ccd7cc2a71c	fred_core	already_in_root_table	Local dedupe found DOI/title/source-family evidence in current Figure 1 pair maps; keep as duplicate/search-recall evidence unless outcome-level review shows a genuinely new contrast.	2026-05-05T22:54:12.031761+00:00
steps/searches/figure1/individualrepsearch-api-batch001.json	38	api_candidate_6babb48338f16a8a	unresolved original target -> Effects of Preferred versus Nonpreferred Music on Bench Press Performance	metadata_api_search	coverage_only	low			Effects of Preferred versus Nonpreferred Music on Bench Press Performance	10.51224/cik.2024.60	unknown_until_full_text	medium	"[""https://storkjournals.org/index.php/cik/article/download/60/111"", ""https://doi.org/10.51224/cik.2024.60"", ""https://openalex.org/W4390732818""]"	"[""10.51224/cik.2024.60"", ""Effects of Preferred versus Nonpreferred Music on Bench Press Performance"", ""api_candidate_6babb48338f16a8a""]"	"{""relation_score"": 4, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 2, ""verbatim_or_paraphrased_basis"": ""n a repeated-measures counterbalanced design, while completing bench press repetitions to failure (RTF). Concerning the replication attempt, we found no difference between music conditions for RTF (p = 0.545, Cohen\u2019s dz = 0.12), and the replication and original effect sizes were incompatible (z = -1.88, p = 0.036). For motivation there was no difference bet"", ""where_seen"": ""abstract_direct_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0			route_to_coverage_only	No local pair match; retain as source-object coverage denominator until values are found.	2026-05-05T22:54:12.031761+00:00
steps/searches/figure1/individualrepsearch-api-batch001.json	39	api_candidate_dd966219198c26d2	unresolved original target -> Episodic memory improvements due to noninvasive stimulation targeting the cortical–hippocampal network: A replication and extension experiment	metadata_api_search	coverage_only	low			Episodic memory improvements due to noninvasive stimulation targeting the cortical–hippocampal network: A replication and extension experiment	10.1002/brb3.1393	unknown_until_full_text	medium	"[""https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/brb3.1393"", ""https://doi.org/10.1002/brb3.1393"", ""https://pubmed.ncbi.nlm.nih.gov/31568683"", ""https://doaj.org/article/1e4b8b84a39a465ab8fc5e43ba76a5e1"", ""https://www.ncbi.nlm.nih.gov/pmc/articles/6908873"", ""https://openalex.org/W2978032884""]"	"[""10.1002/brb3.1393"", ""Episodic memory improvements due to noninvasive stimulation targeting the cortical\u2013hippocampal network: A replication and extension experiment"", ""api_candidate_dd966219198c26d2""]"	"{""relation_score"": 4, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 1, ""verbatim_or_paraphrased_basis"": ""ed after the stimulation regimen via cued recall (Wang et al., Science, 2014, 345, 1054). This finding has not yet been directly replicated. Furthermore, evidence for long-lasting effects of stimulation on paired-associate learning was obtained by analyzing relatively small subsamples (Wang & Voss, Hippocampus, 2015, 25, 877) and requires further evaluation"", ""where_seen"": ""abstract_direct_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0			route_to_coverage_only	No local pair match; retain as source-object coverage denominator until values are found.	2026-05-05T22:54:12.031761+00:00
steps/searches/figure1/individualrepsearch-api-batch001.json	40	api_candidate_786cc2f5ecc3de84	Bock, Loebell and Morey (1992) -> The effect of animacy on structural Priming: A replication of Bock, Loebell and Morey (1992)	metadata_api_search	coverage_only	medium	Bock, Loebell and Morey (1992)		The effect of animacy on structural Priming: A replication of Bock, Loebell and Morey (1992)	10.1016/j.jml.2022.104354	unknown_until_full_text	high	"[""https://doi.org/10.1016/j.jml.2022.104354"", ""https://biblio.ugent.be/publication/01GS748YEF5HC5AV639V0NNGRT"", ""http://osf.io/buzf6/"", ""http://osf.io/j743a/"", ""https://osf.io/j743a"", ""https://osf.io/buzf6"", ""https://openalex.org/W4289766339""]"	"[""10.1016/j.jml.2022.104354"", ""Bock, Loebell and Morey (1992)"", ""The effect of animacy on structural Priming: A replication of Bock, Loebell and Morey (1992)"", ""api_candidate_786cc2f5ecc3de84""]"	"{""relation_score"": 5, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 0, ""verbatim_or_paraphrased_basis"": ""The effect of animacy on structural Priming: A replication of Bock, Loebell and Morey (1992)"", ""where_seen"": ""title_exact_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0			route_to_coverage_only	No local pair match; retain as source-object coverage denominator until values are found.	2026-05-05T22:54:12.031761+00:00
steps/searches/figure1/individualrepsearch-api-batch001.json	41	api_candidate_0921978f51da17da	unresolved original target -> Does Social Exclusion Improve Detection of Real and Fake Smiles? A Replication Study	metadata_api_search	coverage_only	low			Does Social Exclusion Improve Detection of Real and Fake Smiles? A Replication Study	10.3389/fpsyg.2021.626087	unknown_until_full_text	medium	"[""https://www.frontiersin.org/articles/10.3389/fpsyg.2021.626087/pdf"", ""https://doi.org/10.3389/fpsyg.2021.626087"", ""https://pubmed.ncbi.nlm.nih.gov/33584484"", ""https://doaj.org/article/2d94461a878d444ba484bdda59f93bab"", ""http://doi.org/doi:10.17170/kobra-202103053427"", ""https://www.ncbi.nlm.nih.gov/pmc/articles/7876225"", ""https://osf.io/paedq"", ""http://api.osf.io/v2/nodes/paedq/"", ""https://doi.org/10.17170/kobra-202103053427"", ""https://openalex.org/W3128143484""]"	"[""10.3389/fpsyg.2021.626087"", ""Does Social Exclusion Improve Detection of Real and Fake Smiles? A Replication Study"", ""api_candidate_0921978f51da17da""]"	"{""relation_score"": 4, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 1, ""verbatim_or_paraphrased_basis"": ""r in correctly categorizing a target person's smile as real or fake. Although highly cited, this finding has never been directly replicated. The present study aimed to fill that gap. 201 participants (79.1% female) were randomly assigned to a social exclusion, social inclusion or control condition. Next, participants watched 20 videos of smiling persons and"", ""where_seen"": ""abstract_direct_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0			route_to_coverage_only	No local pair match; retain as source-object coverage denominator until values are found.	2026-05-05T22:54:12.031761+00:00
steps/searches/figure1/individualrepsearch-api-batch001.json	42	api_candidate_c49eb133d5977b06	Rabbitt (1968) Experiment 2 -> Recall of Speech is Impaired by Subsequent Masking Noise: A Replication of Rabbitt (1968) Experiment 2	metadata_api_search	coverage_only	medium	Rabbitt (1968) Experiment 2		Recall of Speech is Impaired by Subsequent Masking Noise: A Replication of Rabbitt (1968) Experiment 2	10.1080/25742442.2021.1896908	unknown_until_full_text	high	"[""https://doi.org/10.1080/25742442.2021.1896908"", ""https://www.ncbi.nlm.nih.gov/pmc/articles/8262135"", ""https://openalex.org/W3122990348""]"	"[""10.1080/25742442.2021.1896908"", ""Rabbitt (1968) Experiment 2"", ""Recall of Speech is Impaired by Subsequent Masking Noise: A Replication of Rabbitt (1968) Experiment 2"", ""api_candidate_c49eb133d5977b06""]"	"{""relation_score"": 5, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 1, ""verbatim_or_paraphrased_basis"": ""Recall of Speech is Impaired by Subsequent Masking Noise: A Replication of Rabbitt (1968) Experiment 2"", ""where_seen"": ""title_exact_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0			route_to_coverage_only	No local pair match; retain as source-object coverage denominator until values are found.	2026-05-05T22:54:12.031761+00:00
steps/searches/figure1/individualrepsearch-api-batch001.json	43	api_candidate_603e91a284670196	unresolved original target -> Two Failures to Replicate High-Performance-Goal Priming Effects	metadata_api_search	coverage_only	low			Two Failures to Replicate High-Performance-Goal Priming Effects	10.1371/journal.pone.0072467	unknown_until_full_text	medium	"[""https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0072467&type=printable"", ""https://doi.org/10.1371/journal.pone.0072467"", ""https://pubmed.ncbi.nlm.nih.gov/23977304"", ""https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0072467"", ""https://doaj.org/article/6f59e7d3802b42108cf3c50cc4da11ed"", ""https://www.ncbi.nlm.nih.gov/pmc/articles/3745413"", ""https://openalex.org/W2156734073""]"	"[""10.1371/journal.pone.0072467"", ""Two Failures to Replicate High-Performance-Goal Priming Effects"", ""api_candidate_603e91a284670196""]"	"{""relation_score"": 4, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 0, ""verbatim_or_paraphrased_basis"": "". Because the paper has been cited well over 1100 times, an attempt to replicate its findings would seem warranted. Two direct replication attempts were performed. Results from the first experiment (n = 98) found no effect of priming, and the means were in the opposite direction from those reported by Bargh and colleagues. The second experiment followed up"", ""where_seen"": ""abstract_direct_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	2	fig1_pair_d296a67b1df1c9c1	other_direct_replications	already_in_root_table	Local dedupe found DOI/title/source-family evidence in current Figure 1 pair maps; keep as duplicate/search-recall evidence unless outcome-level review shows a genuinely new contrast.	2026-05-05T22:54:12.031761+00:00
steps/searches/figure1/individualrepsearch-api-batch001.json	44	api_candidate_e224769ca5daf536	unresolved original target -> Mixed findings in directly replicated experimental studies on fake news	metadata_api_search	coverage_only	low			Mixed findings in directly replicated experimental studies on fake news	10.5210/fm.v26i12.11774	unknown_until_full_text	medium	"[""https://doi.org/10.5210/fm.v26i12.11774""]"	"[""10.5210/fm.v26i12.11774"", ""Mixed findings in directly replicated experimental studies on fake news"", ""api_candidate_e224769ca5daf536""]"	"{""relation_score"": 4, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 1, ""verbatim_or_paraphrased_basis"": ""uence the perception that a news article is fake news? What factors influence the perception of fake news? We conducted directly replicated experimental studies that presented four news articles to four subject pools. We show that source information and presentation have limited influence on participants\u2019 judgments of a real news article as fake. Among thos"", ""where_seen"": ""abstract_direct_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0			route_to_coverage_only	No local pair match; retain as source-object coverage denominator until values are found.	2026-05-05T22:54:12.031761+00:00
steps/searches/figure1/individualrepsearch-api-batch001.json	45	api_candidate_4c81f1c12188acdd	unresolved original target -> Role of Colour Priming on Memory and Sustained Attention: A Direct Replication Study	metadata_api_search	coverage_only	medium			Role of Colour Priming on Memory and Sustained Attention: A Direct Replication Study	10.36948/ijfmr.2025.v07i06.61995	unknown_until_full_text	medium	"[""https://doi.org/10.36948/ijfmr.2025.v07i06.61995""]"	"[""10.36948/ijfmr.2025.v07i06.61995"", ""Role of Colour Priming on Memory and Sustained Attention: A Direct Replication Study"", ""api_candidate_4c81f1c12188acdd""]"	"{""relation_score"": 5, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 1, ""verbatim_or_paraphrased_basis"": ""Role of Colour Priming on Memory and Sustained Attention: A Direct Replication Study"", ""where_seen"": ""title_exact_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0			route_to_coverage_only	No local pair match; retain as source-object coverage denominator until values are found.	2026-05-05T22:54:12.031761+00:00
steps/searches/figure1/individualrepsearch-api-batch001.json	46	api_candidate_00e27cab90640913	unresolved original target -> Understanding the (perverse) effects of disclosing conflicts of interest: A direct replication study	metadata_api_search	coverage_only	medium			Understanding the (perverse) effects of disclosing conflicts of interest: A direct replication study	10.1016/j.joep.2018.10.010	unknown_until_full_text	medium	"[""https://doi.org/10.1016/j.joep.2018.10.010""]"	"[""10.1016/j.joep.2018.10.010"", ""Understanding the (perverse) effects of disclosing conflicts of interest: A direct replication study"", ""api_candidate_00e27cab90640913""]"	"{""relation_score"": 5, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 0, ""verbatim_or_paraphrased_basis"": ""Understanding the (perverse) effects of disclosing conflicts of interest: A direct replication study"", ""where_seen"": ""title_exact_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0			route_to_coverage_only	No local pair match; retain as source-object coverage denominator until values are found.	2026-05-05T22:54:12.031761+00:00
